task,architecture,block,metric,kind,B,init_reps
single_shape,bn2_w16_gap,6097,prob_error_reduction,random,0.07873784936964512,4
single_shape,bn2_w16_gap,6098,centered_logit_fidelity,random,0.3770735676216713,4
single_shape,bn2_w16_gap,6098,prob_error_reduction,random,0.12833771109580994,4
single_shape,bn2_w16_gap,6099,centered_logit_fidelity,random,0.11224968859793912,4
single_shape,bn2_w16_gap,6099,prob_error_reduction,random,0.07617181818932295,4
single_shape,bn2_w16_gmp,6000,centered_logit_fidelity,random,0.06375741333456274,4
single_shape,bn2_w16_gmp,6000,prob_error_reduction,random,0.11228297697380185,4
single_shape,bn2_w16_gmp,6001,centered_logit_fidelity,random,0.06879399103251665,4
single_shape,bn2_w16_gmp,6001,prob_error_reduction,random,0.09634392987936735,4
single_shape,bn2_w16_gmp,6002,centered_logit_fidelity,random,0.06303578176359034,4
single_shape,bn2_w16_gmp,6002,prob_error_reduction,random,0.10037290118634701,4
single_shape,bn2_w16_gmp,6003,centered_logit_fidelity,random,0.13380998425563712,4
single_shape,bn2_w16_gmp,6003,prob_error_reduction,random,0.0818740651011467,4
single_shape,bn2_w16_gmp,6004,centered_logit_fidelity,random,0.061698681589938686,4
single_shape,bn2_w16_gmp,6004,prob_error_reduction,random,0.08470620680600405,4
single_shape,bn2_w16_gmp,6005,centered_logit_fidelity,random,0.10412679210151271,4
single_shape,bn2_w16_gmp,6005,prob_error_reduction,random,0.0944064436480403,4
single_shape,bn2_w16_gmp,6006,centered_logit_fidelity,random,0.05660144935836221,4
single_shape,bn2_w16_gmp,6006,prob_error_reduction,random,0.10968361981213093,4
single_shape,bn2_w16_gmp,6007,centered_logit_fidelity,random,0.06893716138846634,4
single_shape,bn2_w16_gmp,6007,prob_error_reduction,random,0.07492054346948862,4
single_shape,bn2_w16_gmp,6008,centered_logit_fidelity,random,0.030155470480851397,4
single_shape,bn2_w16_gmp,6008,prob_error_reduction,random,0.04794562980532646,4
single_shape,bn2_w16_gmp,6009,centered_logit_fidelity,random,0.07342923269203393,4
single_shape,bn2_w16_gmp,6009,prob_error_reduction,random,0.08023939281702042,4
single_shape,bn2_w16_gmp,6010,centered_logit_fidelity,random,0.047934642392104765,4
single_shape,bn2_w16_gmp,6010,prob_error_reduction,random,0.07156252674758434,4
single_shape,bn2_w16_gmp,6011,centered_logit_fidelity,random,0.0804592184730724,4
single_shape,bn2_w16_gmp,6011,prob_error_reduction,random,0.057136841118335724,4
single_shape,bn2_w16_gmp,6012,centered_logit_fidelity,random,0.04040817319463417,4
single_shape,bn2_w16_gmp,6012,prob_error_reduction,random,0.0475999740883708,4
single_shape,bn2_w16_gmp,6013,centered_logit_fidelity,random,0.0762940043096591,4
single_shape,bn2_w16_gmp,6013,prob_error_reduction,random,0.10261884517967701,4
single_shape,bn2_w16_gmp,6014,centered_logit_fidelity,random,0.0904971195803046,4
single_shape,bn2_w16_gmp,6014,prob_error_reduction,random,0.1216015862300992,4
single_shape,bn2_w16_gmp,6015,centered_logit_fidelity,random,0.07468729394819659,4
single_shape,bn2_w16_gmp,6015,prob_error_reduction,random,0.08681932371109724,4
single_shape,bn2_w16_gmp,6016,centered_logit_fidelity,random,0.034460551084500496,4
single_shape,bn2_w16_gmp,6016,prob_error_reduction,random,0.06518865004181862,4
single_shape,bn2_w16_gmp,6017,centered_logit_fidelity,random,0.048997107666428535,4
single_shape,bn2_w16_gmp,6017,prob_error_reduction,random,0.09661361947655678,4
single_shape,bn2_w16_gmp,6018,centered_logit_fidelity,random,0.06826711675674382,4
single_shape,bn2_w16_gmp,6018,prob_error_reduction,random,0.10575354192405939,4
single_shape,bn2_w16_gmp,6019,centered_logit_fidelity,random,0.05867572837876172,4
single_shape,bn2_w16_gmp,6019,prob_error_reduction,random,0.07916009426116943,4
single_shape,bn2_w16_gmp,6020,centered_logit_fidelity,random,0.0914436570969927,4
single_shape,bn2_w16_gmp,6020,prob_error_reduction,random,0.1451791739091277,4
single_shape,bn2_w16_gmp,6021,centered_logit_fidelity,random,0.03789948078515646,4
single_shape,bn2_w16_gmp,6021,prob_error_reduction,random,0.06367084477096796,4
single_shape,bn2_w16_gmp,6022,centered_logit_fidelity,random,0.07018281713024256,4
single_shape,bn2_w16_gmp,6022,prob_error_reduction,random,0.08289751689881086,4
single_shape,bn2_w16_gmp,6023,centered_logit_fidelity,random,0.04708421798618109,4
single_shape,bn2_w16_gmp,6023,prob_error_reduction,random,0.07468823529779911,4
single_shape,bn2_w16_gmp,6024,centered_logit_fidelity,random,0.07328372791294877,4
single_shape,bn2_w16_gmp,6024,prob_error_reduction,random,0.11048848554491997,4
single_shape,bn2_w16_gmp,6025,centered_logit_fidelity,random,0.08435885888664807,4
single_shape,bn2_w16_gmp,6025,prob_error_reduction,random,0.09401840344071388,4
single_shape,bn2_w16_gmp,6026,centered_logit_fidelity,random,0.06583493663496803,4
single_shape,bn2_w16_gmp,6026,prob_error_reduction,random,0.0630732225254178,4
single_shape,bn2_w16_gmp,6027,centered_logit_fidelity,random,0.07834492657109411,4
single_shape,bn2_w16_gmp,6027,prob_error_reduction,random,0.09639954287558794,4
single_shape,bn2_w16_gmp,6028,centered_logit_fidelity,random,0.09062243258873531,4
single_shape,bn2_w16_gmp,6028,prob_error_reduction,random,0.07128340005874634,4
single_shape,bn2_w16_gmp,6029,centered_logit_fidelity,random,0.12106496659963248,4
single_shape,bn2_w16_gmp,6029,prob_error_reduction,random,0.17137176264077425,4
single_shape,bn2_w16_gmp,6030,centered_logit_fidelity,random,0.05806134691229993,4
single_shape,bn2_w16_gmp,6030,prob_error_reduction,random,0.10079251322895288,4
single_shape,bn2_w16_gmp,6031,centered_logit_fidelity,random,0.07683121037629109,4
single_shape,bn2_w16_gmp,6031,prob_error_reduction,random,0.07996892929077148,4
single_shape,bn2_w16_gmp,6032,centered_logit_fidelity,random,0.08335854316901159,4
single_shape,bn2_w16_gmp,6032,prob_error_reduction,random,0.11042970046401024,4
single_shape,bn2_w16_gmp,6033,centered_logit_fidelity,random,0.08047381790979927,4
single_shape,bn2_w16_gmp,6033,prob_error_reduction,random,0.11829956341534853,4
single_shape,bn2_w16_gmp,6034,centered_logit_fidelity,random,0.08183630574919701,4
single_shape,bn2_w16_gmp,6034,prob_error_reduction,random,0.09440619125962257,4
single_shape,bn2_w16_gmp,6035,centered_logit_fidelity,random,0.015944744286282717,4
single_shape,bn2_w16_gmp,6035,prob_error_reduction,random,0.025775166228413582,4
single_shape,bn2_w16_gmp,6036,centered_logit_fidelity,random,0.09240743567095566,4
single_shape,bn2_w16_gmp,6036,prob_error_reduction,random,0.09245957247912884,4
single_shape,bn2_w16_gmp,6037,centered_logit_fidelity,random,0.06160607333079188,4
single_shape,bn2_w16_gmp,6037,prob_error_reduction,random,0.12237653974443674,4
single_shape,bn2_w16_gmp,6038,centered_logit_fidelity,random,0.06833507553905713,4
single_shape,bn2_w16_gmp,6038,prob_error_reduction,random,0.09604759002104402,4
single_shape,bn2_w16_gmp,6039,centered_logit_fidelity,random,0.07798288634945598,4
single_shape,bn2_w16_gmp,6039,prob_error_reduction,random,0.107685012742877,4
single_shape,bn2_w16_gmp,6040,centered_logit_fidelity,random,0.09094902847165491,4
single_shape,bn2_w16_gmp,6040,prob_error_reduction,random,0.10174880176782608,4
single_shape,bn2_w16_gmp,6041,centered_logit_fidelity,random,0.06235055900745119,4
single_shape,bn2_w16_gmp,6041,prob_error_reduction,random,0.07936134189367294,4
single_shape,bn2_w16_gmp,6042,centered_logit_fidelity,random,0.05988808102058071,4
single_shape,bn2_w16_gmp,6042,prob_error_reduction,random,0.09703423362225294,4
single_shape,bn2_w16_gmp,6043,centered_logit_fidelity,random,0.08548590921906199,4
single_shape,bn2_w16_gmp,6043,prob_error_reduction,random,0.10391226457431912,4
single_shape,bn2_w16_gmp,6044,centered_logit_fidelity,random,0.05530170373680335,4
single_shape,bn2_w16_gmp,6044,prob_error_reduction,random,0.08448976883664727,4
single_shape,bn2_w16_gmp,6045,centered_logit_fidelity,random,0.07850469964372095,4
single_shape,bn2_w16_gmp,6045,prob_error_reduction,random,0.13564050290733576,4
single_shape,bn2_w16_gmp,6046,centered_logit_fidelity,random,0.08106540419536612,4
single_shape,bn2_w16_gmp,6046,prob_error_reduction,random,0.08603808004409075,4
single_shape,bn2_w16_gmp,6047,centered_logit_fidelity,random,0.040898942979277944,4
single_shape,bn2_w16_gmp,6047,prob_error_reduction,random,0.059541910886764526,4
single_shape,bn2_w16_gmp,6048,centered_logit_fidelity,random,0.04243316057003349,4
single_shape,bn2_w16_gmp,6048,prob_error_reduction,random,0.08208585903048515,4
single_shape,bn2_w16_gmp,6049,centered_logit_fidelity,random,0.05372792287223807,4
single_shape,bn2_w16_gmp,6049,prob_error_reduction,random,0.06876513455063105,4
single_shape,bn2_w16_gmp,6050,centered_logit_fidelity,random,0.09140415311017233,4
single_shape,bn2_w16_gmp,6050,prob_error_reduction,random,0.10069752531126142,4
single_shape,bn2_w16_gmp,6051,centered_logit_fidelity,random,0.07190237441969662,4
single_shape,bn2_w16_gmp,6051,prob_error_reduction,random,0.08720163907855749,4
single_shape,bn2_w16_gmp,6052,centered_logit_fidelity,random,0.07958660426056947,4
single_shape,bn2_w16_gmp,6052,prob_error_reduction,random,0.1204746887087822,4
single_shape,bn2_w16_gmp,6053,centered_logit_fidelity,random,0.07555207950152648,4
single_shape,bn2_w16_gmp,6053,prob_error_reduction,random,0.1106008356437087,4
single_shape,bn2_w16_gmp,6054,centered_logit_fidelity,random,0.057092180727810526,4
single_shape,bn2_w16_gmp,6054,prob_error_reduction,random,0.0604579197242856,4
single_shape,bn2_w16_gmp,6055,centered_logit_fidelity,random,0.15279750711747375,4
single_shape,bn2_w16_gmp,6055,prob_error_reduction,random,0.1031469376757741,4
single_shape,bn2_w16_gmp,6056,centered_logit_fidelity,random,0.04248469255140505,4
single_shape,bn2_w16_gmp,6056,prob_error_reduction,random,0.05465844087302685,4
single_shape,bn2_w16_gmp,6057,centered_logit_fidelity,random,0.07949465035439582,4
single_shape,bn2_w16_gmp,6057,prob_error_reduction,random,0.05004247836768627,4
single_shape,bn2_w16_gmp,6058,centered_logit_fidelity,random,0.04087431798328156,4
single_shape,bn2_w16_gmp,6058,prob_error_reduction,random,0.04314834624528885,4
single_shape,bn2_w16_gmp,6059,centered_logit_fidelity,random,0.06414123745907688,4
single_shape,bn2_w16_gmp,6059,prob_error_reduction,random,0.0454934723675251,4
single_shape,bn2_w16_gmp,6060,centered_logit_fidelity,random,0.127808192333719,4
single_shape,bn2_w16_gmp,6060,prob_error_reduction,random,0.13515166006982327,4
single_shape,bn2_w16_gmp,6061,centered_logit_fidelity,random,0.03802933281101859,4
single_shape,bn2_w16_gmp,6061,prob_error_reduction,random,0.0785678206011653,4
single_shape,bn2_w16_gmp,6062,centered_logit_fidelity,random,0.08777462754052115,4
single_shape,bn2_w16_gmp,6062,prob_error_reduction,random,0.09779475908726454,4
single_shape,bn2_w16_gmp,6063,centered_logit_fidelity,random,0.03323854573066314,4
single_shape,bn2_w16_gmp,6063,prob_error_reduction,random,0.03941828664392233,4
single_shape,bn2_w16_gmp,6064,centered_logit_fidelity,random,0.046149718695729175,4
single_shape,bn2_w16_gmp,6064,prob_error_reduction,random,0.07735654339194298,4
single_shape,bn2_w16_gmp,6065,centered_logit_fidelity,random,0.047856913276259544,4
single_shape,bn2_w16_gmp,6065,prob_error_reduction,random,0.07388910185545683,4
single_shape,bn2_w16_gmp,6066,centered_logit_fidelity,random,0.07647658394819354,4
single_shape,bn2_w16_gmp,6066,prob_error_reduction,random,0.056480154395103455,4
single_shape,bn2_w16_gmp,6067,centered_logit_fidelity,random,0.03495870795872835,4
single_shape,bn2_w16_gmp,6067,prob_error_reduction,random,0.05551584344357252,4
