task,metric,contrast,kind,n,mean,sd,ci_low,ci_high,t_stat,p_two_sided,p_holm_two_metric_family
two_concepts,centered_logit_fidelity,tiny_gmp - plain2_w16_gmp,random,100,0.00276471128348406,0.013860994337765092,1.4389290400376124e-05,0.0055150332765677434,1.994598090233283,0.04883613367293997,0.04883613367293997
two_concepts,prob_error_reduction,tiny_gmp - plain2_w16_gmp,random,100,0.3198705137430079,0.03569349776131715,0.31278814941106614,0.32695287807494966,89.61590592269378,1.3805920149981261e-96,2.7611840299962523e-96
