task,metric,family,contrast,alternative_architecture,reference_architecture,n,mean,sd,ci_low,ci_high,t_stat,p_two_sided,p_holm_within_factor_family
single_shape,prob_fidelity,width,depth4 GAP: w64 - w16,plain4_w64_gap,plain4_w16_gap,100,-0.020115480552384567,0.06987717588558348,-0.0339806282445006,-0.006250332860268531,-2.878691117300097,0.004893379321185775,0.004893379321185775
single_shape,prob_fidelity,residual,GMP: residual4 - plain4,res4_w16_gmp,plain4_w16_gmp,100,0.003993325786949158,0.01873018327096036,0.00027685107169317033,0.007709800502205145,2.13202707585915,0.0354790632399684,0.0709581264799368
single_shape,prob_fidelity,residual,GAP: residual4 - plain4,res4_w16_gap,plain4_w16_gap,100,-0.006452653858138407,0.07010609915023507,-0.02036322489248786,0.007457917176211047,-0.9204126226322451,0.3595945413785366,0.3595945413785366
single_shape,prob_fidelity,batchnorm,depth2 GMP: BN - noBN,bn2_w16_gmp,plain2_w16_gmp,100,0.06969759870012904,0.05395136108097732,0.05899247817832555,0.08040271922193253,12.918598771867439,5.791934166270282e-23,2.316773666508113e-22
single_shape,prob_fidelity,batchnorm,depth2 GAP: BN - noBN,bn2_w16_gap,plain2_w16_gap,100,-0.030822893363631386,0.09004932624624891,-0.04869063332530566,-0.01295515340195711,-3.42288994804282,0.0009023634196736168,0.0018047268393472336
single_shape,prob_fidelity,batchnorm,depth4 GMP: BN - noBN,bn4_w16_gmp,plain4_w16_gmp,100,-0.0006088591132034232,0.023626857868472476,-0.005296940302738024,0.004079222076331178,-0.2576978778104391,0.7971749878135788,0.7971749878135788
single_shape,prob_fidelity,batchnorm,depth4 GAP: BN - noBN,bn4_w16_gap,plain4_w16_gap,100,-0.043309517354623815,0.08183096635557564,-0.05954655641536691,-0.02707247829388072,-5.292558463312449,7.26061273674463e-07,2.1781838210233894e-06
single_shape,raw_logit_fidelity,pooling,tiny: GAP - GMP,tiny_gap,tiny_gmp,100,-0.07120858311343119,0.032585186481725974,-0.07767419105219571,-0.06474297517466666,-21.853053734513843,1.162350382219221e-39,9.298803057753768e-39
single_shape,raw_logit_fidelity,pooling,plain2_w16: GAP - GMP,plain2_w16_gap,plain2_w16_gmp,100,-0.009905781696898984,0.08478582731582708,-0.026729129278333263,0.0069175658845352945,-1.1683298978731387,0.245479510848806,0.245479510848806
single_shape,raw_logit_fidelity,pooling,plain4_w16: GAP - GMP,plain4_w16_gap,plain4_w16_gmp,100,0.13715334506991486,0.14859320339150564,0.10766922976391949,0.16663746037591023,9.230122370304539,5.227146260808531e-15,3.136287756485118e-14
single_shape,raw_logit_fidelity,pooling,plain2_w64: GAP - GMP,plain2_w64_gap,plain2_w64_gmp,100,0.00977207596726693,0.056708218405694504,-0.0014800648582174603,0.02102421679275132,1.723220415312085,0.0879706592218164,0.1759413184436328
single_shape,raw_logit_fidelity,pooling,plain4_w64: GAP - GMP,plain4_w64_gap,plain4_w64_gmp,100,0.07709494602838317,0.09432883697249655,0.058378058293957244,0.09581183376280909,8.1729986823501,1.0210671515123497e-12,5.105335757561749e-12
single_shape,raw_logit_fidelity,pooling,res4_w16: GAP - GMP,res4_w16_gap,res4_w16_gmp,100,0.13573978464687705,0.11745974263568262,0.11243322340020712,0.159046345893547,11.556281462993875,4.591265970812303e-20,3.213886179568612e-19
single_shape,raw_logit_fidelity,pooling,bn2_w16: GAP - GMP,bn2_w16_gap,bn2_w16_gmp,100,-0.3387783733761322,0.4405223713837748,-0.42618756906140554,-0.25136917769085887,-7.690378409431443,1.0984737795483617e-11,3.295421338645085e-11
single_shape,raw_logit_fidelity,pooling,bn4_w16: GAP - GMP,bn4_w16_gap,bn4_w16_gmp,100,0.3876462098073439,0.49782461672078404,0.2888670054659048,0.48642541414878293,7.786802757179921,6.849549512116033e-12,2.739819804846413e-11
single_shape,raw_logit_fidelity,depth,GMP: plain2 - tiny,plain2_w16_gmp,tiny_gmp,100,-0.003728228060175427,0.027871875173147927,-0.0092586127792815,0.0018021566589306458,-1.3376308687573497,0.1840816396539215,0.1840816396539215
single_shape,raw_logit_fidelity,depth,GAP: plain2 - tiny,plain2_w16_gap,tiny_gap,100,0.05757457335635678,0.08816841277152279,0.0400800474347844,0.07506909927792917,6.5300680307758245,2.8457441045907207e-09,8.537232313772162e-09
single_shape,raw_logit_fidelity,depth,GMP: plain4 - plain2,plain4_w16_gmp,plain2_w16_gmp,100,-0.03768683575876706,0.02142746398186783,-0.04193850948500001,-0.033435162032534105,-17.588098988596176,3.164063403080161e-32,1.2656253612320644e-31
single_shape,raw_logit_fidelity,depth,GAP: plain4 - plain2,plain4_w16_gap,plain2_w16_gap,100,0.10937229100804682,0.17355324509134892,0.07493556191673816,0.14380902009935548,6.301944452290664,8.191882604726932e-09,1.6383765209453865e-08
single_shape,raw_logit_fidelity,width,depth2 GMP: w64 - w16,plain2_w64_gmp,plain2_w16_gmp,100,-0.020410370107017677,0.018695328873255507,-0.024119928953597332,-0.01670081126043802,-10.917363500470756,1.1029475743749812e-18,4.411790297499925e-18
single_shape,raw_logit_fidelity,width,depth2 GAP: w64 - w16,plain2_w64_gap,plain2_w16_gap,100,-0.000732512442851763,0.09962698824744032,-0.020500668334458946,0.01903564344875542,-0.07352550305269148,0.9415363023094491,0.9415363023094491
single_shape,raw_logit_fidelity,width,depth4 GMP: w64 - w16,plain4_w64_gmp,plain4_w16_gmp,100,-0.012224078768089133,0.012887086630460011,-0.014781156342961278,-0.009667001193216989,-9.485525408975066,1.4503074781508234e-15,4.35092243445247e-15
single_shape,raw_logit_fidelity,width,depth4 GAP: w64 - w16,plain4_w64_gap,plain4_w16_gap,100,-0.07228247780962083,0.16705916434071374,-0.10543064038989136,-0.0391343152293503,-4.32675921101833,3.6192365625812214e-05,7.238473125162443e-05
single_shape,raw_logit_fidelity,residual,GMP: residual4 - plain4,res4_w16_gmp,plain4_w16_gmp,100,-0.0006624288403157357,0.01648221119925935,-0.003932857126435525,0.002607999445804053,-0.40190532223340447,0.6886200499138807,1.0
single_shape,raw_logit_fidelity,residual,GAP: residual4 - plain4,res4_w16_gap,plain4_w16_gap,100,-0.0020759892633535676,0.17144189268226984,-0.03609378023057548,0.031941801703868344,-0.12108996411985261,0.9038652093054276,1.0
single_shape,raw_logit_fidelity,batchnorm,depth2 GMP: BN - noBN,bn2_w16_gmp,plain2_w16_gmp,100,0.017512057779450623,0.043288781152831385,0.00892262444175436,0.026101491117146887,4.045403292281241,0.00010359344305154956,0.00010359344305154956
single_shape,raw_logit_fidelity,batchnorm,depth2 GAP: BN - noBN,bn2_w16_gap,plain2_w16_gap,100,-0.3113605338997826,0.44255741626641815,-0.3991735266403939,-0.22354754115917125,-7.035483362284105,2.613014118965157e-10,1.0452056475860628e-09
single_shape,raw_logit_fidelity,batchnorm,depth4 GMP: BN - noBN,bn4_w16_gmp,plain4_w16_gmp,100,-0.01135969576609351,0.025341429145115776,-0.01638798509480999,-0.006331406437377028,-4.482657904194381,1.9846417741771302e-05,3.9692835483542605e-05
single_shape,raw_logit_fidelity,batchnorm,depth4 GAP: BN - noBN,bn4_w16_gap,plain4_w16_gap,100,0.23913316897133557,0.4961393727427516,0.1406883535967736,0.3375779843458976,4.819878891073742,5.191241361955541e-06,1.5573724085866625e-05
single_shape,centered_logit_error_reduction,pooling,tiny: GAP - GMP,tiny_gap,tiny_gmp,100,-43.450108712427316,4.5076271373661045,-44.344519730166596,-42.555697694688035,-96.39241975505558,1.0993482657539281e-99,8.794786126031425e-99
single_shape,centered_logit_error_reduction,pooling,plain2_w16: GAP - GMP,plain2_w16_gap,plain2_w16_gmp,100,-0.9629958504438401,39.72565797401592,-8.845428246940491,6.919436546052811,-0.24241155453579255,0.8089627661469276,0.8089627661469276
single_shape,centered_logit_error_reduction,pooling,plain4_w16: GAP - GMP,plain4_w16_gap,plain4_w16_gmp,100,529.7021276664734,465.3064624547558,437.3752306179299,622.0290247150169,11.38394091653045,1.079598340199343e-19,4.318393360797372e-19
single_shape,centered_logit_error_reduction,pooling,plain2_w64: GAP - GMP,plain2_w64_gap,plain2_w64_gmp,100,-10.483447320461273,22.441307921527706,-14.936289679827855,-6.030604961094691,-4.671495688718132,9.429365727982242e-06,1.8858731455964484e-05
single_shape,centered_logit_error_reduction,pooling,plain4_w64: GAP - GMP,plain4_w64_gap,plain4_w64_gmp,100,492.56273022651675,313.8529430965889,430.28749722676287,554.8379632262706,15.69406121754702,1.3112006058146054e-28,7.867203634887633e-28
single_shape,centered_logit_error_reduction,pooling,res4_w16: GAP - GMP,res4_w16_gap,res4_w16_gmp,100,560.1370578694343,328.14105823923217,495.02675284245527,625.2473628964134,17.070008272511416,2.951971293996256e-31,2.066379905797379e-30
single_shape,centered_logit_error_reduction,pooling,bn2_w16: GAP - GMP,bn2_w16_gap,bn2_w16_gmp,100,-84.67881002426148,61.56797523963444,-96.89523203879503,-72.46238800972793,-13.753710381846277,1.0566676387544956e-24,5.283338193772478e-24
single_shape,centered_logit_error_reduction,pooling,bn4_w16: GAP - GMP,bn4_w16_gap,bn4_w16_gmp,100,38.64731205463409,66.71253576554854,25.410097619702437,51.884526489565744,5.793110936519401,8.202330073335585e-08,2.4606990220006754e-07
single_shape,centered_logit_error_reduction,depth,GMP: plain2 - tiny,plain2_w16_gmp,tiny_gmp,100,33.653574804663656,11.022454197076845,31.46648075807118,35.840668851256126,30.531834565108543,3.532671657866504e-52,1.4130686631466016e-51
single_shape,centered_logit_error_reduction,depth,GAP: plain2 - tiny,plain2_w16_gap,tiny_gap,100,76.14068766664714,39.38331056338728,68.3261844237006,83.95519090959368,19.333236992380062,2.1953492217006418e-35,6.586047665101926e-35
single_shape,centered_logit_error_reduction,depth,GMP: plain4 - plain2,plain4_w16_gmp,plain2_w16_gmp,100,1.627619605064392,30.045946379841954,-4.334148008269503,7.5893872183982864,0.5417102142458639,0.5892352569249414,0.5892352569249414
single_shape,centered_logit_error_reduction,depth,GAP: plain4 - plain2,plain4_w16_gap,plain2_w16_gap,100,532.2927431219816,462.88572510279096,440.44617288234883,624.1393133616144,11.499441746745976,6.085615917539416e-20,1.217123183507883e-19
single_shape,centered_logit_error_reduction,width,depth2 GMP: w64 - w16,plain2_w64_gmp,plain2_w16_gmp,100,-18.03830518245697,10.177103141035008,-20.057663239505473,-16.018947125408467,-17.724400482613643,1.7682601952314225e-32,5.304780585694268e-32
single_shape,centered_logit_error_reduction,width,depth2 GAP: w64 - w16,plain2_w64_gap,plain2_w16_gap,100,-27.558756652474404,42.60082436278569,-36.0116844376939,-19.105828867254907,-6.469066518005833,3.780700620106697e-09,7.561401240213393e-09
single_shape,centered_logit_error_reduction,width,depth4 GMP: w64 - w16,plain4_w64_gmp,plain4_w16_gmp,100,-56.15218982696533,30.75877802248901,-62.25539870319598,-50.04898095073469,-18.255663403113786,1.8721446812198845e-33,7.488578724879538e-33
single_shape,centered_logit_error_reduction,width,depth4 GAP: w64 - w16,plain4_w64_gap,plain4_w16_gap,100,-93.291587266922,507.3500912438081,-193.96085241040993,7.377677876565954,-1.8388010345718167,0.06894211093284147,0.06894211093284147
single_shape,centered_logit_error_reduction,residual,GMP: residual4 - plain4,res4_w16_gmp,plain4_w16_gmp,100,-27.1038525390625,38.41719850462684,-34.72665818959659,-19.481046888528407,-7.055135094194387,2.378643546484242e-10,4.757287092968484e-10
single_shape,centered_logit_error_reduction,residual,GAP: residual4 - plain4,res4_w16_gap,plain4_w16_gap,100,3.331077663898468,488.21534047422125,-93.54143779544994,100.20359312324688,0.06822968038371902,0.9457404159057854,0.9457404159057854
single_shape,centered_logit_error_reduction,batchnorm,depth2 GMP: BN - noBN,bn2_w16_gmp,plain2_w16_gmp,100,-54.177249703407284,16.16101641245643,-57.38394597545352,-50.97055343136105,-33.52341729054187,7.5942710173085e-56,3.0377084069234e-55
single_shape,centered_logit_error_reduction,batchnorm,depth2 GAP: BN - noBN,bn2_w16_gap,plain2_w16_gap,100,-137.89306387722493,69.37612818691159,-151.65879283561515,-124.1273349188347,-19.876154446918196,2.4677102994781496e-36,4.935420598956299e-36
single_shape,centered_logit_error_reduction,batchnorm,depth4 GMP: BN - noBN,bn4_w16_gmp,plain4_w16_gmp,100,-83.73676357269287,31.04525078768113,-89.89681486060971,-77.57671228477602,-26.972487400849058,2.0425630461529832e-47,6.127689138458949e-47
single_shape,centered_logit_error_reduction,batchnorm,depth4 GAP: BN - noBN,bn4_w16_gap,plain4_w16_gap,100,-574.7915791845321,460.04982363628017,-666.075445047877,-483.5077133211872,-12.494115846873314,4.5553215085661355e-22,4.5553215085661355e-22
single_shape,raw_logit_error_reduction,pooling,tiny: GAP - GMP,tiny_gap,tiny_gmp,100,-44.307348974719645,4.563896044985532,-45.212924964493496,-43.401772984945794,-97.08229227394703,5.466338546545205e-100,4.373070837236164e-99
single_shape,raw_logit_error_reduction,pooling,plain2_w16: GAP - GMP,plain2_w16_gap,plain2_w16_gmp,100,3.5477103388309477,40.2534371880191,-4.4394449039777095,11.534865581639604,0.8813434545378094,0.3802666965270889,0.3802666965270889
single_shape,raw_logit_error_reduction,pooling,plain4_w16: GAP - GMP,plain4_w16_gap,plain4_w16_gmp,100,582.5878697967529,488.14706748329473,485.7289011799977,679.4468384135081,11.934679292459133,7.077299814033177e-21,2.830919925613271e-20
single_shape,raw_logit_error_reduction,pooling,plain2_w64: GAP - GMP,plain2_w64_gap,plain2_w64_gmp,100,-4.974721114635468,23.121674025642253,-9.56256286970894,-0.3868793595619966,-2.151540199519479,0.03386603933507504,0.06773207867015008
single_shape,raw_logit_error_reduction,pooling,plain4_w64: GAP - GMP,plain4_w64_gap,plain4_w64_gmp,100,524.6467842316628,331.7592021893969,458.81856094876406,590.4750075145614,15.81408385266579,7.6312265479448e-29,4.57873592876688e-28
single_shape,raw_logit_error_reduction,pooling,res4_w16: GAP - GMP,res4_w16_gap,res4_w16_gmp,100,614.4545297837258,349.658562254138,545.0746851345262,683.8343744329253,17.57298679667765,3.375403710470792e-32,2.362782597329554e-31
single_shape,raw_logit_error_reduction,pooling,bn2_w16: GAP - GMP,bn2_w16_gap,bn2_w16_gmp,100,-87.89795723438263,62.40856586609154,-100.28117066595226,-75.514743802813,-14.084277697228776,2.211951264824948e-25,1.105975632412474e-24
single_shape,raw_logit_error_reduction,pooling,bn4_w16: GAP - GMP,bn4_w16_gap,bn4_w16_gmp,100,39.992280230522155,69.91208746902569,26.120205322838842,53.86435513820547,5.720367060737615,1.1324502139895297e-07,3.397350641968589e-07
single_shape,raw_logit_error_reduction,depth,GMP: plain2 - tiny,plain2_w16_gmp,tiny_gmp,100,34.96278732299805,11.112096863054202,32.757906226663806,37.16766841933229,31.46371720286498,2.3715756312585284e-53,9.486302525034114e-53
single_shape,raw_logit_error_reduction,depth,GAP: plain2 - tiny,plain2_w16_gap,tiny_gap,100,82.81784663654864,40.027801760471505,74.87546235776182,90.76023091533546,20.690081142135913,9.960665600554072e-38,2.9881996801662214e-37
single_shape,raw_logit_error_reduction,depth,GMP: plain4 - plain2,plain4_w16_gmp,plain2_w16_gmp,100,7.2975483226776126,36.12448416114603,0.12966693869151502,14.46542970666371,2.0201114264010855,0.04607345366719206,0.04607345366719206
single_shape,raw_logit_error_reduction,depth,GAP: plain4 - plain2,plain4_w16_gap,plain2_w16_gap,100,586.3377077805995,483.88561334611757,490.32430411758384,682.3511114436153,12.11727920005754,2.882265040713612e-21,5.764530081427224e-21
single_shape,raw_logit_error_reduction,width,depth2 GMP: w64 - w16,plain2_w64_gmp,plain2_w16_gmp,100,-19.575994691848756,10.395600361291908,-21.638707337728086,-17.513282045969426,-18.831038142578194,1.7121694238687536e-34,6.848677695475015e-34
single_shape,raw_logit_error_reduction,width,depth2 GAP: w64 - w16,plain2_w64_gap,plain2_w16_gap,100,-28.09842614531517,43.34999538051068,-36.70000571383539,-19.49684657679495,-6.481759893784828,3.5639711600453752e-09,7.1279423200907505e-09
single_shape,raw_logit_error_reduction,width,depth4 GMP: w64 - w16,plain4_w64_gmp,plain4_w16_gmp,100,-63.03782258987427,37.18135512697064,-70.41541010246324,-55.6602350772853,-16.95414875940007,4.886832677916658e-31,1.4660498033749974e-30
single_shape,raw_logit_error_reduction,width,depth4 GAP: w64 - w16,plain4_w64_gap,plain4_w16_gap,100,-120.97890815496444,537.6703020024763,-227.66436091475464,-14.293455395174263,-2.2500574739649144,0.02665859362625622,0.02665859362625622
single_shape,raw_logit_error_reduction,residual,GMP: residual4 - plain4,res4_w16_gmp,plain4_w16_gmp,100,-30.160729446411132,45.090305589589676,-39.10762431671869,-21.213834576103572,-6.688960975543832,1.3518477024993137e-09,2.7036954049986275e-09
single_shape,raw_logit_error_reduction,residual,GAP: residual4 - plain4,res4_w16_gap,plain4_w16_gap,100,1.705930540561676,528.7876484874462,-103.21701105126937,106.62887213239273,0.03226116467435181,0.9743287314971674,0.9743287314971674
single_shape,raw_logit_error_reduction,batchnorm,depth2 GMP: BN - noBN,bn2_w16_gmp,plain2_w16_gmp,100,-53.8832935667038,17.013575687377642,-57.259156095303126,-50.50743103810447,-31.670763722337195,1.313010068494547e-53,5.252040273978188e-53
single_shape,raw_logit_error_reduction,batchnorm,depth2 GAP: BN - noBN,bn2_w16_gap,plain2_w16_gap,100,-145.32896113991737,70.34879262784193,-159.28768782549753,-131.3702344543372,-20.65834475777492,1.127195228782557e-37,2.254390457565114e-37
single_shape,raw_logit_error_reduction,batchnorm,depth4 GMP: BN - noBN,bn4_w16_gmp,plain4_w16_gmp,100,-91.19184400558471,37.254998364609776,-98.584043934223,-83.79964407694642,-24.47774741877643,8.783993202199773e-44,2.6351979606599318e-43
single_shape,raw_logit_error_reduction,batchnorm,depth4 GAP: BN - noBN,bn4_w16_gap,plain4_w16_gap,100,-633.7874335718155,483.01284173234717,-729.6276604117406,-537.9472067318904,-13.12154416637679,2.1742895200967973e-23,2.1742895200967973e-23
single_shape,cf_accuracy,pooling,tiny: GAP - GMP,tiny_gap,tiny_gmp,100,0.148357754071767,0.05007237574196402,0.13842230839642605,0.15829319974710793,29.62866288515909,5.1646289308861515e-51,4.131703144708921e-50
single_shape,cf_accuracy,pooling,plain2_w16: GAP - GMP,plain2_w16_gap,plain2_w16_gmp,100,0.034628906695288605,0.06086328573954079,0.022552310365924137,0.046705503024653074,5.68962162895379,1.2971366837286118e-07,2.5942733674572237e-07
single_shape,cf_accuracy,pooling,plain4_w16: GAP - GMP,plain4_w16_gap,plain4_w16_gmp,100,0.061015627057058736,0.05492628710211691,0.05011706006148646,0.07191419405263101,11.10863855472713,4.247569601581829e-19,2.9732987211072803e-18
single_shape,cf_accuracy,pooling,plain2_w64: GAP - GMP,plain2_w64_gap,plain2_w64_gmp,100,0.036686198444076584,0.0565995477756883,0.02545562022921198,0.04791677665894119,6.481712290258745,3.5647605645428387e-09,1.0694281693628516e-08
single_shape,cf_accuracy,pooling,plain4_w64: GAP - GMP,plain4_w64_gap,plain4_w64_gmp,100,0.03903971501378692,0.049631080861303134,0.02919183181673153,0.048887598210842306,7.865981223114124,4.643236134634273e-12,1.857294453853709e-11
single_shape,cf_accuracy,pooling,res4_w16: GAP - GMP,res4_w16_gap,res4_w16_gmp,100,0.04655761927191634,0.05099771703587526,0.036438565808437226,0.05667667273539545,9.129353621685564,8.664607436288693e-15,5.1987644617732157e-14
single_shape,cf_accuracy,pooling,bn2_w16: GAP - GMP,bn2_w16_gap,bn2_w16_gmp,100,-0.0696305356391531,0.07992688142630225,-0.08548976294050376,-0.05377130833780245,-8.711779365914202,7.003490782650593e-14,3.5017453913252965e-13
single_shape,cf_accuracy,pooling,bn4_w16: GAP - GMP,bn4_w16_gap,bn4_w16_gmp,100,0.0180273444231716,0.06359057227344589,0.005409595276566346,0.030645093569776852,2.834908348623157,0.005557467491156873,0.005557467491156873
single_shape,cf_accuracy,depth,GMP: plain2 - tiny,plain2_w16_gmp,tiny_gmp,100,0.006803387131949421,0.04783867370306184,-0.002688843598353245,0.016295617862252088,1.4221521219794981,0.15812510762505927,0.15812510762505927
single_shape,cf_accuracy,depth,GAP: plain2 - tiny,plain2_w16_gap,tiny_gap,100,-0.10692546024452895,0.05884638737401863,-0.11860186018124382,-0.09524906030781409,-18.170267541646542,2.6794900812602148e-33,1.0717960325040859e-32
single_shape,cf_accuracy,depth,GMP: plain4 - plain2,plain4_w16_gmp,plain2_w16_gmp,100,0.011295573535608127,0.03681935433705741,0.003989814833402509,0.018601332237813746,3.0678358539925625,0.002781119750162205,0.00556223950032441
single_shape,cf_accuracy,depth,GAP: plain4 - plain2,plain4_w16_gap,plain2_w16_gap,100,0.03768229389737826,0.07473902492862085,0.022852449876537333,0.05251213791821919,5.041849814520133,2.0860058542663104e-06,6.258017562798931e-06
single_shape,cf_accuracy,width,depth2 GMP: w64 - w16,plain2_w64_gmp,plain2_w16_gmp,100,-0.009262694678618573,0.03645534197671646,-0.01649622543122664,-0.002029163926010505,-2.5408332980484816,0.01261208021145346,0.02522416042290692
single_shape,cf_accuracy,width,depth2 GAP: w64 - w16,plain2_w64_gap,plain2_w16_gap,100,-0.007205402929830598,0.05863502435601415,-0.018839863858219168,0.004429057998557974,-1.2288564742604298,0.22203863496655488,0.22203863496655488
single_shape,cf_accuracy,width,depth4 GMP: w64 - w16,plain4_w64_gmp,plain4_w16_gmp,100,-0.006176757941284449,0.015526241024850153,-0.009257501004876864,-0.0030960148776920356,-3.978270034194618,0.00013228067803501068,0.00039684203410503206
single_shape,cf_accuracy,width,depth4 GAP: w64 - w16,plain4_w64_gap,plain4_w16_gap,100,-0.028152669984556268,0.06708493893444922,-0.04146377728754365,-0.014841562681568889,-4.196570859528562,5.919321267664934e-05,0.00023677285070659737
single_shape,cf_accuracy,residual,GMP: residual4 - plain4,res4_w16_gmp,plain4_w16_gmp,100,0.0034326172452711036,0.019820435517132463,-0.0005001871688208688,0.007365421659363076,1.7318576286096259,0.08641363983171507,0.17282727966343014
single_shape,cf_accuracy,residual,GAP: residual4 - plain4,res4_w16_gap,plain4_w16_gap,100,-0.011025390539871296,0.07207808627046393,-0.02532724660144757,0.003276465521704977,-1.5296452930922593,0.12929362759324758,0.17282727966343014
single_shape,cf_accuracy,batchnorm,depth2 GMP: BN - noBN,bn2_w16_gmp,plain2_w16_gmp,100,0.030935873795096994,0.06224621106838864,0.01858487507770471,0.04328687251248928,4.969920781380313,2.809760505565437e-06,5.619521011130874e-06
single_shape,cf_accuracy,batchnorm,depth2 GAP: BN - noBN,bn2_w16_gap,plain2_w16_gap,100,-0.0733235685393447,0.07338858775950903,-0.08788545652788522,-0.05876168055080418,-9.991140418129124,1.1437569623829237e-16,4.575027849531695e-16
single_shape,cf_accuracy,batchnorm,depth4 GMP: BN - noBN,bn4_w16_gmp,plain4_w16_gmp,100,-0.00571451832423918,0.026837074310994743,-0.011039576102125193,-0.00038946054635316616,-2.129337295868361,0.03570654827773686,0.03570654827773686
single_shape,cf_accuracy,batchnorm,depth4 GAP: BN - noBN,bn4_w16_gap,plain4_w16_gap,100,-0.04870280095812632,0.08139211515564383,-0.06485276241985655,-0.0325528394963961,-5.9837246967956705,3.49322456839444e-08,1.0479673705183321e-07
single_shape,agreement,pooling,tiny: GAP - GMP,tiny_gap,tiny_gmp,100,0.1248209697677521,0.05061130239250062,0.11477858935284552,0.1348633501826587,24.66266700661858,4.626385548762707e-44,3.701108439010166e-43
single_shape,agreement,pooling,plain2_w16: GAP - GMP,plain2_w16_gap,plain2_w16_gmp,100,0.03667155015762546,0.06101058646481094,0.02456572616865479,0.04877737414659612,6.010686387808533,3.092994034530783e-08,6.185988069061566e-08
single_shape,agreement,pooling,plain4_w16: GAP - GMP,plain4_w16_gap,plain4_w16_gmp,100,0.060421551241888666,0.05408669297796574,0.0496895779356757,0.07115352454810163,11.171241559639018,3.109525574100196e-19,2.1766679018701372e-18
single_shape,agreement,pooling,plain2_w64: GAP - GMP,plain2_w64_gap,plain2_w64_gmp,100,0.038852539980434815,0.056693817455581406,0.02760325661588376,0.05010182334498587,6.853047073585242,6.228201852452541e-10,2.4912807409810164e-09
single_shape,agreement,pooling,plain4_w64: GAP - GMP,plain4_w64_gap,plain4_w64_gmp,100,0.03844401185910101,0.049632962523555334,0.028595755299431827,0.0482922684187702,7.745661331591046,8.380140633231771e-12,4.1900703166158856e-11
single_shape,agreement,pooling,res4_w16: GAP - GMP,res4_w16_gap,res4_w16_gmp,100,0.04613118646288058,0.051055620676338856,0.03600064366090483,0.05626172926485633,9.035476574719137,1.387024977469539e-14,8.322149864817234e-14
single_shape,agreement,pooling,bn2_w16: GAP - GMP,bn2_w16_gap,bn2_w16_gmp,100,-0.05800618657784071,0.08628083306743661,-0.07512617573478127,-0.04088619742090015,-6.722951612266353,1.1519384601201697e-09,3.455815380360509e-09
single_shape,agreement,pooling,bn4_w16: GAP - GMP,bn4_w16_gap,bn4_w16_gmp,100,0.018017579370498426,0.06359906913866678,0.005398144261492507,0.030637014479504343,2.8329941954361324,0.005588302514814629,0.005588302514814629
single_shape,agreement,depth,GMP: plain2 - tiny,plain2_w16_gmp,tiny_gmp,100,0.006741538216592744,0.0477839953898162,-0.002739843150107309,0.0162229195832928,1.4108360260786208,0.16142762817631953,0.16142762817631953
single_shape,agreement,depth,GAP: plain2 - tiny,plain2_w16_gap,tiny_gap,100,-0.0814078813935339,0.06038828923102374,-0.09339022811048397,-0.06942553467658383,-13.480739797429399,3.87938764566415e-24,1.55175505826566e-23
single_shape,agreement,depth,GMP: plain4 - plain2,plain4_w16_gmp,plain2_w16_gmp,100,0.011295573215174954,0.036836400126138286,0.003986432258604592,0.018604714171745314,3.0664161472064877,0.0027931946423231007,0.005586389284646201
single_shape,agreement,depth,GAP: plain4 - plain2,plain4_w16_gap,plain2_w16_gap,100,0.03504557429943816,0.07457524494391245,0.020248227780796126,0.049842920818080186,4.699357585187378,8.436375609440464e-06,2.5309126828321392e-05
single_shape,agreement,width,depth2 GMP: w64 - w16,plain2_w64_gmp,plain2_w16_gmp,100,-0.009291991731734015,0.03643400544252379,-0.016521288853058765,-0.002062694610409266,-2.550362393284628,0.012293555711782655,0.02458711142356531
single_shape,agreement,width,depth2 GAP: w64 - w16,plain2_w64_gap,plain2_w16_gap,100,-0.0071110019089246634,0.05899634003652097,-0.018817155707126797,0.00459515188927747,-1.2053293313657565,0.23094933423146816,0.23094933423146816
single_shape,agreement,width,depth4 GMP: w64 - w16,plain4_w64_gmp,plain4_w16_gmp,100,-0.006206054571230198,0.015495711186015178,-0.009280739852448056,-0.0031313692900123394,-4.005014353152851,0.00012004279538654878,0.00036012838615964634
single_shape,agreement,width,depth4 GAP: w64 - w16,plain4_w64_gap,plain4_w16_gap,100,-0.02818359395401785,0.06645039970633287,-0.04136879490771773,-0.014998393000317974,-4.241297882115206,5.003961515394941e-05,0.00020015846061579765
single_shape,agreement,residual,GMP: residual4 - plain4,res4_w16_gmp,plain4_w16_gmp,100,0.003398437256400939,0.019802568434325183,-0.0005308219408328737,0.007327696453634751,1.7161598343526938,0.08926045723508007,0.17852091447016014
single_shape,agreement,residual,GAP: residual4 - plain4,res4_w16_gap,plain4_w16_gap,100,-0.010891927522607148,0.07128639806806664,-0.025036695469026652,0.0032528404238123566,-1.52791104864173,0.1297234375478088,0.17852091447016014
single_shape,agreement,batchnorm,depth2 GMP: BN - noBN,bn2_w16_gmp,plain2_w16_gmp,100,0.03084147271918482,0.06225016283153498,0.01848968988625018,0.04319325555211946,4.954440489199975,2.9948767444715617e-06,5.989753488943123e-06
single_shape,agreement,batchnorm,depth2 GAP: BN - noBN,bn2_w16_gap,plain2_w16_gap,100,-0.06383626401628134,0.07610924928651253,-0.0789379902769628,-0.04873453775559988,-8.387451540347,3.5244216094482704e-13,1.4097686437793081e-12
