task,metric,family,contrast,alternative_architecture,reference_architecture,n,mean,sd,ci_low,ci_high,t_stat,p_two_sided,p_holm_within_factor_family
single_shape,centered_logit_fidelity,depth,GAP: plain4 - plain2,plain4_w16_gap,plain2_w16_gap,100,0.11024786957348573,0.18150597518168768,0.07423314629651291,0.14626259285045856,6.0740628215202,2.321493257404963e-08,4.642986514809926e-08
single_shape,centered_logit_fidelity,width,depth2 GMP: w64 - w16,plain2_w64_gmp,plain2_w16_gmp,100,-0.020448307909963215,0.01887358097722856,-0.0241932358411788,-0.01670337997874763,-10.834355141525394,1.669748350349729e-18,6.678993401398916e-18
single_shape,centered_logit_fidelity,width,depth2 GAP: w64 - w16,plain2_w64_gap,plain2_w16_gap,100,-0.0016914759826275763,0.10497334696619212,-0.02252046543413568,0.019137513468880523,-0.1611338526885625,0.8723163455743285,0.8723163455743285
single_shape,centered_logit_fidelity,width,depth4 GMP: w64 - w16,plain4_w64_gmp,plain4_w16_gmp,100,-0.012202203265426932,0.013145350231882024,-0.014810525941891008,-0.009593880588962857,-9.282524276783715,4.01861255515457e-15,1.205583766546371e-14
single_shape,centered_logit_fidelity,width,depth4 GAP: w64 - w16,plain4_w64_gap,plain4_w16_gap,100,-0.07435682621552268,0.17287904386050473,-0.1086597791557292,-0.04005387327531616,-4.301089626312421,3.990748942116948e-05,7.981497884233896e-05
single_shape,centered_logit_fidelity,residual,GMP: residual4 - plain4,res4_w16_gmp,plain4_w16_gmp,100,-0.0004010273443741627,0.016615996510327986,-0.0036980015387035174,0.0028959468499551917,-0.2413501616498876,0.8097829108792164,1.0
single_shape,centered_logit_fidelity,residual,GAP: residual4 - plain4,res4_w16_gap,plain4_w16_gap,100,-0.0012537769161774875,0.17890086417433368,-0.03675158965099469,0.03424403581863972,-0.07008221687267639,0.9442695905633968,1.0
single_shape,centered_logit_fidelity,batchnorm,depth2 GMP: BN - noBN,bn2_w16_gmp,plain2_w16_gmp,100,0.014253927728265376,0.04388263687635807,0.005546660531227286,0.022961194925303467,3.248193076552501,0.001586397314089463,0.001586397314089463
single_shape,centered_logit_fidelity,batchnorm,depth2 GAP: BN - noBN,bn2_w16_gap,plain2_w16_gap,100,-0.3150001323483929,0.4391367930965127,-0.4021343992411327,-0.22786586545565315,-7.173166477971767,1.3505469936683415e-10,5.402187974673366e-10
single_shape,centered_logit_fidelity,batchnorm,depth4 GMP: BN - noBN,bn4_w16_gmp,plain4_w16_gmp,100,-0.01155755495141567,0.025021543628720038,-0.01652237205371221,-0.006592737849119129,-4.619041543923679,1.1615100804502344e-05,3.484530241350703e-05
single_shape,centered_logit_fidelity,batchnorm,depth4 GAP: BN - noBN,bn4_w16_gap,plain4_w16_gap,100,0.22213111182782466,0.48192284405883823,0.1265071641739962,0.3177550594816531,4.609267117470459,1.2073418686794745e-05,3.484530241350703e-05
single_shape,prob_error_reduction,pooling,tiny: GAP - GMP,tiny_gap,tiny_gmp,100,-0.08157554264413193,0.07722704205227165,-0.09689906324023138,-0.06625202204803247,-10.563080039879937,6.488394503999201e-18,3.2441972519996e-17
single_shape,prob_error_reduction,pooling,plain2_w16: GAP - GMP,plain2_w16_gap,plain2_w16_gmp,100,0.22291017890907824,0.09492936717925125,0.2040741329530341,0.2417462248651224,23.48168807321406,2.950948420160583e-42,2.3607587361284665e-41
single_shape,prob_error_reduction,pooling,plain4_w16: GAP - GMP,plain4_w16_gap,plain4_w16_gmp,100,0.13595250227488578,0.10921364206214931,0.11428214628246498,0.1576228582673066,12.448307712100691,5.696662792176511e-22,3.417997675305907e-21
single_shape,prob_error_reduction,pooling,plain2_w64: GAP - GMP,plain2_w64_gap,plain2_w64_gmp,100,0.19881559036672114,0.0923553274942354,0.18049028972838344,0.21714089100505884,21.527246533680554,3.981070096151569e-39,2.7867490673060983e-38
single_shape,prob_error_reduction,pooling,plain4_w64: GAP - GMP,plain4_w64_gap,plain4_w64_gmp,100,0.09078631354495884,0.09990291209741313,0.07096340837530535,0.11060921871461232,9.087454173151139,1.0689717256366253e-14,2.1379434512732506e-14
single_shape,prob_error_reduction,pooling,res4_w16: GAP - GMP,res4_w16_gap,res4_w16_gmp,100,0.10468963101506233,0.10149675364138236,0.0845504731044402,0.12482878892568447,10.314579260826543,2.2550673544773786e-17,9.020269417909515e-17
single_shape,prob_error_reduction,pooling,bn2_w16: GAP - GMP,bn2_w16_gap,bn2_w16_gmp,100,-0.1495154938660562,0.1571136691330265,-0.18069025442802528,-0.11834073330408712,-9.51638992909414,1.2420434312129552e-15,3.726130293638866e-15
single_shape,prob_error_reduction,pooling,bn4_w16: GAP - GMP,bn4_w16_gap,bn4_w16_gmp,100,0.028173496946692467,0.12480009890897525,0.003410449765207442,0.05293654412817749,2.25748995337265,0.026173884020364673,0.026173884020364673
single_shape,prob_error_reduction,depth,GMP: plain2 - tiny,plain2_w16_gmp,tiny_gmp,100,-0.3662340067047626,0.07657570830431319,-0.3814282885544781,-0.3510397248550471,-47.82639492531264,3.147865332415024e-70,1.2591461329660096e-69
single_shape,prob_error_reduction,depth,GAP: plain2 - tiny,plain2_w16_gap,tiny_gap,100,-0.06174828515155241,0.09022708321088418,-0.07965129595147588,-0.043845274351628945,-6.843653031233492,6.511824517457927e-10,1.953547355237378e-09
single_shape,prob_error_reduction,depth,GMP: plain4 - plain2,plain4_w16_gmp,plain2_w16_gmp,100,0.03184830442070961,0.058757934302037705,0.020189455492479184,0.04350715334894003,5.420255970367752,4.2000180317310127e-07,8.400036063462025e-07
single_shape,prob_error_reduction,depth,GAP: plain4 - plain2,plain4_w16_gap,plain2_w16_gap,100,-0.05510937221348286,0.13990822692006372,-0.08287019976560181,-0.027348544661363904,-3.93896580827727,0.00015245239664142746,0.00015245239664142746
single_shape,prob_error_reduction,width,depth2 GMP: w64 - w16,plain2_w64_gmp,plain2_w16_gmp,100,-0.025998248420655727,0.0585635941448068,-0.037618536045451,-0.014377960795860456,-4.439319136795355,2.3483639491288345e-05,7.045091847386503e-05
single_shape,prob_error_reduction,width,depth2 GAP: w64 - w16,plain2_w64_gap,plain2_w16_gap,100,-0.05009283696301282,0.09862897083630708,-0.06966296454810511,-0.03052270937792053,-5.078917131372191,1.7876142138930173e-06,7.150456855572069e-06
single_shape,prob_error_reduction,width,depth4 GMP: w64 - w16,plain4_w64_gmp,plain4_w16_gmp,100,-0.010074936896562576,0.02928353790723795,-0.015885426128359074,-0.0042644476647660775,-3.4404780352965387,0.0008516061441153054,0.0008516061441153054
single_shape,prob_error_reduction,width,depth4 GAP: w64 - w16,plain4_w64_gap,plain4_w16_gap,100,-0.05524112562648952,0.13819374263099823,-0.08266176229964925,-0.0278204889533298,-3.997368084457565,0.00012342634968003433,0.00024685269936006865
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,res4_w16_gmp,plain4_w16_gmp,100,0.007855933383107186,0.03736001438790961,0.00044289599710691657,0.015268970769107455,2.1027650850288513,0.038022557756955434,0.07604511551391087
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,res4_w16_gap,plain4_w16_gap,100,-0.023406937876716258,0.14293156607271298,-0.05176766150854337,0.0049537857551108545,-1.6376325062308867,0.1046731548541836,0.1046731548541836
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,bn2_w16_gmp,plain2_w16_gmp,100,0.13582262149080634,0.10753757091681033,0.11448483437625019,0.1571604086053625,12.630248231650771,2.3466710384440453e-22,7.040013115332136e-22
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,bn2_w16_gap,plain2_w16_gap,100,-0.2366030512843281,0.13994202001473646,-0.2643705841195767,-0.20883551844907952,-16.907219951477963,5.996664640051805e-31,2.398665856020722e-30
single_shape,prob_error_reduction,batchnorm,depth4 GMP: BN - noBN,bn4_w16_gmp,plain4_w16_gmp,100,-0.0013814185932278632,0.047093159121594105,-0.010725723056510216,0.00796288587005449,-0.2933374228857854,0.7698782731478917,0.7698782731478917
single_shape,prob_error_reduction,batchnorm,depth4 GAP: BN - noBN,bn4_w16_gap,plain4_w16_gap,100,-0.10916042392142117,0.15919681629767315,-0.14074852607506436,-0.07757232176777798,-6.856947673960278,6.114061808413659e-10,1.2228123616827319e-09
single_shape,prob_fidelity,pooling,tiny: GAP - GMP,tiny_gap,tiny_gmp,100,-0.13628599870942482,0.04400828565815525,-0.14501819735074173,-0.1275538000681079,-30.9682589701536,9.888845742152133e-53,7.911076593721707e-52
single_shape,prob_fidelity,pooling,plain2_w16: GAP - GMP,plain2_w16_gap,plain2_w16_gmp,100,0.008888732229741644,0.05348477295437362,-0.0017238070850402448,0.01950127154452353,1.6619182879067982,0.0996925706156206,0.0996925706156206
single_shape,prob_fidelity,pooling,plain4_w16: GAP - GMP,plain4_w16_gap,plain4_w16_gmp,100,0.05671509059980524,0.054553645446021544,0.04589046379332214,0.06753971740628835,10.396205448070809,1.4974649122624455e-17,1.0482254385837119e-16
single_shape,prob_fidelity,pooling,plain2_w64: GAP - GMP,plain2_w64_gap,plain2_w64_gmp,100,0.04688397749459417,0.049162535979688164,0.03712906376720673,0.05663889122198161,9.53652543757397,1.1225696563192591e-15,5.6128482815962955e-15
single_shape,prob_fidelity,pooling,plain4_w64: GAP - GMP,plain4_w64_gap,plain4_w64_gmp,100,0.04152797523689939,0.05231234272008298,0.031148071516660696,0.05190787895713808,7.938465967603585,3.250517981207136e-12,9.751553943621409e-12
single_shape,prob_fidelity,pooling,res4_w16: GAP - GMP,res4_w16_gap,res4_w16_gmp,100,0.04626911095471769,0.05170786694440694,0.03600914834257097,0.05652907356686441,8.948176300612698,2.147658119284878e-14,8.590632477139512e-14
single_shape,prob_fidelity,pooling,bn2_w16: GAP - GMP,bn2_w16_gap,bn2_w16_gmp,100,-0.09163175983401879,0.090840118233753,-0.10965641008237151,-0.07360710958566608,-10.087146694176322,7.062068169604779e-17,4.2372409017628676e-16
single_shape,prob_fidelity,pooling,bn4_w16: GAP - GMP,bn4_w16_gap,bn4_w16_gmp,100,0.014014432358384865,0.06276079327906489,0.0015613293664517216,0.02646753535031801,2.2329915901588286,0.02780143007053928,0.05560286014107856
single_shape,prob_fidelity,depth,GMP: plain2 - tiny,plain2_w16_gmp,tiny_gmp,100,-0.08762656626479867,0.03926025921872455,-0.09541665345134569,-0.07983647907825166,-22.319405935813737,2.0376839420627378e-40,8.150735768250951e-40
single_shape,prob_fidelity,depth,GAP: plain2 - tiny,plain2_w16_gap,tiny_gap,100,0.05754816467436776,0.05561864725484851,0.046512218403630186,0.06858411094510533,10.346919156569571,1.917367257958301e-17,5.752101773874903e-17
single_shape,prob_fidelity,depth,GMP: plain4 - plain2,plain4_w16_gmp,plain2_w16_gmp,100,0.017775845968170403,0.029359545680052772,0.011950275145246755,0.02360141679109405,6.054537138239005,2.536393365438403e-08,2.536393365438403e-08
single_shape,prob_fidelity,depth,GAP: plain4 - plain2,plain4_w16_gap,plain2_w16_gap,100,0.06560220433823401,0.07446349995062275,0.05082703045058601,0.080377378225882,8.809981317254127,4.287691406233619e-14,8.575382812467238e-14
single_shape,prob_fidelity,width,depth2 GMP: w64 - w16,plain2_w64_gmp,plain2_w16_gmp,100,-0.011726696873909672,0.02930970033109951,-0.01754237729819824,-0.005911016449621105,-4.000961027044988,0.00012182522200771963,0.0003654756660231589
single_shape,prob_fidelity,width,depth2 GAP: w64 - w16,plain2_w64_gap,plain2_w16_gap,100,0.026268548390942854,0.05465928392594036,0.01542296061820027,0.03711413616368544,4.805871300204913,5.494560011614444e-06,2.1978240046457777e-05
single_shape,prob_fidelity,width,depth4 GMP: w64 - w16,plain4_w64_gmp,plain4_w16_gmp,100,-0.004928365189478717,0.014692573286096368,-0.007843690487148534,-0.0020130398918089005,-3.354324047607403,0.001128694715544332,0.002257389431088664
