task,architecture,block,init_rep,treatment,epoch,test_acc,alignment,pair_count,prob_input_effect_mpp,centered_logit_input_effect_mpp,raw_logit_input_effect_mpp,full_patch_max_logit_error,noop_max_logit_error,checkpoint_sha256
single_shape,plain4_w16_gmp,6084,3,release_default,200,1.0,0.9928375163411378,768,1.999346137046814,680.1166381835938,704.8068237304688,0.0,0.0,6e8f794338e88c26c7ea2e69036c9ce0c1fa5b77d4168a7cae7094c8891733c0
single_shape,plain4_w16_gmp,6084,3,retention_1,200,1.0,0.9999996115987185,768,1.997563123703003,566.3558349609375,582.3158569335938,0.0,0.0,09368309591d80558ae18118b897403b1a74ebae7bf4c8307db2ead6fccac08a
single_shape,plain4_w16_gmp,6085,0,release_default,200,0.99609375,0.9975977430813628,768,1.99281907081604,822.35498046875,942.9241943359375,0.0,0.0,a42995d97a4e61671118261b20fc5b33510a33f99f1a8624a6b8b4d75072c386
single_shape,plain4_w16_gmp,6085,0,retention_1,200,0.99609375,0.9999999557159349,768,1.9937963485717773,702.5995483398438,806.99609375,0.0,0.0,92cc7f42dec4e880b139596e6014074c96d036a884d75416f1f188aa20ccebe3
single_shape,plain4_w16_gmp,6085,1,release_default,200,1.0,0.995815968766717,768,1.9996265172958374,1244.241455078125,1425.26513671875,0.0,0.0,f5048e86eace4aa1377108538182cf28e4a76dfacaa3785328b26f7e7a061cb1
single_shape,plain4_w16_gmp,6085,1,retention_1,200,1.0,0.9999999440743306,768,1.999340534210205,1038.6639404296875,1184.431640625,0.0,0.0,07ae9700509f8cecb8bb9d3ba9fe8293a5dcab9c0db2d64efeb24d9264b24799
single_shape,plain4_w16_gmp,6085,2,release_default,200,1.0,0.9963450425530389,768,1.99917733669281,865.772705078125,877.371826171875,0.0,0.0,7ffe885947a9077f6de8dfd66c918d934e5dd6aceb7cf4c9b653524e1045ffb5
single_shape,plain4_w16_gmp,6085,2,retention_1,200,1.0,0.9999999461744917,768,1.9983463287353516,736.3948974609375,745.6261596679688,0.0,0.0,38e738ea1984ff3fe7b4f8736eaac70c8ae1c4ddcf3c2a1f979da61dbe483224
single_shape,plain4_w16_gmp,6085,3,release_default,200,1.0,0.9948906499912888,768,1.9986238479614258,1290.9266357421875,1308.91650390625,0.0,0.0,b4f492f2202bec4c52a4b2d57ced57d2fc64ed3201c15feec80a192d2055b28b
single_shape,plain4_w16_gmp,6085,3,retention_1,200,1.0,0.9999998011373674,768,1.9990389347076416,1042.810546875,1057.969970703125,0.0,0.0,52312c0bebf7bcb8c1fae13746cfaa23b0786c9de7a5c4667ef25625ff81274a
single_shape,plain4_w16_gmp,6086,0,release_default,200,0.9921875,0.9949025480366049,768,1.9854180812835693,897.2875366210938,1063.185302734375,0.0,0.0,4f372681cb13da768f21cfc5ddded5cf8cc27249e9989058aea96cb1b8702ce8
single_shape,plain4_w16_gmp,6086,0,retention_1,200,0.9921875,0.9999998856905246,768,1.9829461574554443,741.1361083984375,868.6536865234375,0.0,0.0,0e0e9c7185abbeea9f54aa9c122ee304e92df64f2cfc77e4e72fa8997888f414
single_shape,plain4_w16_gmp,6086,1,release_default,200,1.0,0.9976864544002008,768,1.9997429847717285,1329.201904296875,1400.127197265625,0.0,0.0,b4b27aa4cf93bb600eece4991ff33978a7c6ab0224362690856133e19864bda4
single_shape,plain4_w16_gmp,6086,1,retention_1,200,1.0,0.9999999327429893,768,1.999459981918335,1148.31591796875,1213.489990234375,0.0,0.0,46ccdebc1ca3ad4d630146111d6a7db70ef8b39a81a05a5c6ac0d567f10262d8
single_shape,plain4_w16_gmp,6086,2,release_default,200,1.0,0.9953475560092393,768,1.9927079677581787,2620.185546875,2855.548828125,0.0,0.0,0d67232baee6354117391ed1ac5c08f9417203badea241661fe6b973e7873060
single_shape,plain4_w16_gmp,6086,2,retention_1,200,1.0,0.9999999214395199,768,1.9870412349700928,2244.649169921875,2418.71533203125,0.0,0.0,eb47e3811e03f0ad1af0f9f573e89690af6f893a3cdb02be0f154896798039cc
single_shape,plain4_w16_gmp,6086,3,release_default,200,1.0,0.9968378495666109,768,1.995999813079834,1143.8433837890625,1238.422607421875,0.0,0.0,4816c8d472efad48f35d5e1023558656721c6babd199429af2eddcbcd1433a66
single_shape,plain4_w16_gmp,6086,3,retention_1,200,1.0,0.9999999309773395,768,1.9940026998519897,962.758056640625,1047.95068359375,0.0,0.0,69f500585f6764b7015ad9f9b679ad613a4d12fc23fe0d55943b056c5cd703fd
single_shape,plain4_w16_gmp,6087,0,release_default,200,1.0,0.9963772022408768,768,1.9996799230575562,1269.1717529296875,1309.304443359375,0.0,0.0,d9101792a97cad1c9fddb66b7a4fba84716ea37c3d49b12412046093c7172573
single_shape,plain4_w16_gmp,6087,0,retention_1,200,1.0,0.9999999230078751,768,1.9994163513183594,1056.79931640625,1093.8623046875,0.0,0.0,690d595486f96f45e9dcdedf118633862338e89cb7e179393a5bcb65d94fb9a0
single_shape,plain4_w16_gmp,6087,1,release_default,200,1.0,0.993214694667069,768,1.9997177124023438,1379.5887451171875,1404.6146240234375,0.0,0.0,9e90e81758daa3fe12afa2bf49957a9ca6a65a08bb4faaa6f18f7a560fb4b1ef
single_shape,plain4_w16_gmp,6087,1,retention_1,200,1.0,0.9999995750741111,768,1.9978725910186768,1122.703369140625,1140.1097412109375,0.0,0.0,c51c0142b4b37a0bbae8d9c92db7951aa4352ba43494b12fbadc5d3990ac34c5
single_shape,plain4_w16_gmp,6087,2,release_default,200,1.0,0.9965670104423445,768,1.9996740818023682,868.43701171875,879.95947265625,0.0,0.0,01fe59d0a7313ec182b87dbc5b6922669713f09668d1b3a61ff0a8a4cbd4b95a
single_shape,plain4_w16_gmp,6087,2,retention_1,200,1.0,0.999999944291445,768,1.9993913173675537,755.4246826171875,765.8162841796875,0.0,0.0,90c7f78b20eb8e935c9950a0b773ad784987f3a4c7c3493c699e765f773f1863
single_shape,plain4_w16_gmp,6087,3,release_default,200,1.0,0.9942273401642094,768,1.9996862411499023,1109.13916015625,1241.5482177734375,0.0,0.0,3d954f75c4cd7e341add376dfa1340072258aac94726ae9507c807843b4303fb
single_shape,plain4_w16_gmp,6087,3,retention_1,200,1.0,0.9999998181807247,768,1.9992613792419434,941.4051513671875,1048.388916015625,0.0,0.0,8f6cf5f23b0efbfaaadd7c66fed8516611fc3dc61a2b306ecbac499636cbf8cd
single_shape,plain4_w16_gmp,6088,0,release_default,200,1.0,0.9972005800808532,768,1.9998159408569336,843.1416015625,858.7560424804688,0.0,0.0,c912d0d7014e77f8cbd5c300543f123dd088cfae60747d281f3d5b75a7429238
single_shape,plain4_w16_gmp,6088,0,retention_1,200,1.0,0.9999999563180851,768,1.9995105266571045,685.3786010742188,697.2664794921875,0.0,0.0,0508f0c1b41528e1b7f0086c194db36673ee386b29dfe2ae9dc138aa19687d80
single_shape,plain4_w16_gmp,6088,1,release_default,200,1.0,0.9963582399180675,768,1.9998301267623901,845.8810424804688,915.3756713867188,0.0,0.0,4f489c6eacbe377515e72699831a4b83a24e1d467589b514e82253a43e659cb3
single_shape,plain4_w16_gmp,6088,1,retention_1,200,1.0,0.9999999089231295,768,1.9996774196624756,715.5517578125,774.795166015625,0.0,0.0,9fb0b8849539af0fb596b981a4ea4a1ec90cd444ba421fa60b3c87b22871aa77
single_shape,plain4_w16_gmp,6088,2,release_default,200,0.99609375,0.9970246680706822,768,1.9935191869735718,1147.91552734375,1163.7843017578125,0.0,0.0,cfbd8538ee501482ba68fcff893eb7e1e2f38cba71afb046cc39d280cd8b5d2a
single_shape,plain4_w16_gmp,6088,2,retention_1,200,0.99609375,0.9999999691756019,768,1.993652105331421,997.1328125,1010.80322265625,0.0,0.0,f0e3c57f0c18fb2fe49942faf449eaf87701e167ac4ef2c0cd6b8cd1a05cb02c
single_shape,plain4_w16_gmp,6088,3,release_default,200,1.0,0.9965542324246529,768,1.999781608581543,1302.40625,1322.3758544921875,0.0,0.0,2625db1423e8566b1e021e5de7d81df25a78483011717183b23f301be8e6ceb2
single_shape,plain4_w16_gmp,6088,3,retention_1,200,1.0,0.9999998980336156,768,1.999567985534668,1081.740966796875,1096.672119140625,0.0,0.0,ac357e38bc9d3edc26ee34d750cb2474c408b33e42ece423d78f8d0f57f75b50
single_shape,plain4_w16_gmp,6089,0,release_default,200,1.0,0.9941147039419385,768,1.997043490409851,1658.545654296875,1843.625732421875,0.0,0.0,b2dd698da73dbb5027c311e6990551407b93898c7253680d93231fc1a55355e1
single_shape,plain4_w16_gmp,6089,0,retention_1,200,1.0,0.9999998591732164,768,1.9939378499984741,1381.881103515625,1530.5477294921875,0.0,0.0,563a13c00bcdac319befae3480c089c88812c3bba75b02f969ab3516abaa750d
single_shape,plain4_w16_gmp,6089,1,release_default,200,1.0,0.997082439802536,768,1.9994971752166748,1557.2216796875,1591.2894287109375,0.0,0.0,26f6ad61b79bf84e20e3c840a97f1fa3fd924f93168f1563086cc68020b38de9
single_shape,plain4_w16_gmp,6089,1,retention_1,200,1.0,0.9999999645257684,768,1.9988435506820679,1318.652099609375,1351.0213623046875,0.0,0.0,dd0f0cdf89eb320cccbe422c943868ab1077bc2900a24c7411c1f81d07678b91
single_shape,plain4_w16_gmp,6089,2,release_default,200,0.99609375,0.9935094719168462,768,1.985060453414917,1501.1824951171875,1745.688232421875,0.0,0.0,63f5eef6a08dd21aaf9aafa202c7a705fe496ca5675f090c4982a3c82e7c4cde
single_shape,plain4_w16_gmp,6089,2,retention_1,200,0.9921875,0.999999485590753,768,1.9835178852081299,1337.618408203125,1552.58056640625,0.0,0.0,4136a771c5ef55e742ae2ec43d557ed199720fa58596cd6eee271e0ea4e4aa5d
single_shape,plain4_w16_gmp,6089,3,release_default,200,1.0,0.995011956207466,768,1.9971868991851807,1139.580078125,1172.635986328125,0.0,0.0,426b177c1952cb7d2fcbe9601bc2ccc2351efd721325298e99b828a9ae302015
single_shape,plain4_w16_gmp,6089,3,retention_1,200,1.0,0.9999998652822609,768,1.9938874244689941,952.1380615234375,972.7398681640625,0.0,0.0,678a136dae2fd3314ee7118ab2dcac04bd9a7d8d871a6a8f058b206d4eca2aec
single_shape,plain4_w16_gmp,6090,0,release_default,200,1.0,0.9977806781615629,768,1.9996068477630615,2706.4365234375,2727.992431640625,0.0,0.0,a8841d5a7db6e1f2dad67c4b09f2cc2612ee2b4c0ab8d50d859599cd7ac0b690
single_shape,plain4_w16_gmp,6090,0,retention_1,200,1.0,0.9999999484929428,768,1.9992330074310303,2339.31103515625,2359.20361328125,0.0,0.0,1ca56d9412eb99883a4bbfa42a2e1e199beaccbb1637410834e3b3c8134f711c
single_shape,plain4_w16_gmp,6090,1,release_default,200,1.0,0.99515311075201,768,1.9998090267181396,1423.1898193359375,1501.30859375,0.0,0.0,a1394b103875c2dc3c98d392565f8e31df2d758b7cdcee29a64df9ef3db36027
single_shape,plain4_w16_gmp,6090,1,retention_1,200,1.0,0.9999998540058915,768,1.9995334148406982,1200.4622802734375,1270.566650390625,0.0,0.0,18ab91957d51838c2ebd9ceb6b5f3dbebd53c4ec737936378e25b75c946aa177
single_shape,plain4_w16_gmp,6090,2,release_default,200,1.0,0.9969906368354199,768,1.9998109340667725,1126.37548828125,1352.295654296875,0.0,0.0,89439f617f5849a74a4da08a2b6cd4da47156d7432c3393c1dc4e429abb3cfb6
single_shape,plain4_w16_gmp,6090,2,retention_1,200,1.0,0.9999999415162657,768,1.9994983673095703,956.5016479492188,1148.3101806640625,0.0,0.0,5c724b72053f356237db89093af1b1e976d92f8f09bf1001b970867f380642c6
single_shape,plain4_w16_gmp,6090,3,release_default,200,1.0,0.9972132830589988,768,1.9995203018188477,1043.9873046875,1118.5291748046875,0.0,0.0,d63bb10157b982a742f071b045a44396c7d1b51eaad2d3112028e57936e90346
single_shape,plain4_w16_gmp,6090,3,retention_1,200,1.0,0.9999999421718166,768,1.9992984533309937,876.2474365234375,933.1315307617188,0.0,0.0,4044da087b7847f101dc20b8ad1c00c3f2a37d41cd625a93b271ff538bc7ce39
single_shape,plain4_w16_gmp,6091,0,release_default,200,1.0,0.9980314805418449,768,1.9999184608459473,2060.832763671875,2167.300048828125,0.0,0.0,f3ccf4242231ce8d0bddc4480e2033d3a1dc1356b46c678e45783e73c5144183
single_shape,plain4_w16_gmp,6091,0,retention_1,200,1.0,0.9999999787048213,768,1.9998382329940796,1724.931884765625,1821.5247802734375,0.0,0.0,2ab5b45be2ac7f70a1dae51b51cfcfe89bbdc40731d01e6178e97de14cf0de40
single_shape,plain4_w16_gmp,6091,1,release_default,200,1.0,0.9933493546176134,768,1.9998424053192139,1531.8955078125,1566.540771484375,0.0,0.0,6cc4c6bad360ac6e107c0490b6580588fd57e6428a4feb44249de574854e87dc
single_shape,plain4_w16_gmp,6091,1,retention_1,200,1.0,0.9999997918180976,768,1.9994401931762695,1214.044921875,1242.205810546875,0.0,0.0,cce8041a97dbe5b640d0be8dedbccdcc9a57313ad1f9c1d43149cd7a5311e2ca
single_shape,plain4_w16_gmp,6091,2,release_default,200,1.0,0.9962741515486344,768,1.9995923042297363,1193.670654296875,1210.429443359375,0.0,0.0,27758b67cf562dfc05ce7bb8c42aff6980d65a4a60daeb07c3c2ce54cfd85cd1
single_shape,plain4_w16_gmp,6091,2,retention_1,200,1.0,0.9999999732623414,768,1.9990088939666748,988.8034057617188,1002.6437377929688,0.0,0.0,9ad68281263c69d469b7edc8d2e1f483f510e0484b223004eb36cdd7df6f4642
single_shape,plain4_w16_gmp,6091,3,release_default,200,1.0,0.9968317194612342,768,1.9998795986175537,1661.49755859375,1806.05712890625,0.0,0.0,1e2a6d4d45ba00f2f60eee3c3c19c6ce197abcaea39a3350a5f993b3bdc35a5d
single_shape,plain4_w16_gmp,6091,3,retention_1,200,1.0,0.9999999605120767,768,1.9997849464416504,1407.188232421875,1518.5537109375,0.0,0.0,e5551b96b888ae92228b70d531bb9f27c08bc3151fa7b920a0d82204038be2c7
single_shape,plain4_w16_gmp,6092,0,release_default,200,1.0,0.9966979810502011,768,1.9930522441864014,1344.341552734375,1467.1092529296875,0.0,0.0,647712106a6e2e6405c088a647bf66797f5e536e7d5595afcf43920e59fa88ab
single_shape,plain4_w16_gmp,6092,0,retention_1,200,1.0,0.9999999173790481,768,1.992488145828247,1146.161376953125,1246.7576904296875,0.0,0.0,a4bfb3688600b80161091757e228f50ac213b2cbe15999851fbd85e56c7008c3
single_shape,plain4_w16_gmp,6092,1,release_default,200,0.99609375,0.994634011589407,768,1.9895743131637573,1014.0804443359375,1017.7923583984375,0.0,0.0,3036610439dd080b6255ebbf0a12416e955e78c8bc9c6b93aa1611468d5c04cb
single_shape,plain4_w16_gmp,6092,1,retention_1,200,1.0,0.9999998939014163,768,1.986696481704712,843.9586181640625,848.952392578125,0.0,0.0,db95c498a4a72cda3b0d7669d504d8b4dc56840a7af7bae3694decaa045a2658
single_shape,plain4_w16_gmp,6092,2,release_default,200,1.0,0.9985632298779467,768,1.996800184249878,1680.916259765625,1708.535888671875,0.0,0.0,237913c9bb8e54e53458f397e367547e4898525aa50c802d45778528691afd37
single_shape,plain4_w16_gmp,6092,2,retention_1,200,1.0,0.9999999926248246,768,1.996474027633667,1508.7669677734375,1534.328125,0.0,0.0,31cd8a07f998479271317eabece6481f6496930979d982fcdd42ae788010425a
single_shape,plain4_w16_gmp,6092,3,release_default,200,1.0,0.996037166522892,768,1.9997262954711914,1012.0219116210938,1035.9697265625,0.0,0.0,d59a2a761206a3f0894a5d8a9b6f7db61a9e7d4ddfc90b294fb65d66be627f88
single_shape,plain4_w16_gmp,6092,3,retention_1,200,1.0,0.9999999173717002,768,1.9991648197174072,874.1437377929688,893.94482421875,0.0,0.0,f44c0339e7b6b895fa81206f8ec807a176dedc97582647d3a987ffcdf71ffec7
single_shape,plain4_w16_gmp,6093,0,release_default,200,1.0,0.9946776794450586,768,1.998406171798706,719.2022705078125,913.34375,0.0,0.0,4679fae8538101f541b1de3f98dce3bf29304c034d984ad1081bc377e288a24d
single_shape,plain4_w16_gmp,6093,0,retention_1,200,1.0,0.9999997613006996,768,1.9987707138061523,635.0989990234375,787.9554443359375,0.0,0.0,cc0c8d21545122b06c6fd33b3472ba1f0c525ffcb8dcf55b4a8f9f921937fd42
single_shape,plain4_w16_gmp,6093,1,release_default,200,1.0,0.9981261686859931,768,1.999485969543457,2130.319091796875,2208.398193359375,0.0,0.0,aea20c3cd660a0fe3e50caa296fb3fa1b59c6e7b6bf3a0ef6fed4ccca483ff0a
single_shape,plain4_w16_gmp,6093,1,retention_1,200,1.0,0.9999999607137755,768,1.9988746643066406,1810.541748046875,1874.330322265625,0.0,0.0,960fd15a8b59ff54369060505723b4562a8e1cd2b3abbaafc0d6d02d1f5b3439
single_shape,plain4_w16_gmp,6093,2,release_default,200,1.0,0.9960611326301281,768,1.9994739294052124,2112.29248046875,2634.8681640625,0.0,0.0,b98877b9067e72dd0b97acd6629085fe94e27e78ec27a8adfa8936651f837260
single_shape,plain4_w16_gmp,6093,2,retention_1,200,1.0,0.999999904355472,768,1.9991039037704468,1726.01953125,2171.99560546875,0.0,0.0,b128f213a655bc128d4371969a3eba0411e1fce7fc4922889088db677d14da9a
single_shape,plain4_w16_gmp,6093,3,release_default,200,1.0,0.998401048815986,768,1.9997432231903076,1096.0279541015625,1107.010498046875,0.0,0.0,5edec5acf7c8bebb2a851ade31ae9cd5bfcd5194cb248f5a283004742953f582
single_shape,plain4_w16_gmp,6093,3,retention_1,200,1.0,0.9999999955268227,768,1.999651312828064,1030.3719482421875,1039.5068359375,0.0,0.0,4d11ba56d93143becf568030f690a42df0659315710fad50ff3698da647451e0
single_shape,plain4_w16_gmp,6094,0,release_default,200,1.0,0.9924379573247217,768,1.9994062185287476,1711.3465576171875,1888.88671875,0.0,0.0,8e3dfaa1ae102af7617e6602469e79493b4f5e1f30f6732968c56b468d18e6ce
single_shape,plain4_w16_gmp,6094,0,retention_1,200,1.0,0.9999996014954547,768,1.9988594055175781,1380.1116943359375,1526.3099365234375,0.0,0.0,2f61691663326f27c080cee8f399b8f8343391efd1c7fb65f67d2d1af043fd95
single_shape,plain4_w16_gmp,6094,1,release_default,200,1.0,0.9980439208101428,768,1.9997007846832275,958.3505859375,1030.2733154296875,0.0,0.0,5e18bd39478b716c32a007c25d1539bb7280bb102f325db5c74835ecc1a70894
single_shape,plain4_w16_gmp,6094,1,retention_1,200,1.0,0.9999999764787261,768,1.9995393753051758,846.4583740234375,907.6588745117188,0.0,0.0,bb6a1aa9c3b9a7b7610ff9c28c93f4cde502b27d34d8b69c2f6b23652d76ef56
single_shape,plain4_w16_gmp,6094,2,release_default,200,1.0,0.9944247304410364,768,1.9995487928390503,1053.4736328125,1063.831787109375,0.0,0.0,abd84a57cbd0f1e1db9e29280b2e57401aa4c8cb35e9ed0e2cd2fe58117a11e1
single_shape,plain4_w16_gmp,6094,2,retention_1,200,1.0,0.9999998347074556,768,1.998975157737732,936.25634765625,945.12060546875,0.0,0.0,bad0b224162e21be9d48c29d8b1f14638aa1464e4e3845de5c04e15e2645b778
single_shape,plain4_w16_gmp,6094,3,release_default,200,1.0,0.9975694426164439,768,1.9985644817352295,963.3136596679688,988.4820556640625,0.0,0.0,0a95d5344e8f5542b5af142f033d307d4b9728e557b9304e3332058c96ec08e0
single_shape,plain4_w16_gmp,6094,3,retention_1,200,1.0,0.9999999559662993,768,1.9978326559066772,866.4617919921875,887.4422607421875,0.0,0.0,a7b21729a9ad7f7b5f2f8326324c5c023494742de036b494c97f2d442cb94faf
single_shape,plain4_w16_gmp,6095,0,release_default,200,1.0,0.9976598507051471,768,1.999363660812378,1101.9808349609375,1131.2203369140625,0.0,0.0,c8c1ade18270000a70adfefb2e1209bf3691d4dff46475e28811acd7112c3d58
single_shape,plain4_w16_gmp,6095,0,retention_1,200,1.0,0.9999999658973795,768,1.9989192485809326,960.26171875,982.8172607421875,0.0,0.0,8dc7b6204c3c79cf186cabac941b38bd9416cc66336f8d71535f69bb04d1f5c8
single_shape,plain4_w16_gmp,6095,1,release_default,200,1.0,0.9951206250669207,768,1.9993714094161987,1127.6434326171875,1483.4696044921875,0.0,0.0,7764f397596dc3f7ab48b1b1401c8684c12618e4bc23ac6d4b1e771394294a4e
single_shape,plain4_w16_gmp,6095,1,retention_1,200,1.0,0.9999998097560622,768,1.9984091520309448,961.5272216796875,1275.5325927734375,0.0,0.0,f4ffddb9372f8f84d68df0d57dde482858978aec94e569abca2d46450cb38070
single_shape,plain4_w16_gmp,6095,2,release_default,200,1.0,0.9967234749705619,768,1.9992492198944092,1388.4970703125,1600.132568359375,0.0,0.0,d5f0589c826e35551cdbeb0d383baf6a21a615424d77ce20c28f0af731c1ce30
single_shape,plain4_w16_gmp,6095,2,retention_1,200,1.0,0.9999999572538252,768,1.9985558986663818,1213.5111083984375,1400.509521484375,0.0,0.0,c1c564d7aa9f0ac275322d7ab2195bfc10c0fcc1b5b4afefd65726886aca45ab
single_shape,plain4_w16_gmp,6095,3,release_default,200,0.99609375,0.9966358106716309,768,1.9924548864364624,1437.5765380859375,1482.9564208984375,0.0,0.0,aba4b973d27183a3809054ff2596c11aaf90ce3c5da2b4a29c8a1b5c0b1f67f8
single_shape,plain4_w16_gmp,6095,3,retention_1,200,1.0,0.9999999108937032,768,1.9937143325805664,1181.148193359375,1214.546142578125,0.0,0.0,9b88a4f25487860d20c78b74abb88f8cf07c814560dfd97f0ec7803589f5857f
single_shape,plain4_w16_gmp,6096,0,release_default,200,1.0,0.9936249430979973,768,1.9993388652801514,1225.9771728515625,1274.9090576171875,0.0,0.0,8003dbcccba1b4505c59a4706f95355e34e29f23419b17f55165953c6813d895
single_shape,plain4_w16_gmp,6096,0,retention_1,200,1.0,0.9999997013590366,768,1.9989131689071655,1032.583740234375,1072.489013671875,0.0,0.0,964f8aa6b77f73398f524d662aa8752bc7195f37be24d34791ad95d0190c4d87
single_shape,plain4_w16_gmp,6096,1,release_default,200,1.0,0.9953715386628021,768,1.9996036291122437,904.3060302734375,1028.1138916015625,0.0,0.0,76681c4c7777249292677c65a99c83d5e6aac05cda02c58d05d6ad577910760f
single_shape,plain4_w16_gmp,6096,1,retention_1,200,1.0,0.999999877052424,768,1.999354362487793,751.9498291015625,859.4411010742188,0.0,0.0,e795ef5f7a43f6e964d801a6e704ae3e1602bdd941647744568f2bc4823e59b3
single_shape,plain4_w16_gmp,6096,2,release_default,200,1.0,0.9963385737455975,768,1.9972679615020752,1848.9755859375,1870.277099609375,0.0,0.0,c2b29dc2a8c6af06fbae56c54336602ee20d7dc0d8eb2043a713eb3615fe8568
single_shape,plain4_w16_gmp,6096,2,retention_1,200,1.0,0.9999999906966713,768,1.997794508934021,1634.419921875,1656.804443359375,0.0,0.0,243395d23e2cf8a024fba9773e320c150b76bccc18ac83b6087d8b7737bb1b3b
single_shape,plain4_w16_gmp,6096,3,release_default,200,1.0,0.9966664746968988,768,1.9998047351837158,1120.403076171875,1153.37646484375,0.0,0.0,512adb90312dec731d8f52a7bd7e71b3e648dff2525da47e0b2e8fa58619030b
single_shape,plain4_w16_gmp,6096,3,retention_1,200,1.0,0.9999999719631935,768,1.9996670484542847,974.4012451171875,1002.5573120117188,0.0,0.0,775f42eea1f56282ce79147ef8cfd6aff67c8f0e8fba3cfad50780324b107751
single_shape,plain4_w16_gmp,6097,0,release_default,200,0.99609375,0.9969474611372151,768,1.992914080619812,1002.8234252929688,1125.4273681640625,0.0,0.0,64e3bee7f42d2d1108daa1cbf30c1d268dd063b1ea188a7b7efe4b2b94b5681c
single_shape,plain4_w16_gmp,6097,0,retention_1,200,0.99609375,0.9999999295886177,768,1.9923932552337646,828.3820190429688,928.8538818359375,0.0,0.0,94c79996c69e8eab27164c5be799c2bb8d66c4e49bfadf5bacd51c09c01f5d17
single_shape,plain4_w16_gmp,6097,1,release_default,200,1.0,0.9948957182114291,768,1.9932054281234741,2333.6494140625,2364.3623046875,0.0,0.0,100788017ae7bbc9dc0472f354a02df63125ab7ab551c149a3b3501eeb68c2ba
single_shape,plain4_w16_gmp,6097,1,retention_1,200,1.0,0.9999999744124224,768,1.99198579788208,2006.1737060546875,2033.466552734375,0.0,0.0,7959471ea09f5d434a1556b615d01ab480ed7cf6e37934d091701bd55052ad02
single_shape,plain4_w16_gmp,6097,2,release_default,200,0.99609375,0.9943346246090317,768,1.9924139976501465,1035.0760498046875,1055.703857421875,0.0,0.0,ec040a3a4339dd61d9a07c1a91ef427306d454f5d1c1ade4754026aff919e1e3
single_shape,plain4_w16_gmp,6097,2,retention_1,200,0.99609375,0.9999997988365136,768,1.9909805059432983,845.5496826171875,864.8018798828125,0.0,0.0,3f8934b7dad5bdf52db29c1a17db81287554c77f369fc34c8330bd15a58f60ad
single_shape,plain4_w16_gmp,6097,3,release_default,200,1.0,0.9961410005759792,768,1.997936487197876,1335.672119140625,1343.964599609375,0.0,0.0,ca6b12350329720207d3057d90941fa5d9c2652fccab96aa7562a0b63f757908
single_shape,plain4_w16_gmp,6097,3,retention_1,200,1.0,0.9999999307447665,768,1.9967130422592163,1149.4942626953125,1157.3306884765625,0.0,0.0,79e9fb6f7411c9e2dbacd1084c4e253c8b682c89f716cb4c74913cce70661c93
single_shape,plain4_w16_gmp,6098,0,release_default,200,1.0,0.9942539949265687,768,1.999786376953125,1062.9072265625,2221.101318359375,0.0,0.0,35b287500c9e71b46ef7462f50fd05e287330b2be963163bab795df110b2410a
single_shape,plain4_w16_gmp,6098,0,retention_1,200,1.0,0.999999796912023,768,1.9993127584457397,907.81298828125,1824.6009521484375,0.0,0.0,b95edbc23bcbfff06ca37025531acd1287d70844a5195b95f03b8c05ba2bf6f8
single_shape,plain4_w16_gmp,6098,1,release_default,200,1.0,0.9980471581956882,768,1.9984045028686523,1288.8016357421875,1540.5,0.0,0.0,0d7bbaa2219e2058db53797bb27642749ba70debbf138f55a689f67ac8876399
single_shape,plain4_w16_gmp,6098,1,retention_1,200,1.0,0.9999999830362016,768,1.9979547262191772,1172.8118896484375,1393.1512451171875,0.0,0.0,2b913c08a34503e495ed520b286ded464cb3ee662650982137d405b84310fbcd
single_shape,plain4_w16_gmp,6098,2,release_default,200,1.0,0.9980770256846905,768,1.999901533126831,901.088134765625,947.0299682617188,0.0,0.0,f0805c9639b4adaff1e548ef9b52a17d66ed4f1c99e9b051a8f7abad2328db53
single_shape,plain4_w16_gmp,6098,2,retention_1,200,1.0,0.9999999801033372,768,1.999835729598999,791.5989990234375,828.4222412109375,0.0,0.0,41b7fd4ff98bb6ada8a0e844630c16392ccf89417a9f816d161bd28950d244e4
single_shape,plain4_w16_gmp,6098,3,release_default,200,1.0,0.9995212361764495,768,1.9999475479125977,1362.5009765625,1387.219482421875,0.0,0.0,305d6808bb71d0f713300717d040a6cb759982a478fa182d7e2ce45edd616441
single_shape,plain4_w16_gmp,6098,3,retention_1,200,1.0,0.9999999971343918,768,1.9999297857284546,1339.91162109375,1358.859619140625,0.0,0.0,3e1b8c0138ced8572d017d5786ce7f0ddac90e4c96763a760f782fdf99e5d5b2
single_shape,plain4_w16_gmp,6099,0,release_default,200,1.0,0.9930876612952861,768,1.999762773513794,1356.22412109375,1412.5418701171875,0.0,0.0,32f80e68e07eea4af18b1bf75f294df9d586d2891f0b3d20da0cebf42036cc65
single_shape,plain4_w16_gmp,6099,0,retention_1,200,1.0,0.9999997732445743,768,1.999558448791504,1142.9451904296875,1186.0712890625,0.0,0.0,35b188b8bfcc7778f8d8fdf570a51da55316540a134869796862d84fa2ff4a3b
single_shape,plain4_w16_gmp,6099,1,release_default,200,1.0,0.9945625938288172,768,1.9998857975006104,2051.94140625,2109.993896484375,0.0,0.0,9cf792d9ebceb3b5d89ab8d8614bf2546d864cc9ff23aec29d3b53348ae2052e
