task,architecture,block,init_rep,treatment,epoch,test_acc,alignment,pair_count,prob_input_effect_mpp,centered_logit_input_effect_mpp,raw_logit_input_effect_mpp,full_patch_max_logit_error,noop_max_logit_error,checkpoint_sha256
single_shape,bn2_w16_gap,6001,3,retention_1,200,0.75,0.9957107566904582,768,1.3668460845947266,132.5487518310547,133.3206329345703,0.0,0.0,b15798f05210ca362891ae4a6f980c6f3af17e9a1f30751406a64f9c7e27b383
single_shape,bn2_w16_gap,6002,0,release_default,200,1.0,0.8788371252671849,768,1.9508979320526123,155.83480834960938,156.52203369140625,0.0,0.0,287b7418b4242d844b05c5a083fc3e6c3ffd77691c2c0ea7891c3ce1ca1c2b92
single_shape,bn2_w16_gap,6002,0,retention_1,200,0.98046875,0.9956026818810766,768,1.7670159339904785,139.57151794433594,140.3153533935547,0.0,0.0,4bd96acf5c3cbd73aa4d86b845540e749084cffac138bd2f65f08ce7c9deaa03
single_shape,bn2_w16_gap,6002,1,release_default,200,1.0,0.8524959866150865,768,1.9488896131515503,157.32037353515625,158.49642944335938,0.0,0.0,23a29df8b43e6d6aaaee8ea38f41fe58efdd80d599a2385a476a4802a248438b
single_shape,bn2_w16_gap,6002,1,retention_1,200,0.99609375,0.99524336259828,768,1.8169832229614258,138.10250854492188,138.50173950195312,0.0,0.0,9b9cb146d761bd4a1eeac73aa2d338d3236801532c7cb618b083310010f81da6
single_shape,bn2_w16_gap,6002,2,release_default,200,1.0,0.8609470904380732,768,1.895941138267517,147.81243896484375,148.40655517578125,0.0,0.0,a230a05ba723f3710d8bfef21c2f9db515781fcf3f348aaf2ac0112af56914e0
single_shape,bn2_w16_gap,6002,2,retention_1,200,0.97265625,0.9942267341920119,768,1.70161771774292,160.3065185546875,161.64767456054688,0.0,0.0,b80e67b0143e1c3d907b4a763c4fa4216fee0a4fe0e675026aa02eea0be59acd
single_shape,bn2_w16_gap,6002,3,release_default,200,1.0,0.8580880473584573,768,1.928421974182129,166.16336059570312,166.44253540039062,0.0,0.0,af4519f60f32e677626a4b6e3a5e61dd50877e87a43e4f8be2738a80c9c99c1a
single_shape,bn2_w16_gap,6002,3,retention_1,200,0.87109375,0.995607382063364,768,1.3680884838104248,181.1583709716797,181.36215209960938,0.0,0.0,c0061116b0fdec2f5cfdf4b7b77ec50e75a49e6a1e515a69c75f109d4e12059b
single_shape,bn2_w16_gap,6003,0,release_default,200,1.0,0.8651077684439561,768,1.9470832347869873,132.1446990966797,132.77932739257812,0.0,0.0,e1abe0f96cc55581f9a4dfaa0fd938cede10e970fd9e9f11a1e1e7aee0dcdcb1
single_shape,bn2_w16_gap,6003,0,retention_1,200,0.9375,0.9964015783638633,768,1.5871031284332275,102.93798828125,103.37523651123047,0.0,0.0,926a4eb6fde46c00390fa3237dead730a77134a31e122b14db6cf79c2663ffe0
single_shape,bn2_w16_gap,6003,1,release_default,200,0.9921875,0.8780355183032327,768,1.8569300174713135,121.12223815917969,122.1107177734375,0.0,0.0,fe9bac93aefba09c1b4a39b0d68b6efa9fac389567b846ba864bc1cc069b9576
single_shape,bn2_w16_gap,6003,1,retention_1,200,0.9921875,0.9928303502643174,768,1.8212134838104248,101.21016693115234,101.6289291381836,0.0,0.0,d0ce4a80748e4c8a0258645f91660e88f6cdbf5a05f067c19d32c0a973589faf
single_shape,bn2_w16_gap,6003,2,release_default,200,1.0,0.861806934785259,768,1.9573239088058472,141.31585693359375,142.0386962890625,0.0,0.0,5f9f04b90424c65647bccf303c3fe79309737d5b904baed0546a5ec506340cad
single_shape,bn2_w16_gap,6003,2,retention_1,200,1.0,0.9956210678390711,768,1.797095537185669,121.2075424194336,121.7710189819336,0.0,0.0,2c77d57c0d58ee9aa6222f98780a24056caeff0c5a020a993298062dfff1788d
single_shape,bn2_w16_gap,6003,3,release_default,200,1.0,0.8678823666749809,768,1.945432424545288,132.28125,133.8975067138672,0.0,0.0,7bae186fda40e6042be4940f26eb664c75e7082222277f561719cded8da3982e
single_shape,bn2_w16_gap,6003,3,retention_1,200,0.9765625,0.9923043796516025,768,1.5132017135620117,119.74666595458984,121.00617980957031,0.0,0.0,5586fa96d170ada5751e048f7a588d47f8deeed65f486fe383375e0701519be8
single_shape,bn2_w16_gap,6004,0,release_default,200,1.0,0.8668280555736287,768,1.9567874670028687,147.6813507080078,148.89434814453125,0.0,0.0,5e85873365da707df1851e897fb2c6c36f0d0c412a3bf0e3f3505677c49f3a9a
single_shape,bn2_w16_gap,6004,0,retention_1,200,0.99609375,0.9958372176665169,768,1.854296088218689,132.35549926757812,133.16091918945312,0.0,0.0,0c24563a4347a5e8635f4f2b11f82e9b1291053cb0c6215380671e6c50ace5a9
single_shape,bn2_w16_gap,6004,1,release_default,200,1.0,0.881993686246388,768,1.9488227367401123,154.1992645263672,154.3679962158203,0.0,0.0,645c6fa0bbaed743abb2b12f3c1da8c231bca9f2e9ef178988625b7afe7f462f
single_shape,bn2_w16_gap,6004,1,retention_1,200,0.9921875,0.9958436842906121,768,1.8416650295257568,127.98686218261719,128.08425903320312,0.0,0.0,4cfc78754c26678712054b2a1ee4f47d78f12713ba06194d194561c0b7b7bfc5
single_shape,bn2_w16_gap,6004,2,release_default,200,1.0,0.8570281161052702,768,1.9519729614257812,145.74298095703125,146.00698852539062,0.0,0.0,c4d0826df401e2f89214cda0dd22237a871babccd3eacbb3d3812947ccebcab9
single_shape,bn2_w16_gap,6004,2,retention_1,200,0.9765625,0.9960746959884378,768,1.7320201396942139,159.00965881347656,159.1598358154297,0.0,0.0,90d0dab671757bf66b22690aeb1eee146d425184672a9667ea7a8be1b1683012
single_shape,bn2_w16_gap,6004,3,release_default,200,1.0,0.8616406417615197,768,1.942434310913086,155.36550903320312,156.89675903320312,0.0,0.0,dc76c97b9cc3b0642619a8628cb6b220baaacde2062580cba6c8ceb4c485110f
single_shape,bn2_w16_gap,6004,3,retention_1,200,0.8671875,0.9942631452079822,768,1.497070074081421,148.94656372070312,150.15611267089844,0.0,0.0,acb66f86b4c49f21e59d15eb7de550cfd976fd547f5e2a6a4f05f0f8a5036735
single_shape,bn2_w16_gap,6005,0,release_default,200,1.0,0.861377091317169,768,1.97247314453125,148.85977172851562,149.36383056640625,0.0,0.0,26c83d04b84eb3ee155315d66c3eb09fb65c7666f46501bdfb7326fb0a26fdca
single_shape,bn2_w16_gap,6005,0,retention_1,200,0.91796875,0.995823044487798,768,1.571359634399414,133.12472534179688,133.4908447265625,0.0,0.0,1a2092f87fcb2abfe490ead3e49c23eea305b8eb464cd0acec6211ea6e2e0e9a
single_shape,bn2_w16_gap,6005,1,release_default,200,1.0,0.8716829986730783,768,1.9671666622161865,169.07403564453125,170.10362243652344,0.0,0.0,f65d6af41138a934b063d7162506509a4ecce351da02d54b0355b754257e4742
single_shape,bn2_w16_gap,6005,1,retention_1,200,0.99609375,0.9962026304932939,768,1.915431022644043,134.75888061523438,135.8343963623047,0.0,0.0,6cfb9f0dd0e5a6d5409b15bc10c606256870b4c0cac74b06eced4c90e35fc7df
single_shape,bn2_w16_gap,6005,2,release_default,200,1.0,0.8680513304932559,768,1.9709374904632568,135.3708953857422,135.64186096191406,0.0,0.0,77694909ba6689cd7a1ff6880573c661120ae5ca8c60ce965fb6ce1613390953
single_shape,bn2_w16_gap,6005,2,retention_1,200,0.9921875,0.9952698733403458,768,1.857630729675293,118.72386169433594,118.865966796875,0.0,0.0,9682c72fbae8fbd3725091be08d46efce6e650c350a8e92ac3a09e6a20869c89
single_shape,bn2_w16_gap,6005,3,release_default,200,1.0,0.8595146555183446,768,1.978263258934021,134.12451171875,134.90216064453125,0.0,0.0,2561366b8e92ba697ea2709cf913343751e79bac4fa438819f716cc71616c692
single_shape,bn2_w16_gap,6005,3,retention_1,200,0.8984375,0.9961508411367399,768,1.3652976751327515,152.79232788085938,153.8997802734375,0.0,0.0,ab3ad624d184c173f0af1e3f98a786973b1ddebc779e13eef9b328f74756b65c
single_shape,bn2_w16_gap,6006,0,release_default,200,1.0,0.8526747907471564,768,1.9612643718719482,130.314697265625,130.439453125,0.0,0.0,ab935541cf5bd65ae824293b3634e2257d507b1a49a8417db90f3307a1ce1b3f
single_shape,bn2_w16_gap,6006,0,retention_1,200,1.0,0.99585759503408,768,1.8000996112823486,100.11082458496094,100.15054321289062,0.0,0.0,a483b4fe8d479f83af196efe5dee85e546cf6a8bf813cc9dbf93c73d0a49a61b
single_shape,bn2_w16_gap,6006,1,release_default,200,1.0,0.8791128661197065,768,1.9497838020324707,134.90264892578125,135.108154296875,0.0,0.0,234ce8a6559903940ba2a16c15cc4bdac60da7da492f2f252763fa0fb8400197
single_shape,bn2_w16_gap,6006,1,retention_1,200,0.99609375,0.9952717277115972,768,1.8391025066375732,129.53118896484375,130.03970336914062,0.0,0.0,239268d87413f2bcf4698f8f910cc934ba07fc05b0d8a5e4eca652d973c15db1
single_shape,bn2_w16_gap,6006,2,release_default,200,1.0,0.8715946115314666,768,1.9605449438095093,134.23695373535156,135.11935424804688,0.0,0.0,7c205d2bf879bc51978f60f7bbfbd50328f20ff3063a745028da09f7c7bbf902
single_shape,bn2_w16_gap,6006,2,retention_1,200,1.0,0.9953366438025466,768,1.8802776336669922,133.28269958496094,133.8789520263672,0.0,0.0,4ec64fd0f5239ce694f7a31160f1ad538413022d61825b8200515ca107765ad4
single_shape,bn2_w16_gap,6006,3,release_default,200,1.0,0.8553336580112494,768,1.9748286008834839,144.51727294921875,145.45297241210938,0.0,0.0,5590670eb963ed1ff2975af37579a1d409ab2a6ab5f754463920e11a9fc10305
single_shape,bn2_w16_gap,6006,3,retention_1,200,1.0,0.9957560264407944,768,1.8219512701034546,127.85121154785156,128.34349060058594,0.0,0.0,13806fe8924f82fca03a6dd40b1c9eef9b050338c9feb2fcf475b5bd20475869
single_shape,bn2_w16_gap,6007,0,release_default,200,1.0,0.8600792758158109,768,1.9666547775268555,169.77328491210938,171.5369873046875,0.0,0.0,cf89fbda5016dfdf2c596174f13cea3836cbfbb39831df4c318ccc94fcf295a8
single_shape,bn2_w16_gap,6007,0,retention_1,200,0.9921875,0.9962171383812164,768,1.803564429283142,123.70074462890625,124.6246337890625,0.0,0.0,4f872f2fce6cd0bcc477d8af206540fb42317a0705a758fd1e07cc585b47fafe
single_shape,bn2_w16_gap,6007,1,release_default,200,1.0,0.8752501617575641,768,1.9757159948349,154.89698791503906,155.55624389648438,0.0,0.0,efcfc566355e6f7f5317bb9b860c19f495f25823d5caeb28c321aefafdc5546e
single_shape,bn2_w16_gap,6007,1,retention_1,200,1.0,0.994241403107123,768,1.8091176748275757,128.9663543701172,129.18438720703125,0.0,0.0,90d608f4f153aa5c8a7173ba0da20882df4776e5973889e280732235fae581c6
single_shape,bn2_w16_gap,6007,2,release_default,200,1.0,0.8634791486217931,768,1.9591314792633057,144.62667846679688,146.60206604003906,0.0,0.0,1e188025aff56af09bac56ef6316747e7f0ada8740351a6069b64a81652a3ffd
single_shape,bn2_w16_gap,6007,2,retention_1,200,0.9921875,0.9959171405102231,768,1.8414758443832397,114.76776123046875,115.89775085449219,0.0,0.0,01e2460d5c04cd2bd66c9e496395384ea8cf3a44f5b7a21a9b98d5ca3eb8323f
single_shape,bn2_w16_gap,6007,3,release_default,200,1.0,0.8603722262068099,768,1.9717706441879272,176.5128173828125,178.01513671875,0.0,0.0,7da35ef598554f8561be16d5aea934f15790e8dd450173aa3a8d83f08e1ea327
single_shape,bn2_w16_gap,6007,3,retention_1,200,0.984375,0.9967262058595584,768,1.7788703441619873,118.65501403808594,119.70315551757812,0.0,0.0,984ef3aa382036ca898446c695d54b64764b54a0a216cfc9803ea2f91a332f33
single_shape,bn2_w16_gap,6008,0,release_default,200,0.99609375,0.856118702340011,768,1.8396263122558594,114.232177734375,114.5528793334961,0.0,0.0,397530797c79a5bb44ec7ecf9cdf646a018d07c9947e940c902b68ddba02b6d4
single_shape,bn2_w16_gap,6008,0,retention_1,200,0.9375,0.9958570958068189,768,1.6886520385742188,118.48591613769531,118.7474594116211,0.0,0.0,1a5ce19720b7b4de910c1f40df4f051b73337062193d276ea6225755387a201a
single_shape,bn2_w16_gap,6008,1,release_default,200,1.0,0.8491389531334304,768,1.949912428855896,143.31674194335938,144.37298583984375,0.0,0.0,3ffa94f1464b7088bdb57134b4ea1fffb03e47c7cd2018be5a7a6188b93c47ae
single_shape,bn2_w16_gap,6008,1,retention_1,200,0.9921875,0.9965356363894707,768,1.8082127571105957,103.26423645019531,104.1295394897461,0.0,0.0,7b3a832221eac1d02e8ce1179ac907544b50c43b9eff7111d4effe3216f0a51c
single_shape,bn2_w16_gap,6008,2,release_default,200,1.0,0.865497291547574,768,1.942086100578308,155.16574096679688,156.52633666992188,0.0,0.0,00a99d8fabffa352c765cb6bf0fda93b92888ba7f72bce372c97a3899fe57a0d
single_shape,bn2_w16_gap,6008,2,retention_1,200,0.99609375,0.9950576259854287,768,1.821277379989624,116.54917907714844,117.0682601928711,0.0,0.0,fc1b3504f10c0df2fb541d364eb11a2e99ae0f0c620c3aa8d592bf134b4cafca
single_shape,bn2_w16_gap,6008,3,release_default,200,1.0,0.8709374266438087,768,1.9446685314178467,146.0009002685547,146.6754150390625,0.0,0.0,25e032679c0bb35621d1eb760ddf95a8bef584048d8ef48ede708b27ecd23a04
single_shape,bn2_w16_gap,6008,3,retention_1,200,0.94140625,0.9960622213068084,768,1.6791150569915771,153.3970947265625,153.9325408935547,0.0,0.0,cc20620c751f5797bcc21de75732c8dc142f5e4d498b566ef47feb979d7aa6d3
single_shape,bn2_w16_gap,6009,0,release_default,200,1.0,0.863988498045456,768,1.959296703338623,164.42855834960938,164.55111694335938,0.0,0.0,0bf7face71a3a7b7b17a1c47b59ece6221192c53d4d6d087479415bd8de7dc44
single_shape,bn2_w16_gap,6009,0,retention_1,200,0.99609375,0.9951793320995672,768,1.8886864185333252,172.27597045898438,172.49179077148438,0.0,0.0,5ab5b929bcff6d4e8f3147c5022fb94f047629a691784029f0f714d2a93e736c
single_shape,bn2_w16_gap,6009,1,release_default,200,1.0,0.847449350124385,768,1.95353102684021,166.9003143310547,168.49684143066406,0.0,0.0,62143279673da20ae8337bf5444baf608f83788694d0778d15cabc6690aae976
single_shape,bn2_w16_gap,6009,1,retention_1,200,0.9921875,0.9963289670963953,768,1.8654344081878662,151.80224609375,152.74798583984375,0.0,0.0,bd538419dfd0104e207ab299b75b24ffd120c3d8a0c7c059ba8dc1ccf4cc8237
single_shape,bn2_w16_gap,6009,2,release_default,200,1.0,0.855584676456975,768,1.9583089351654053,148.57168579101562,148.85867309570312,0.0,0.0,feec29e88177bd219e3a7dbf2293f9d15f9c7d57728e60b40c5d3aa6a2aaf778
single_shape,bn2_w16_gap,6009,2,retention_1,200,0.99609375,0.9931331219404732,768,1.876784086227417,126.0306625366211,126.28878021240234,0.0,0.0,0ad8918b746ddc99612e1f2a23408cd8bad07fb5c9e36196709edd426f20a9cd
single_shape,bn2_w16_gap,6009,3,release_default,200,1.0,0.8609710816095025,768,1.891655683517456,172.92539978027344,173.5386962890625,0.0,0.0,104a8443d998f86fae3a102eaa5388abb09c131c70c6c1d0f2670e0849343985
single_shape,bn2_w16_gap,6009,3,retention_1,200,0.98046875,0.9948268459522951,768,1.7318053245544434,113.19036102294922,113.47021484375,0.0,0.0,1eb1a0e7f27d06a72a795b5e8afbbd603a8c8ba09caba0c9a1d8535167871fd1
single_shape,bn2_w16_gap,6010,0,release_default,200,1.0,0.8430036730527983,768,1.9523532390594482,142.81773376464844,145.70787048339844,0.0,0.0,bb749c0d0cb5e81c6178a3fb04e3da3487a116e2de48a2eec8db7c94a48ce80f
single_shape,bn2_w16_gap,6010,0,retention_1,200,0.7734375,0.9951114347974872,768,1.3014743328094482,140.98324584960938,141.83871459960938,0.0,0.0,548a165f8c4e1847de4251fe80c5f9270982be8580af4cd09239c2f85627dd0c
single_shape,bn2_w16_gap,6010,1,release_default,200,0.99609375,0.859721207422916,768,1.932618498802185,131.9835662841797,132.40293884277344,0.0,0.0,3ec9fe2f7cbe09d4925232a6b120cb4d9fcae8e0eef5d6337e46b54d673eae6c
single_shape,bn2_w16_gap,6010,1,retention_1,200,0.984375,0.9922638914863555,768,1.6659268140792847,118.1005859375,118.25370788574219,0.0,0.0,ad5a108b5f17d800b3a7fb6b4c614ea0732cd2e37918cabafbbc61ef430f3619
single_shape,bn2_w16_gap,6010,2,release_default,200,0.99609375,0.8708277219426251,768,1.8887615203857422,162.57391357421875,163.41265869140625,0.0,0.0,452d1a9f4d9964cf741432484b8984e7e54b2fe65c27c344b89a277b7f65bf87
single_shape,bn2_w16_gap,6010,2,retention_1,200,0.82421875,0.995475311630049,768,1.2948822975158691,105.32805633544922,105.67565155029297,0.0,0.0,d78b7bac75c5e23d900576e4cd0678194b631628bfdfda609843b7d9d2129656
single_shape,bn2_w16_gap,6010,3,release_default,200,1.0,0.8751748366971526,768,1.9517829418182373,140.15692138671875,140.77542114257812,0.0,0.0,5eb736eea04ee65c5e0b07efbe6d6f60b2946a97785f0521fb1c8f6288d475d9
single_shape,bn2_w16_gap,6010,3,retention_1,200,0.890625,0.9942146901958371,768,1.4804518222808838,113.65938568115234,114.1064682006836,0.0,0.0,0591ee2cb6e1cfce60ae6e57bb7280bf6eb5294499bbb6d1c27ba6255e7ea063
single_shape,bn2_w16_gap,6011,0,release_default,200,1.0,0.886279943249296,768,1.973431944847107,153.4893798828125,153.91000366210938,0.0,0.0,849a83cffcdb35599c21ed456fe1174006ba1c14fff9be0d153c13b28dc25a31
single_shape,bn2_w16_gap,6011,0,retention_1,200,0.98046875,0.9958386461014886,768,1.6782052516937256,125.3416748046875,125.68626403808594,0.0,0.0,58e2d20fae7f2036e7ea4fded9965ba43ad25c95d95f2b66e46046391efd823a
single_shape,bn2_w16_gap,6011,1,release_default,200,1.0,0.8705787636717978,768,1.9692845344543457,147.59356689453125,149.47235107421875,0.0,0.0,fbe0a24021f19e762c74aa874f2651b8595a4845f951bd86cd02dafa6e881b78
single_shape,bn2_w16_gap,6011,1,retention_1,200,0.98828125,0.9966324173745142,768,1.8573389053344727,122.12486267089844,123.16252136230469,0.0,0.0,f04940038475f1901491e0266d7aa7983806135ab4fc1dc7bdc3ea8daefa131f
single_shape,bn2_w16_gap,6011,2,release_default,200,1.0,0.8479096750452213,768,1.9695237874984741,147.5228271484375,151.46131896972656,0.0,0.0,11b190818b59df1c5a867e76f4d9cb10741d97195ed01e0c9957481ee9ed4c64
single_shape,bn2_w16_gap,6011,2,retention_1,200,0.99609375,0.9954395664462152,768,1.9156649112701416,130.80018615722656,133.86151123046875,0.0,0.0,149f02271e884e7740ce46db31e193a1f87fd7ea16af3493dfc64e595ec37126
single_shape,bn2_w16_gap,6011,3,release_default,200,1.0,0.8724030781653683,768,1.9682267904281616,146.12982177734375,146.23837280273438,0.0,0.0,2e622a815da599082fb58aeaf45953ee86f8edfd2d445c4496da452d967d4908
single_shape,bn2_w16_gap,6011,3,retention_1,200,0.49609375,0.9927207966981846,768,0.7949988842010498,151.04502868652344,151.41229248046875,0.0,0.0,af291b8ef98e62a770d6c381b6c49fa577312ec3158f451323019d64af56fe0a
single_shape,bn2_w16_gap,6012,0,release_default,200,0.99609375,0.8661387249088536,768,1.934242606163025,151.46725463867188,151.53158569335938,0.0,0.0,c92e215d2fb21afd82b82dca65e0df9e64ce869e61286df0fad18bcb072bc627
single_shape,bn2_w16_gap,6012,0,retention_1,200,0.734375,0.9941582028911506,768,1.3650801181793213,120.93406677246094,120.93780517578125,0.0,0.0,276c7fc49ce80b41d4a3eaea768a3f7366e0be17bbaab8e221d7fa6d99cace9c
single_shape,bn2_w16_gap,6012,1,release_default,200,1.0,0.8827296956642746,768,1.9634040594100952,135.98733520507812,136.82110595703125,0.0,0.0,df98608e3614f3e6693f7f747537b8dfd12e3505ce96485b7c9007f46d471851
single_shape,bn2_w16_gap,6012,1,retention_1,200,0.99609375,0.9963415557889157,768,1.882597804069519,129.49786376953125,130.08053588867188,0.0,0.0,bda92ad3f455be28e842bf995501ab8ba491ef9c20cf9261e4ff8dfddcf798d6
single_shape,bn2_w16_gap,6012,2,release_default,200,1.0,0.856178333603598,768,1.964599609375,135.359375,136.22415161132812,0.0,0.0,0e99287598fb7920df7fb03fdfed98ef20fd046edfbcf01ac6e249422bf1111d
single_shape,bn2_w16_gap,6012,2,retention_1,200,0.96484375,0.9957494514976534,768,1.7960227727890015,120.65840911865234,121.2379150390625,0.0,0.0,50d68e42f9db1308b4e1b77d77a007ae9d477f7c7226c044ebf2db000dc04e1a
single_shape,bn2_w16_gap,6012,3,release_default,200,1.0,0.8613427420944978,768,1.9530900716781616,153.96542358398438,154.8414306640625,0.0,0.0,1f00e7974a458e2406d70061a689733def01ae1227db25af099bf66e0927c921
single_shape,bn2_w16_gap,6012,3,retention_1,200,0.984375,0.9936749143366468,768,1.790015459060669,126.05583190917969,126.85760498046875,0.0,0.0,07c0c1a48bd66b9106b1e95d25a59a061e0131f46c09612f7a7a94c3579ad092
single_shape,bn2_w16_gap,6013,0,release_default,200,1.0,0.8591729939790933,768,1.947458267211914,135.5902099609375,135.73187255859375,0.0,0.0,fdc6993f7a6ac4f55234f7aae344b0f1be643fed95c84a7b96239c52b1b52f9b
single_shape,bn2_w16_gap,6013,0,retention_1,200,0.984375,0.9956839106576068,768,1.8310465812683105,117.24705505371094,117.36305236816406,0.0,0.0,87c6197a3941e5865286b1a2516f9077823e97e7ec71569a441ba727dcf19320
single_shape,bn2_w16_gap,6013,1,release_default,200,0.9921875,0.8637678036240958,768,1.8404983282089233,181.80381774902344,182.21060180664062,0.0,0.0,c16d485609de42c9dd9920043e87449c4e0cec9f61d4274052b65cf9e21d7081
single_shape,bn2_w16_gap,6013,1,retention_1,200,0.99609375,0.9951421703913326,768,1.8780502080917358,140.94847106933594,141.41769409179688,0.0,0.0,124e733dc4dc5be4ebd888304c0bed06d721a001485e58cf9c03413c1490e40d
single_shape,bn2_w16_gap,6013,2,release_default,200,1.0,0.8598854366758403,768,1.9445308446884155,137.71298217773438,138.3737335205078,0.0,0.0,4dfbd961c947df5597c1adbb01c284c2a74ab8203ac526be34bc7ce2cfdadb44
single_shape,bn2_w16_gap,6013,2,retention_1,200,0.5859375,0.9959315217544449,768,1.0104864835739136,245.7606658935547,246.37461853027344,0.0,0.0,0b99b73fc2dd9090c8135deffd80e5cb469f8b9627ef3a1ae7c2c9aa8ee33c0d
single_shape,bn2_w16_gap,6013,3,release_default,200,1.0,0.8259144224721249,768,1.9608209133148193,153.90005493164062,154.95919799804688,0.0,0.0,8d0715662023c69d4812fbd3176a5e0d634f42877910167e2e505d06ec5477b5
single_shape,bn2_w16_gap,6013,3,retention_1,200,1.0,0.9960345181293788,768,1.8733057975769043,121.56402587890625,122.0853500366211,0.0,0.0,de3fc2928086230f0f8bc142505c250f458abec34005ce3ebad37d9e73a86c3e
single_shape,bn2_w16_gap,6014,0,release_default,200,1.0,0.8703530300131244,768,1.9542559385299683,158.77503967285156,158.9967498779297,0.0,0.0,bc3d504427eadd41d05cbcf1d1cb21ba89be6e7f780c941a69f02cbc0c52b7ad
single_shape,bn2_w16_gap,6014,0,retention_1,200,0.9921875,0.9956966544411482,768,1.8378448486328125,137.70956420898438,137.78692626953125,0.0,0.0,04376434b0ba304149e24b7d754aec25b4b6e9a5aef7d184d2e6f5889c3d07a5
single_shape,bn2_w16_gap,6014,1,release_default,200,1.0,0.864880111604229,768,1.9405336380004883,148.18589782714844,148.5860595703125,0.0,0.0,3b7ec989e6e0b7d44c2d5044b1999cd05bbc67eb1b4c1bfc3412f08556db2e67
single_shape,bn2_w16_gap,6014,1,retention_1,200,1.0,0.9956717630192771,768,1.8033736944198608,134.04669189453125,134.239990234375,0.0,0.0,559a7049eab62a55b241d50d588ffa14f6ce095bf43d581dd502085b9c81f328
single_shape,bn2_w16_gap,6014,2,release_default,200,1.0,0.8864006038289083,768,1.9153962135314941,139.74002075195312,140.423583984375,0.0,0.0,3f4947abcd2d7eae5e41438ffb2712d54f5076de746d072e4982f5a815ea161d
