task,architecture,treatment,k,metric,control,n,mean,sd,ci_low,ci_high
two_concepts,plain4_w16_gap,retention_1,13,centered_logit_fidelity,random,100,-0.03391012992655988,0.03157567669490231,-0.040175429222143615,-0.02764483063097615
two_concepts,plain4_w16_gap,retention_1,14,centered_logit_fidelity,random,100,-0.017613219540500435,0.0254708850975841,-0.02266719573875406,-0.012559243342246814
two_concepts,plain4_w16_gap,retention_1,15,centered_logit_fidelity,random,100,-0.0016247900436175368,0.011895963859414257,-0.003985207358148451,0.0007356272709133781
two_concepts,plain4_w16_gap,retention_1,16,centered_logit_fidelity,random,100,0.0,0.0,0.0,0.0
two_concepts,plain4_w16_gmp,release_default,1,centered_logit_fidelity,random,100,-0.0024446573818762063,0.035618572649351476,-0.009512154946091759,0.004622840182339346
two_concepts,plain4_w16_gmp,release_default,2,centered_logit_fidelity,random,100,-0.00034328197183114287,0.049069668457123565,-0.010079768767966133,0.009393204824303848
two_concepts,plain4_w16_gmp,release_default,3,centered_logit_fidelity,random,100,0.024511507907341377,0.05185645462264928,0.014222062276198124,0.03480095353848463
two_concepts,plain4_w16_gmp,release_default,4,centered_logit_fidelity,random,100,0.039161027729422274,0.05421734089551576,0.028403131041940085,0.04991892441690446
two_concepts,plain4_w16_gmp,release_default,5,centered_logit_fidelity,random,100,0.0370429594227471,0.0503646880489904,0.027049512643930244,0.04703640620156396
two_concepts,plain4_w16_gmp,release_default,6,centered_logit_fidelity,random,100,0.02935570951602782,0.0466821310607041,0.020092961937345027,0.03861845709471061
two_concepts,plain4_w16_gmp,release_default,7,centered_logit_fidelity,random,100,0.01574801505081584,0.04262484053584204,0.007290321935827274,0.024205708165804404
two_concepts,plain4_w16_gmp,release_default,8,centered_logit_fidelity,random,100,0.0011589299874983023,0.04228023090147122,-0.007230385099670404,0.009548245074667009
two_concepts,plain4_w16_gmp,release_default,9,centered_logit_fidelity,random,100,-0.014091830270742647,0.0431624422387804,-0.022656195226948412,-0.005527465314536881
two_concepts,plain4_w16_gmp,release_default,10,centered_logit_fidelity,random,100,-0.02473605713068797,0.038031369103320035,-0.032282305857372726,-0.017189808404003214
two_concepts,plain4_w16_gmp,release_default,11,centered_logit_fidelity,random,100,-0.030617786795719363,0.03373456944788624,-0.037311457251015874,-0.023924116340422852
two_concepts,plain4_w16_gmp,release_default,12,centered_logit_fidelity,random,100,-0.02943835666593979,0.027006306198950572,-0.03479699372190889,-0.02407971960997068
two_concepts,plain4_w16_gmp,release_default,13,centered_logit_fidelity,random,100,-0.022679128285703815,0.018852426271554912,-0.02641985866435905,-0.018938397907048578
two_concepts,plain4_w16_gmp,release_default,14,centered_logit_fidelity,random,100,-0.012963297643433151,0.010668791716466777,-0.015080217381108964,-0.010846377905757338
two_concepts,plain4_w16_gmp,release_default,15,centered_logit_fidelity,random,100,-0.004885344442178934,0.004053136834236104,-0.005689574723537993,-0.004081114160819875
two_concepts,plain4_w16_gmp,release_default,16,centered_logit_fidelity,random,100,0.0,0.0,0.0,0.0
two_concepts,plain4_w16_gmp,retention_1,1,centered_logit_fidelity,random,100,-0.01542842703876262,0.03244655056938792,-0.021866526604791162,-0.008990327472734077
two_concepts,plain4_w16_gmp,retention_1,2,centered_logit_fidelity,random,100,-0.011906471278483561,0.04874125360684388,-0.021577793443310782,-0.0022351491136563383
two_concepts,plain4_w16_gmp,retention_1,3,centered_logit_fidelity,random,100,0.025670612599291518,0.04955919050733835,0.015836994008135378,0.035504231190447655
two_concepts,plain4_w16_gmp,retention_1,4,centered_logit_fidelity,random,100,0.04995555109465733,0.05498504758923793,0.039045324743622156,0.06086577744569251
two_concepts,plain4_w16_gmp,retention_1,5,centered_logit_fidelity,random,100,0.04278466521731064,0.05275740503243646,0.03231645147860354,0.05325287895601774
two_concepts,plain4_w16_gmp,retention_1,6,centered_logit_fidelity,random,100,0.03424486032173179,0.04838026609496428,0.024645165910942818,0.04384455473252076
two_concepts,plain4_w16_gmp,retention_1,7,centered_logit_fidelity,random,100,0.022953981832297424,0.04605008163202607,0.01381664657267698,0.03209131709191787
two_concepts,plain4_w16_gmp,retention_1,8,centered_logit_fidelity,random,100,0.0049654632836165155,0.0429180506051018,-0.003550409070352154,0.013481335637585185
two_concepts,plain4_w16_gmp,retention_1,9,centered_logit_fidelity,random,100,-0.010510238615047336,0.04143998338764135,-0.018732830366169087,-0.0022876468639255864
two_concepts,plain4_w16_gmp,retention_1,10,centered_logit_fidelity,random,100,-0.024657900630473507,0.0426830465748039,-0.03312714308638135,-0.016188658174565662
two_concepts,plain4_w16_gmp,retention_1,11,centered_logit_fidelity,random,100,-0.0448292572651655,0.04126914011960285,-0.053017950005436604,-0.03664056452489439
two_concepts,plain4_w16_gmp,retention_1,12,centered_logit_fidelity,random,100,-0.03506495988648419,0.027891777521718536,-0.04059929366333128,-0.029530626109637102
two_concepts,plain4_w16_gmp,retention_1,13,centered_logit_fidelity,random,100,-0.02732422033310216,0.02087268359601295,-0.03146581359473302,-0.0231826270714713
two_concepts,plain4_w16_gmp,retention_1,14,centered_logit_fidelity,random,100,-0.014820156852684271,0.012345375390293145,-0.017269747164996015,-0.012370566540372527
two_concepts,plain4_w16_gmp,retention_1,15,centered_logit_fidelity,random,100,-0.006026958854701436,0.00446706205976021,-0.006913320880977911,-0.005140596828424961
two_concepts,plain4_w16_gmp,retention_1,16,centered_logit_fidelity,random,100,0.0,0.0,0.0,0.0
two_concepts,plain4_w64_gap,release_default,1,centered_logit_fidelity,random,100,-0.04586641943316993,0.03280977037056523,-0.05237658968786326,-0.0393562491784766
two_concepts,plain4_w64_gap,release_default,2,centered_logit_fidelity,random,100,-0.0732348924677485,0.0528908962993624,-0.08372959376992792,-0.06274019116556909
two_concepts,plain4_w64_gap,release_default,3,centered_logit_fidelity,random,100,-0.07725843198656675,0.05811918756209553,-0.08879053970388079,-0.0657263242692527
two_concepts,plain4_w64_gap,release_default,4,centered_logit_fidelity,random,100,-0.07767576918760057,0.06494615269137376,-0.09056249489865492,-0.06478904347654621
two_concepts,plain4_w64_gap,release_default,5,centered_logit_fidelity,random,100,-0.06797230149213403,0.06235567243658088,-0.0803450197197574,-0.05559958326451066
two_concepts,plain4_w64_gap,release_default,6,centered_logit_fidelity,random,100,-0.06512438762279749,0.06177696896403748,-0.0773822785264046,-0.05286649671919037
two_concepts,plain4_w64_gap,release_default,7,centered_logit_fidelity,random,100,-0.057154842673631204,0.05781467819367619,-0.06862652912587179,-0.04568315622139062
two_concepts,plain4_w64_gap,release_default,8,centered_logit_fidelity,random,100,-0.05093283408341752,0.04651597744527607,-0.06016261318007034,-0.0417030549867647
two_concepts,plain4_w64_gap,release_default,9,centered_logit_fidelity,random,100,-0.051799404075251215,0.039409733326038615,-0.059619150167553814,-0.04397965798294862
two_concepts,plain4_w64_gap,release_default,10,centered_logit_fidelity,random,100,-0.05555827365719509,0.03321595901665012,-0.062149040551598776,-0.0489675067627914
two_concepts,plain4_w64_gap,release_default,11,centered_logit_fidelity,random,100,-0.0592444441298355,0.03149412317251074,-0.06549356143726014,-0.05299532682241086
two_concepts,plain4_w64_gap,release_default,12,centered_logit_fidelity,random,100,-0.05457697592461907,0.027875850013656528,-0.060108149338316846,-0.04904580251092129
two_concepts,plain4_w64_gap,release_default,13,centered_logit_fidelity,random,100,-0.03979427368760722,0.022601442924889758,-0.044278890305795134,-0.035309657069419305
two_concepts,plain4_w64_gap,release_default,14,centered_logit_fidelity,random,100,-0.018477949312391467,0.017717851572340307,-0.021993555455944436,-0.014962343168838498
two_concepts,plain4_w64_gap,release_default,15,centered_logit_fidelity,random,100,-0.0014962917615563667,0.006243894135344624,-0.0027352158202825485,-0.0002573677028301848
two_concepts,plain4_w64_gap,release_default,16,centered_logit_fidelity,random,100,0.0,0.0,0.0,0.0
two_concepts,plain4_w64_gap,retention_1,1,centered_logit_fidelity,random,100,-0.052113959970610725,0.03311649075226727,-0.058684990203381075,-0.045542929737840375
two_concepts,plain4_w64_gap,retention_1,2,centered_logit_fidelity,random,100,-0.11811394598922628,0.04725101384365218,-0.1274895722540482,-0.10873831972440437
two_concepts,plain4_w64_gap,retention_1,3,centered_logit_fidelity,random,100,-0.17491238432029094,0.05827940347563552,-0.18647628235076097,-0.1633484862898209
two_concepts,plain4_w64_gap,retention_1,4,centered_logit_fidelity,random,100,-0.21619829499600052,0.06956651605288265,-0.23000180103749435,-0.2023947889545067
two_concepts,plain4_w64_gap,retention_1,5,centered_logit_fidelity,random,100,-0.1412883105453697,0.061098945968262146,-0.15341166697679853,-0.12916495411394086
two_concepts,plain4_w64_gap,retention_1,6,centered_logit_fidelity,random,100,-0.09072154494722573,0.05555315805323064,-0.1017444967395637,-0.07969859315488775
two_concepts,plain4_w64_gap,retention_1,7,centered_logit_fidelity,random,100,-0.061567079933367255,0.04640324396293017,-0.07077449026135187,-0.052359669605382644
two_concepts,plain4_w64_gap,retention_1,8,centered_logit_fidelity,random,100,-0.057793070161731415,0.04244044550156001,-0.0662141753014389,-0.04937196502202393
two_concepts,plain4_w64_gap,retention_1,9,centered_logit_fidelity,random,100,-0.051500904765497096,0.04482960177774862,-0.06039607034352484,-0.042605739187469356
two_concepts,plain4_w64_gap,retention_1,10,centered_logit_fidelity,random,100,-0.05193257370375319,0.04003976249693871,-0.05987733125214518,-0.0439878161553612
two_concepts,plain4_w64_gap,retention_1,11,centered_logit_fidelity,random,100,-0.06513393940995613,0.03703126596159144,-0.0724817459759256,-0.05778613284398664
two_concepts,plain4_w64_gap,retention_1,12,centered_logit_fidelity,random,100,-0.07200485996677063,0.03409701173897769,-0.07877044683586268,-0.06523927309767857
two_concepts,plain4_w64_gap,retention_1,13,centered_logit_fidelity,random,100,-0.06242474914688627,0.03466862354187952,-0.0693037561988828,-0.05554574209488974
two_concepts,plain4_w64_gap,retention_1,14,centered_logit_fidelity,random,100,-0.04367001777443101,0.03047405861420167,-0.04971673214302472,-0.037623303405837305
two_concepts,plain4_w64_gap,retention_1,15,centered_logit_fidelity,random,100,0.0026668565688977063,0.00762661568245523,0.0011535705568614582,0.004180142580933954
two_concepts,plain4_w64_gap,retention_1,16,centered_logit_fidelity,random,100,0.0,0.0,0.0,0.0
two_concepts,plain4_w64_gmp,release_default,1,centered_logit_fidelity,random,100,0.00040736713200000165,0.020975200478914935,-0.0037545677033186536,0.004569301967318657
two_concepts,plain4_w64_gmp,release_default,2,centered_logit_fidelity,random,100,0.011241602211018853,0.02865180612562946,0.005556462270214701,0.016926742151823007
two_concepts,plain4_w64_gmp,release_default,3,centered_logit_fidelity,random,100,0.058279116903944904,0.027264360660186306,0.05286927624433415,0.06368895756355565
two_concepts,plain4_w64_gmp,release_default,4,centered_logit_fidelity,random,100,0.09281778950971088,0.026652796671670868,0.08752929641339935,0.09810628260602242
two_concepts,plain4_w64_gmp,release_default,5,centered_logit_fidelity,random,100,0.07530257272944475,0.027573492199063958,0.0698313936658629,0.08077375179302661
two_concepts,plain4_w64_gmp,release_default,6,centered_logit_fidelity,random,100,0.056509283512898065,0.025085492559716125,0.051531777555309695,0.061486789470486435
two_concepts,plain4_w64_gmp,release_default,7,centered_logit_fidelity,random,100,0.038600029332110965,0.024076070186870715,0.03382281467287364,0.04337724399134829
two_concepts,plain4_w64_gmp,release_default,8,centered_logit_fidelity,random,100,0.013053531770453231,0.024584214949346032,0.00817549016605957,0.017931573374846892
two_concepts,plain4_w64_gmp,release_default,9,centered_logit_fidelity,random,100,-0.008648488965286931,0.022491543965475952,-0.013111299245651789,-0.004185678684922074
two_concepts,plain4_w64_gmp,release_default,10,centered_logit_fidelity,random,100,-0.026351555529187512,0.02214674340963596,-0.030745949898770955,-0.02195716115960407
two_concepts,plain4_w64_gmp,release_default,11,centered_logit_fidelity,random,100,-0.04514417976648151,0.02491496496303814,-0.0500878493492657,-0.040200510183697316
two_concepts,plain4_w64_gmp,release_default,12,centered_logit_fidelity,random,100,-0.031777897580891085,0.014182571919030398,-0.03459202754277445,-0.02896376761900772
two_concepts,plain4_w64_gmp,release_default,13,centered_logit_fidelity,random,100,-0.023706916834472114,0.010515305279400158,-0.025793381533121308,-0.02162045213582292
