task,architecture,block,metric,delta
two_concepts,bn4_w16_gmp,6023,prob_input_effect_mpp,0.0028908252716064453
two_concepts,bn4_w16_gmp,6024,prob_input_effect_mpp,0.006845653057098389
two_concepts,bn4_w16_gmp,6025,prob_input_effect_mpp,0.003394573926925659
two_concepts,bn4_w16_gmp,6026,prob_input_effect_mpp,0.0031422078609466553
two_concepts,bn4_w16_gmp,6027,prob_input_effect_mpp,0.0013297498226165771
two_concepts,bn4_w16_gmp,6028,prob_input_effect_mpp,0.0028346478939056396
two_concepts,bn4_w16_gmp,6029,prob_input_effect_mpp,0.001871258020401001
two_concepts,bn4_w16_gmp,6030,prob_input_effect_mpp,0.009006738662719727
two_concepts,bn4_w16_gmp,6031,prob_input_effect_mpp,0.007756263017654419
two_concepts,bn4_w16_gmp,6032,prob_input_effect_mpp,0.0029774904251098633
two_concepts,bn4_w16_gmp,6033,prob_input_effect_mpp,0.0045087337493896484
two_concepts,bn4_w16_gmp,6034,prob_input_effect_mpp,0.0046308934688568115
two_concepts,bn4_w16_gmp,6035,prob_input_effect_mpp,0.002425968647003174
two_concepts,bn4_w16_gmp,6036,prob_input_effect_mpp,0.005669713020324707
two_concepts,bn4_w16_gmp,6037,prob_input_effect_mpp,0.0024702250957489014
two_concepts,bn4_w16_gmp,6038,prob_input_effect_mpp,0.005711913108825684
two_concepts,bn4_w16_gmp,6039,prob_input_effect_mpp,9.918212890625e-05
two_concepts,bn4_w16_gmp,6040,prob_input_effect_mpp,0.0011128485202789307
two_concepts,bn4_w16_gmp,6041,prob_input_effect_mpp,0.0025564730167388916
two_concepts,bn4_w16_gmp,6042,prob_input_effect_mpp,0.0013632774353027344
two_concepts,bn4_w16_gmp,6043,prob_input_effect_mpp,0.0038129091262817383
two_concepts,bn4_w16_gmp,6044,prob_input_effect_mpp,0.0010227560997009277
two_concepts,bn4_w16_gmp,6045,prob_input_effect_mpp,0.004683166742324829
two_concepts,bn4_w16_gmp,6046,prob_input_effect_mpp,0.002058476209640503
two_concepts,bn4_w16_gmp,6047,prob_input_effect_mpp,0.004985630512237549
two_concepts,bn4_w16_gmp,6048,prob_input_effect_mpp,-0.0030741989612579346
two_concepts,bn4_w16_gmp,6049,prob_input_effect_mpp,0.0005983114242553711
two_concepts,bn4_w16_gmp,6050,prob_input_effect_mpp,0.0012521743774414062
two_concepts,bn4_w16_gmp,6051,prob_input_effect_mpp,0.002485215663909912
two_concepts,bn4_w16_gmp,6052,prob_input_effect_mpp,0.0033097565174102783
two_concepts,bn4_w16_gmp,6053,prob_input_effect_mpp,-0.0021247267723083496
two_concepts,bn4_w16_gmp,6054,prob_input_effect_mpp,0.002286761999130249
two_concepts,bn4_w16_gmp,6055,prob_input_effect_mpp,0.0013531148433685303
two_concepts,bn4_w16_gmp,6056,prob_input_effect_mpp,0.006020247936248779
two_concepts,bn4_w16_gmp,6057,prob_input_effect_mpp,-0.0010619759559631348
two_concepts,bn4_w16_gmp,6058,prob_input_effect_mpp,0.0036894679069519043
two_concepts,bn4_w16_gmp,6059,prob_input_effect_mpp,0.003581404685974121
two_concepts,bn4_w16_gmp,6060,prob_input_effect_mpp,0.009225934743881226
two_concepts,bn4_w16_gmp,6061,prob_input_effect_mpp,-0.002137690782546997
two_concepts,bn4_w16_gmp,6062,prob_input_effect_mpp,0.005951434373855591
two_concepts,bn4_w16_gmp,6063,prob_input_effect_mpp,0.004141181707382202
two_concepts,bn4_w16_gmp,6064,prob_input_effect_mpp,0.0023384690284729004
two_concepts,bn4_w16_gmp,6065,prob_input_effect_mpp,0.00660473108291626
two_concepts,bn4_w16_gmp,6066,prob_input_effect_mpp,0.006181299686431885
two_concepts,bn4_w16_gmp,6067,prob_input_effect_mpp,0.00221213698387146
two_concepts,bn4_w16_gmp,6068,prob_input_effect_mpp,-0.002076774835586548
two_concepts,bn4_w16_gmp,6069,prob_input_effect_mpp,0.0012253522872924805
two_concepts,bn4_w16_gmp,6070,prob_input_effect_mpp,0.006164103746414185
two_concepts,bn4_w16_gmp,6071,prob_input_effect_mpp,0.00014829635620117188
two_concepts,bn4_w16_gmp,6072,prob_input_effect_mpp,0.002288609743118286
two_concepts,bn4_w16_gmp,6073,prob_input_effect_mpp,0.0017940402030944824
two_concepts,bn4_w16_gmp,6074,prob_input_effect_mpp,-0.0008405447006225586
two_concepts,bn4_w16_gmp,6075,prob_input_effect_mpp,0.0032459795475006104
two_concepts,bn4_w16_gmp,6076,prob_input_effect_mpp,0.0008259117603302002
two_concepts,bn4_w16_gmp,6077,prob_input_effect_mpp,0.008823484182357788
two_concepts,bn4_w16_gmp,6078,prob_input_effect_mpp,0.0035661160945892334
two_concepts,bn4_w16_gmp,6079,prob_input_effect_mpp,0.0026350021362304688
two_concepts,bn4_w16_gmp,6080,prob_input_effect_mpp,0.0021628737449645996
two_concepts,bn4_w16_gmp,6081,prob_input_effect_mpp,0.006290227174758911
two_concepts,bn4_w16_gmp,6082,prob_input_effect_mpp,0.0030293166637420654
two_concepts,bn4_w16_gmp,6083,prob_input_effect_mpp,0.0052120983600616455
two_concepts,bn4_w16_gmp,6084,prob_input_effect_mpp,0.0012957453727722168
two_concepts,bn4_w16_gmp,6085,prob_input_effect_mpp,-0.0005280375480651855
two_concepts,bn4_w16_gmp,6086,prob_input_effect_mpp,0.002121657133102417
two_concepts,bn4_w16_gmp,6087,prob_input_effect_mpp,0.0073320865631103516
two_concepts,bn4_w16_gmp,6088,prob_input_effect_mpp,-0.0015561878681182861
two_concepts,bn4_w16_gmp,6089,prob_input_effect_mpp,0.0042022764682769775
two_concepts,bn4_w16_gmp,6090,prob_input_effect_mpp,-0.0012184977531433105
two_concepts,bn4_w16_gmp,6091,prob_input_effect_mpp,0.0031086504459381104
two_concepts,bn4_w16_gmp,6092,prob_input_effect_mpp,0.0014535784721374512
two_concepts,bn4_w16_gmp,6093,prob_input_effect_mpp,0.0067327022552490234
two_concepts,bn4_w16_gmp,6094,prob_input_effect_mpp,0.003330707550048828
two_concepts,bn4_w16_gmp,6095,prob_input_effect_mpp,0.004069030284881592
two_concepts,bn4_w16_gmp,6096,prob_input_effect_mpp,0.0013734400272369385
two_concepts,bn4_w16_gmp,6097,prob_input_effect_mpp,0.0015332400798797607
two_concepts,bn4_w16_gmp,6098,prob_input_effect_mpp,0.0029058456420898438
two_concepts,bn4_w16_gmp,6099,prob_input_effect_mpp,0.0036330223083496094
two_concepts,plain2_w16_gap,6000,prob_input_effect_mpp,0.6558812484145164
two_concepts,plain2_w16_gap,6001,prob_input_effect_mpp,0.7682060152292252
two_concepts,plain2_w16_gap,6002,prob_input_effect_mpp,0.7977951020002365
two_concepts,plain2_w16_gap,6003,prob_input_effect_mpp,0.8204759359359741
two_concepts,plain2_w16_gap,6004,prob_input_effect_mpp,0.8186902403831482
two_concepts,plain2_w16_gap,6005,prob_input_effect_mpp,0.7424952685832977
two_concepts,plain2_w16_gap,6006,prob_input_effect_mpp,0.788736566901207
two_concepts,plain2_w16_gap,6007,prob_input_effect_mpp,0.7073308527469635
two_concepts,plain2_w16_gap,6008,prob_input_effect_mpp,0.7666873037815094
two_concepts,plain2_w16_gap,6009,prob_input_effect_mpp,0.7390843629837036
two_concepts,plain2_w16_gap,6010,prob_input_effect_mpp,0.6894014850258827
two_concepts,plain2_w16_gap,6011,prob_input_effect_mpp,0.7318412512540817
two_concepts,plain2_w16_gap,6012,prob_input_effect_mpp,0.7918263673782349
two_concepts,plain2_w16_gap,6013,prob_input_effect_mpp,0.7706010490655899
two_concepts,plain2_w16_gap,6014,prob_input_effect_mpp,0.7112527266144753
two_concepts,plain2_w16_gap,6015,prob_input_effect_mpp,0.7177031561732292
two_concepts,plain2_w16_gap,6016,prob_input_effect_mpp,0.6848656833171844
two_concepts,plain2_w16_gap,6017,prob_input_effect_mpp,0.6929503977298737
two_concepts,plain2_w16_gap,6018,prob_input_effect_mpp,0.7247257307171822
two_concepts,plain2_w16_gap,6019,prob_input_effect_mpp,0.7699001282453537
two_concepts,plain2_w16_gap,6020,prob_input_effect_mpp,0.6907731294631958
two_concepts,plain2_w16_gap,6021,prob_input_effect_mpp,0.6068479120731354
two_concepts,plain2_w16_gap,6022,prob_input_effect_mpp,0.6342153549194336
two_concepts,plain2_w16_gap,6023,prob_input_effect_mpp,0.7670736163854599
two_concepts,plain2_w16_gap,6024,prob_input_effect_mpp,0.6965517103672028
two_concepts,plain2_w16_gap,6025,prob_input_effect_mpp,0.7105861306190491
two_concepts,plain2_w16_gap,6026,prob_input_effect_mpp,0.7652222961187363
two_concepts,plain2_w16_gap,6027,prob_input_effect_mpp,0.8160977736115456
two_concepts,plain2_w16_gap,6028,prob_input_effect_mpp,0.7405104041099548
two_concepts,plain2_w16_gap,6029,prob_input_effect_mpp,0.6432218551635742
two_concepts,plain2_w16_gap,6030,prob_input_effect_mpp,0.7934577167034149
two_concepts,plain2_w16_gap,6031,prob_input_effect_mpp,0.7697998881340027
two_concepts,plain2_w16_gap,6032,prob_input_effect_mpp,0.7428207024931908
two_concepts,plain2_w16_gap,6033,prob_input_effect_mpp,0.7068037539720535
two_concepts,plain2_w16_gap,6034,prob_input_effect_mpp,0.771626204252243
two_concepts,plain2_w16_gap,6035,prob_input_effect_mpp,0.6697789207100868
two_concepts,plain2_w16_gap,6036,prob_input_effect_mpp,0.7082788497209549
two_concepts,plain2_w16_gap,6037,prob_input_effect_mpp,0.855090007185936
two_concepts,plain2_w16_gap,6038,prob_input_effect_mpp,0.7464437037706375
two_concepts,plain2_w16_gap,6039,prob_input_effect_mpp,0.6993754059076309
two_concepts,plain2_w16_gap,6040,prob_input_effect_mpp,0.7056196331977844
two_concepts,plain2_w16_gap,6041,prob_input_effect_mpp,0.7104537338018417
two_concepts,plain2_w16_gap,6042,prob_input_effect_mpp,0.7146950215101242
two_concepts,plain2_w16_gap,6043,prob_input_effect_mpp,0.7773163020610809
two_concepts,plain2_w16_gap,6044,prob_input_effect_mpp,0.7591093927621841
two_concepts,plain2_w16_gap,6045,prob_input_effect_mpp,0.7490179613232613
two_concepts,plain2_w16_gap,6046,prob_input_effect_mpp,0.7378908693790436
two_concepts,plain2_w16_gap,6047,prob_input_effect_mpp,0.7044554352760315
two_concepts,plain2_w16_gap,6048,prob_input_effect_mpp,0.7922459989786148
two_concepts,plain2_w16_gap,6049,prob_input_effect_mpp,0.8376702219247818
two_concepts,plain2_w16_gap,6050,prob_input_effect_mpp,0.8489632904529572
two_concepts,plain2_w16_gap,6051,prob_input_effect_mpp,0.8110024929046631
two_concepts,plain2_w16_gap,6052,prob_input_effect_mpp,0.8002067357301712
two_concepts,plain2_w16_gap,6053,prob_input_effect_mpp,0.6309449821710587
two_concepts,plain2_w16_gap,6054,prob_input_effect_mpp,0.8196583688259125
two_concepts,plain2_w16_gap,6055,prob_input_effect_mpp,0.7636474221944809
two_concepts,plain2_w16_gap,6056,prob_input_effect_mpp,0.7431364953517914
two_concepts,plain2_w16_gap,6057,prob_input_effect_mpp,0.8133424073457718
two_concepts,plain2_w16_gap,6058,prob_input_effect_mpp,0.7464375644922256
two_concepts,plain2_w16_gap,6059,prob_input_effect_mpp,0.6501349210739136
two_concepts,plain2_w16_gap,6060,prob_input_effect_mpp,0.8686651140451431
two_concepts,plain2_w16_gap,6061,prob_input_effect_mpp,0.7198693752288818
two_concepts,plain2_w16_gap,6062,prob_input_effect_mpp,0.6553258299827576
two_concepts,plain2_w16_gap,6063,prob_input_effect_mpp,0.7684038579463959
two_concepts,plain2_w16_gap,6064,prob_input_effect_mpp,0.6652444675564766
two_concepts,plain2_w16_gap,6065,prob_input_effect_mpp,0.6930878981947899
two_concepts,plain2_w16_gap,6066,prob_input_effect_mpp,0.7338826209306717
two_concepts,plain2_w16_gap,6067,prob_input_effect_mpp,0.6982231885194778
two_concepts,plain2_w16_gap,6068,prob_input_effect_mpp,0.8063163608312607
two_concepts,plain2_w16_gap,6069,prob_input_effect_mpp,0.7948100343346596
two_concepts,plain2_w16_gap,6070,prob_input_effect_mpp,0.783069521188736
two_concepts,plain2_w16_gap,6071,prob_input_effect_mpp,0.6988575011491776
two_concepts,plain2_w16_gap,6072,prob_input_effect_mpp,0.7580178678035736
two_concepts,plain2_w16_gap,6073,prob_input_effect_mpp,0.6943046897649765
two_concepts,plain2_w16_gap,6074,prob_input_effect_mpp,0.705248162150383
two_concepts,plain2_w16_gap,6075,prob_input_effect_mpp,0.7534029185771942
two_concepts,plain2_w16_gap,6076,prob_input_effect_mpp,0.7817123085260391
two_concepts,plain2_w16_gap,6077,prob_input_effect_mpp,0.7211587429046631
two_concepts,plain2_w16_gap,6078,prob_input_effect_mpp,0.712539404630661
two_concepts,plain2_w16_gap,6079,prob_input_effect_mpp,0.7812461256980896
two_concepts,plain2_w16_gap,6080,prob_input_effect_mpp,0.6449760496616364
two_concepts,plain2_w16_gap,6081,prob_input_effect_mpp,0.6721287369728088
two_concepts,plain2_w16_gap,6082,prob_input_effect_mpp,0.7309677600860596
two_concepts,plain2_w16_gap,6083,prob_input_effect_mpp,0.6449344679713249
two_concepts,plain2_w16_gap,6084,prob_input_effect_mpp,0.7057819217443466
two_concepts,plain2_w16_gap,6085,prob_input_effect_mpp,0.7212745547294617
two_concepts,plain2_w16_gap,6086,prob_input_effect_mpp,0.8934800028800964
two_concepts,plain2_w16_gap,6087,prob_input_effect_mpp,0.7202687859535217
two_concepts,plain2_w16_gap,6088,prob_input_effect_mpp,0.7448212951421738
two_concepts,plain2_w16_gap,6089,prob_input_effect_mpp,0.7687396556138992
two_concepts,plain2_w16_gap,6090,prob_input_effect_mpp,0.8056264519691467
two_concepts,plain2_w16_gap,6091,prob_input_effect_mpp,0.7927257120609283
two_concepts,plain2_w16_gap,6092,prob_input_effect_mpp,0.7493607103824615
two_concepts,plain2_w16_gap,6093,prob_input_effect_mpp,0.7807135730981827
two_concepts,plain2_w16_gap,6094,prob_input_effect_mpp,0.7811092138290405
two_concepts,plain2_w16_gap,6095,prob_input_effect_mpp,0.7533977776765823
two_concepts,plain2_w16_gap,6096,prob_input_effect_mpp,0.778637245297432
two_concepts,plain2_w16_gap,6097,prob_input_effect_mpp,0.6631956249475479
two_concepts,plain2_w16_gap,6098,prob_input_effect_mpp,0.7344266921281815
two_concepts,plain2_w16_gap,6099,prob_input_effect_mpp,0.7795133963227272
two_concepts,plain2_w16_gmp,6000,prob_input_effect_mpp,0.05952709913253784
two_concepts,plain2_w16_gmp,6001,prob_input_effect_mpp,0.040661901235580444
two_concepts,plain2_w16_gmp,6002,prob_input_effect_mpp,0.055632442235946655
two_concepts,plain2_w16_gmp,6003,prob_input_effect_mpp,0.04710540175437927
two_concepts,plain2_w16_gmp,6004,prob_input_effect_mpp,0.04444688558578491
two_concepts,plain2_w16_gmp,6005,prob_input_effect_mpp,0.04357793927192688
two_concepts,plain2_w16_gmp,6006,prob_input_effect_mpp,0.07470878958702087
two_concepts,plain2_w16_gmp,6007,prob_input_effect_mpp,0.07116621732711792
two_concepts,plain2_w16_gmp,6008,prob_input_effect_mpp,0.06009572744369507
two_concepts,plain2_w16_gmp,6009,prob_input_effect_mpp,0.05578351020812988
two_concepts,plain2_w16_gmp,6010,prob_input_effect_mpp,0.047343701124191284
two_concepts,plain2_w16_gmp,6011,prob_input_effect_mpp,0.051290303468704224
two_concepts,plain2_w16_gmp,6012,prob_input_effect_mpp,0.05447947978973389
two_concepts,plain2_w16_gmp,6013,prob_input_effect_mpp,0.06598499417304993
two_concepts,plain2_w16_gmp,6014,prob_input_effect_mpp,0.058323025703430176
two_concepts,plain2_w16_gmp,6015,prob_input_effect_mpp,0.0653347373008728
two_concepts,plain2_w16_gmp,6016,prob_input_effect_mpp,0.052526623010635376
two_concepts,plain2_w16_gmp,6017,prob_input_effect_mpp,0.05819588899612427
two_concepts,plain2_w16_gmp,6018,prob_input_effect_mpp,0.05205318331718445
two_concepts,plain2_w16_gmp,6019,prob_input_effect_mpp,0.04920119047164917
two_concepts,plain2_w16_gmp,6020,prob_input_effect_mpp,0.0793125331401825
two_concepts,plain2_w16_gmp,6021,prob_input_effect_mpp,0.07109564542770386
two_concepts,plain2_w16_gmp,6022,prob_input_effect_mpp,0.08131071925163269
two_concepts,plain2_w16_gmp,6023,prob_input_effect_mpp,0.07488462328910828
two_concepts,plain2_w16_gmp,6024,prob_input_effect_mpp,0.0625830590724945
two_concepts,plain2_w16_gmp,6025,prob_input_effect_mpp,0.04828381538391113
two_concepts,plain2_w16_gmp,6026,prob_input_effect_mpp,0.05429533123970032
two_concepts,plain2_w16_gmp,6027,prob_input_effect_mpp,0.07371866703033447
two_concepts,plain2_w16_gmp,6028,prob_input_effect_mpp,0.03352123498916626
two_concepts,plain2_w16_gmp,6029,prob_input_effect_mpp,0.054441750049591064
two_concepts,plain2_w16_gmp,6030,prob_input_effect_mpp,0.08087685704231262
two_concepts,plain2_w16_gmp,6031,prob_input_effect_mpp,0.07948422431945801
two_concepts,plain2_w16_gmp,6032,prob_input_effect_mpp,0.06456539034843445
two_concepts,plain2_w16_gmp,6033,prob_input_effect_mpp,0.07003161311149597
two_concepts,plain2_w16_gmp,6034,prob_input_effect_mpp,0.06322211027145386
two_concepts,plain2_w16_gmp,6035,prob_input_effect_mpp,0.08814692497253418
two_concepts,plain2_w16_gmp,6036,prob_input_effect_mpp,0.07882195711135864
two_concepts,plain2_w16_gmp,6037,prob_input_effect_mpp,0.03757971525192261
two_concepts,plain2_w16_gmp,6038,prob_input_effect_mpp,0.0556207001209259
two_concepts,plain2_w16_gmp,6039,prob_input_effect_mpp,0.0718306303024292
two_concepts,plain2_w16_gmp,6040,prob_input_effect_mpp,0.05325397849082947
two_concepts,plain2_w16_gmp,6041,prob_input_effect_mpp,0.05630156397819519
two_concepts,plain2_w16_gmp,6042,prob_input_effect_mpp,0.07206332683563232
two_concepts,plain2_w16_gmp,6043,prob_input_effect_mpp,0.04930824041366577
two_concepts,plain2_w16_gmp,6044,prob_input_effect_mpp,0.05204707384109497
two_concepts,plain2_w16_gmp,6045,prob_input_effect_mpp,0.06387624144554138
two_concepts,plain2_w16_gmp,6046,prob_input_effect_mpp,0.060959070920944214
two_concepts,plain2_w16_gmp,6047,prob_input_effect_mpp,0.06545987725257874
two_concepts,plain2_w16_gmp,6048,prob_input_effect_mpp,0.06205642223358154
two_concepts,plain2_w16_gmp,6049,prob_input_effect_mpp,0.039882004261016846
two_concepts,plain2_w16_gmp,6050,prob_input_effect_mpp,0.053954899311065674
two_concepts,plain2_w16_gmp,6051,prob_input_effect_mpp,0.04816564917564392
two_concepts,plain2_w16_gmp,6052,prob_input_effect_mpp,0.06110447645187378
two_concepts,plain2_w16_gmp,6053,prob_input_effect_mpp,0.07417303323745728
two_concepts,plain2_w16_gmp,6054,prob_input_effect_mpp,0.048127681016922
two_concepts,plain2_w16_gmp,6055,prob_input_effect_mpp,0.04906633496284485
two_concepts,plain2_w16_gmp,6056,prob_input_effect_mpp,0.06977707147598267
two_concepts,plain2_w16_gmp,6057,prob_input_effect_mpp,0.05215933918952942
two_concepts,plain2_w16_gmp,6058,prob_input_effect_mpp,0.0798390805721283
two_concepts,plain2_w16_gmp,6059,prob_input_effect_mpp,0.04806038737297058
two_concepts,plain2_w16_gmp,6060,prob_input_effect_mpp,0.045185238122940063
two_concepts,plain2_w16_gmp,6061,prob_input_effect_mpp,0.08398839831352234
two_concepts,plain2_w16_gmp,6062,prob_input_effect_mpp,0.07330906391143799
two_concepts,plain2_w16_gmp,6063,prob_input_effect_mpp,0.06005778908729553
two_concepts,plain2_w16_gmp,6064,prob_input_effect_mpp,0.05360403656959534
two_concepts,plain2_w16_gmp,6065,prob_input_effect_mpp,0.07150205969810486
two_concepts,plain2_w16_gmp,6066,prob_input_effect_mpp,0.05584600567817688
two_concepts,plain2_w16_gmp,6067,prob_input_effect_mpp,0.06228750944137573
two_concepts,plain2_w16_gmp,6068,prob_input_effect_mpp,0.0707564651966095
two_concepts,plain2_w16_gmp,6069,prob_input_effect_mpp,0.04953470826148987
two_concepts,plain2_w16_gmp,6070,prob_input_effect_mpp,0.07517632842063904
two_concepts,plain2_w16_gmp,6071,prob_input_effect_mpp,0.060193270444869995
two_concepts,plain2_w16_gmp,6072,prob_input_effect_mpp,0.07298040390014648
two_concepts,plain2_w16_gmp,6073,prob_input_effect_mpp,0.0790683925151825
two_concepts,plain2_w16_gmp,6074,prob_input_effect_mpp,0.0492977499961853
two_concepts,plain2_w16_gmp,6075,prob_input_effect_mpp,0.04476875066757202
two_concepts,plain2_w16_gmp,6076,prob_input_effect_mpp,0.07019731402397156
two_concepts,plain2_w16_gmp,6077,prob_input_effect_mpp,0.07167711853981018
two_concepts,plain2_w16_gmp,6078,prob_input_effect_mpp,0.05266439914703369
two_concepts,plain2_w16_gmp,6079,prob_input_effect_mpp,0.06023874878883362
two_concepts,plain2_w16_gmp,6080,prob_input_effect_mpp,0.06838694214820862
two_concepts,plain2_w16_gmp,6081,prob_input_effect_mpp,0.06107813119888306
two_concepts,plain2_w16_gmp,6082,prob_input_effect_mpp,0.04880315065383911
two_concepts,plain2_w16_gmp,6083,prob_input_effect_mpp,0.06609407067298889
two_concepts,plain2_w16_gmp,6084,prob_input_effect_mpp,0.05258437991142273
two_concepts,plain2_w16_gmp,6085,prob_input_effect_mpp,0.06398633122444153
two_concepts,plain2_w16_gmp,6086,prob_input_effect_mpp,0.05644121766090393
two_concepts,plain2_w16_gmp,6087,prob_input_effect_mpp,0.10420507192611694
two_concepts,plain2_w16_gmp,6088,prob_input_effect_mpp,0.061525195837020874
two_concepts,plain2_w16_gmp,6089,prob_input_effect_mpp,0.06009146571159363
two_concepts,plain2_w16_gmp,6090,prob_input_effect_mpp,0.05254122614860535
two_concepts,plain2_w16_gmp,6091,prob_input_effect_mpp,0.0740441083908081
two_concepts,plain2_w16_gmp,6092,prob_input_effect_mpp,0.05570727586746216
two_concepts,plain2_w16_gmp,6093,prob_input_effect_mpp,0.068695068359375
two_concepts,plain2_w16_gmp,6094,prob_input_effect_mpp,0.0569990873336792
two_concepts,plain2_w16_gmp,6095,prob_input_effect_mpp,0.06970971822738647
two_concepts,plain2_w16_gmp,6096,prob_input_effect_mpp,0.05329090356826782
two_concepts,plain2_w16_gmp,6097,prob_input_effect_mpp,0.05310523509979248
two_concepts,plain2_w16_gmp,6098,prob_input_effect_mpp,0.06256648898124695
two_concepts,plain2_w16_gmp,6099,prob_input_effect_mpp,0.06478321552276611
two_concepts,plain2_w64_gap,6000,prob_input_effect_mpp,0.5949759632349014
two_concepts,plain2_w64_gap,6001,prob_input_effect_mpp,0.5775995254516602
two_concepts,plain2_w64_gap,6002,prob_input_effect_mpp,0.6041224598884583
two_concepts,plain2_w64_gap,6003,prob_input_effect_mpp,0.5724337995052338
two_concepts,plain2_w64_gap,6004,prob_input_effect_mpp,0.5871968120336533
two_concepts,plain2_w64_gap,6005,prob_input_effect_mpp,0.5839897096157074
two_concepts,plain2_w64_gap,6006,prob_input_effect_mpp,0.6048145443201065
two_concepts,plain2_w64_gap,6007,prob_input_effect_mpp,0.508224368095398
two_concepts,plain2_w64_gap,6008,prob_input_effect_mpp,0.629040852189064
two_concepts,plain2_w64_gap,6009,prob_input_effect_mpp,0.5137360095977783
two_concepts,plain2_w64_gap,6010,prob_input_effect_mpp,0.5975398570299149
two_concepts,plain2_w64_gap,6011,prob_input_effect_mpp,0.5716450065374374
two_concepts,plain2_w64_gap,6012,prob_input_effect_mpp,0.6366976052522659
two_concepts,plain2_w64_gap,6013,prob_input_effect_mpp,0.6439781934022903
two_concepts,plain2_w64_gap,6014,prob_input_effect_mpp,0.6491192132234573
two_concepts,plain2_w64_gap,6015,prob_input_effect_mpp,0.6073049306869507
two_concepts,plain2_w64_gap,6016,prob_input_effect_mpp,0.6498364508152008
two_concepts,plain2_w64_gap,6017,prob_input_effect_mpp,0.6688313782215118
two_concepts,plain2_w64_gap,6018,prob_input_effect_mpp,0.5312792956829071
two_concepts,plain2_w64_gap,6019,prob_input_effect_mpp,0.5828459560871124
two_concepts,plain2_w64_gap,6020,prob_input_effect_mpp,0.5169196575880051
two_concepts,plain2_w64_gap,6021,prob_input_effect_mpp,0.5708324760198593
two_concepts,plain2_w64_gap,6022,prob_input_effect_mpp,0.5230665653944016
two_concepts,plain2_w64_gap,6023,prob_input_effect_mpp,0.5883559584617615
two_concepts,plain2_w64_gap,6024,prob_input_effect_mpp,0.580192044377327
two_concepts,plain2_w64_gap,6025,prob_input_effect_mpp,0.5366998016834259
two_concepts,plain2_w64_gap,6026,prob_input_effect_mpp,0.49650488793849945
two_concepts,plain2_w64_gap,6027,prob_input_effect_mpp,0.5590929985046387
two_concepts,plain2_w64_gap,6028,prob_input_effect_mpp,0.6095184981822968
two_concepts,plain2_w64_gap,6029,prob_input_effect_mpp,0.5624768435955048
two_concepts,plain2_w64_gap,6030,prob_input_effect_mpp,0.5514224022626877
two_concepts,plain2_w64_gap,6031,prob_input_effect_mpp,0.5674718022346497
two_concepts,plain2_w64_gap,6032,prob_input_effect_mpp,0.5881787985563278
two_concepts,plain2_w64_gap,6033,prob_input_effect_mpp,0.5316601991653442
two_concepts,plain2_w64_gap,6034,prob_input_effect_mpp,0.6250250190496445
two_concepts,plain2_w64_gap,6035,prob_input_effect_mpp,0.6197875440120697
two_concepts,plain2_w64_gap,6036,prob_input_effect_mpp,0.5944345444440842
two_concepts,plain2_w64_gap,6037,prob_input_effect_mpp,0.6760243624448776
two_concepts,plain2_w64_gap,6038,prob_input_effect_mpp,0.5630602985620499
two_concepts,plain2_w64_gap,6039,prob_input_effect_mpp,0.5494420528411865
two_concepts,plain2_w64_gap,6040,prob_input_effect_mpp,0.5739762485027313
two_concepts,plain2_w64_gap,6041,prob_input_effect_mpp,0.5944867134094238
two_concepts,plain2_w64_gap,6042,prob_input_effect_mpp,0.5498748570680618
two_concepts,plain2_w64_gap,6043,prob_input_effect_mpp,0.5407443642616272
two_concepts,plain2_w64_gap,6044,prob_input_effect_mpp,0.6076136827468872
two_concepts,plain2_w64_gap,6045,prob_input_effect_mpp,0.5486150979995728
two_concepts,plain2_w64_gap,6046,prob_input_effect_mpp,0.6104847490787506
two_concepts,plain2_w64_gap,6047,prob_input_effect_mpp,0.5473830699920654
two_concepts,plain2_w64_gap,6048,prob_input_effect_mpp,0.5567429810762405
two_concepts,plain2_w64_gap,6049,prob_input_effect_mpp,0.5794033855199814
two_concepts,plain2_w64_gap,6050,prob_input_effect_mpp,0.5972380489110947
two_concepts,plain2_w64_gap,6051,prob_input_effect_mpp,0.630451962351799
two_concepts,plain2_w64_gap,6052,prob_input_effect_mpp,0.6589121520519257
two_concepts,plain2_w64_gap,6053,prob_input_effect_mpp,0.5118174254894257
two_concepts,plain2_w64_gap,6054,prob_input_effect_mpp,0.6300675421953201
two_concepts,plain2_w64_gap,6055,prob_input_effect_mpp,0.5622496604919434
two_concepts,plain2_w64_gap,6056,prob_input_effect_mpp,0.5368092060089111
two_concepts,plain2_w64_gap,6057,prob_input_effect_mpp,0.6359146237373352
two_concepts,plain2_w64_gap,6058,prob_input_effect_mpp,0.5857494324445724
two_concepts,plain2_w64_gap,6059,prob_input_effect_mpp,0.6160190999507904
two_concepts,plain2_w64_gap,6060,prob_input_effect_mpp,0.6047802716493607
two_concepts,plain2_w64_gap,6061,prob_input_effect_mpp,0.5839982330799103
two_concepts,plain2_w64_gap,6062,prob_input_effect_mpp,0.5829633623361588
two_concepts,plain2_w64_gap,6063,prob_input_effect_mpp,0.5593206584453583
two_concepts,plain2_w64_gap,6064,prob_input_effect_mpp,0.5230974704027176
two_concepts,plain2_w64_gap,6065,prob_input_effect_mpp,0.586492583155632
two_concepts,plain2_w64_gap,6066,prob_input_effect_mpp,0.5582307875156403
