task,architecture,metric,n_blocks,mean_within_block_init_sd,median_within_block_init_sd,max_within_block_init_sd
single_shape,plain4_w16_gmp,prob_error_reduction,100,0.05062422931285011,0.0465351834322303,0.1371772129123941
single_shape,plain4_w16_gmp,prob_fidelity,100,0.025351368637972837,0.02351674609706296,0.06873279339800167
single_shape,plain4_w16_gmp,raw_logit_error_reduction,100,50.804631200685506,43.554597794391604,330.3367754924414
single_shape,plain4_w16_gmp,raw_logit_fidelity,100,0.020121353039738908,0.017518655482109083,0.06511578519029829
single_shape,plain4_w64_gap,agreement,100,0.08144029078963327,0.07685477952784699,0.22005490965393482
single_shape,plain4_w64_gap,centered_logit_error_reduction,100,525.2327020342914,489.40592046497414,1727.8190809081013
single_shape,plain4_w64_gap,centered_logit_fidelity,100,0.15559290898225267,0.13641098917241112,0.4515799374403109
single_shape,plain4_w64_gap,cf_accuracy,100,0.08254631183342971,0.07653840440706897,0.22737826514347803
single_shape,plain4_w64_gap,prob_error_reduction,100,0.16519286050341717,0.15550662699637152,0.48964411886734854
single_shape,plain4_w64_gap,prob_fidelity,100,0.08498451043326045,0.0829667242408604,0.2534267308760085
single_shape,plain4_w64_gap,raw_logit_error_reduction,100,555.243664181236,505.4782949560022,1813.0712202610607
single_shape,plain4_w64_gap,raw_logit_fidelity,100,0.15251953412275993,0.1356687078660609,0.4407397621804136
single_shape,plain4_w64_gmp,agreement,100,0.00804196720162498,0.005636620545154154,0.05940168039407894
single_shape,plain4_w64_gmp,centered_logit_error_reduction,100,17.04750715735138,15.375468813677738,39.70156618103677
single_shape,plain4_w64_gmp,centered_logit_fidelity,100,0.0045148753125532175,0.003464616354429395,0.015537911282778125
single_shape,plain4_w64_gmp,cf_accuracy,100,0.008049615300366932,0.005636620545154154,0.05940168039407894
single_shape,plain4_w64_gmp,prob_error_reduction,100,0.014413570747855464,0.0095136399267051,0.10238862409588156
single_shape,plain4_w64_gmp,prob_fidelity,100,0.007213692939316421,0.0047688947012107935,0.051645177312362685
single_shape,plain4_w64_gmp,raw_logit_error_reduction,100,17.685766858947158,15.688674824404956,48.73294160279642
single_shape,plain4_w64_gmp,raw_logit_fidelity,100,0.004530083997631344,0.0035173017468774753,0.015563048271600533
single_shape,res4_w16_gap,agreement,100,0.08656521779615135,0.08668953890688963,0.17617975740477207
single_shape,res4_w16_gap,centered_logit_error_reduction,100,524.0825181540712,427.0335068799307,2332.4143197925137
single_shape,res4_w16_gap,centered_logit_fidelity,100,0.19029581014557287,0.15303559824032015,0.5651186078775071
single_shape,res4_w16_gap,cf_accuracy,100,0.08708228339871704,0.08647089972789251,0.17520271352509775
single_shape,res4_w16_gap,prob_error_reduction,100,0.17079997282970902,0.16891695292732006,0.34069645041723007
single_shape,res4_w16_gap,prob_fidelity,100,0.08814982273468715,0.08634923384130133,0.18500124966321
single_shape,res4_w16_gap,raw_logit_error_reduction,100,555.2944851496176,466.0267377046631,2616.172250056571
single_shape,res4_w16_gap,raw_logit_fidelity,100,0.1807138200151838,0.1446570501194937,0.5326357499576719
single_shape,res4_w16_gmp,agreement,100,0.021710831754963678,0.021600818430915773,0.04720651380847201
single_shape,res4_w16_gmp,centered_logit_error_reduction,100,31.418135229455164,25.645231196317997,159.5106336316184
single_shape,res4_w16_gmp,centered_logit_fidelity,100,0.015765332616868064,0.013231108411014436,0.037776642309966496
single_shape,res4_w16_gmp,cf_accuracy,100,0.021705126065556305,0.021600822716128468,0.047206513769404226
single_shape,res4_w16_gmp,prob_error_reduction,100,0.041249870997516966,0.04033851445056942,0.08732398937173234
single_shape,res4_w16_gmp,prob_fidelity,100,0.02066144057536841,0.020135859026747922,0.04373064439452714
single_shape,res4_w16_gmp,raw_logit_error_reduction,100,34.08864980082264,27.402075722499795,217.28718398618716
single_shape,res4_w16_gmp,raw_logit_fidelity,100,0.01546795175639291,0.01342374678105914,0.0370073079909284
single_shape,tiny_gap,agreement,100,0.056509929173288474,0.05700001527762392,0.11578600417521923
single_shape,tiny_gap,centered_logit_error_reduction,100,1.6614485520099507,1.4814220516888867,4.590903323539275
single_shape,tiny_gap,centered_logit_fidelity,100,0.03482177285300346,0.032663737936873154,0.07435161886472698
single_shape,tiny_gap,cf_accuracy,100,0.05933567787996245,0.059591475334110224,0.11754863090548749
single_shape,tiny_gap,prob_error_reduction,100,0.06274525900804692,0.05943652056771616,0.1298905096089295
single_shape,tiny_gap,prob_fidelity,100,0.05163339770562374,0.0508950131467167,0.10622019911873665
single_shape,tiny_gap,raw_logit_error_reduction,100,1.6526965321224503,1.4979886099886404,4.579586686659913
single_shape,tiny_gap,raw_logit_fidelity,100,0.03425193808956631,0.03238937063892569,0.07202330679256891
single_shape,tiny_gmp,agreement,100,0.05750285911261149,0.05589325362184311,0.12235543380563024
single_shape,tiny_gmp,centered_logit_error_reduction,100,6.0659212986425715,5.610146671215227,13.675082498092346
single_shape,tiny_gmp,centered_logit_fidelity,100,0.041645512914722335,0.04130116120190565,0.09156619937595628
single_shape,tiny_gmp,cf_accuracy,100,0.05750558710745536,0.0566653015603468,0.12235543380563024
single_shape,tiny_gmp,prob_error_reduction,100,0.0955710900115554,0.08892426331717485,0.1970027688134749
single_shape,tiny_gmp,prob_fidelity,100,0.05128673826730863,0.05010457064021926,0.11084523033794064
single_shape,tiny_gmp,raw_logit_error_reduction,100,6.103390001971559,5.67790654392212,13.789808233578693
single_shape,tiny_gmp,raw_logit_fidelity,100,0.04161101908149245,0.04050012535253812,0.09052578107934652
two_concepts,bn2_w16_gap,agreement,100,0.12453054750317893,0.11200331452191131,0.31442987265220324
two_concepts,bn2_w16_gap,centered_logit_error_reduction,100,64.44120864613029,62.83158819681162,174.16436450953458
two_concepts,bn2_w16_gap,centered_logit_fidelity,100,0.4987671203321822,0.49319815315276516,1.2582592101335435
two_concepts,bn2_w16_gap,cf_accuracy,100,0.12420922181986406,0.11465942953699342,0.3362519913889781
two_concepts,bn2_w16_gap,prob_error_reduction,100,0.2478245465352447,0.2255859610009907,0.672747900675673
two_concepts,bn2_w16_gap,prob_fidelity,100,0.1737742986108853,0.1537676534459636,0.8154331413301315
two_concepts,bn2_w16_gap,raw_logit_error_reduction,100,64.6284332576742,62.80511056634105,174.52967161227676
two_concepts,bn2_w16_gap,raw_logit_fidelity,100,0.4993227162235836,0.49150336031377057,1.259863984607502
two_concepts,bn2_w16_gmp,agreement,100,0.11501220806057579,0.10907167681875127,0.24150464995799695
two_concepts,bn2_w16_gmp,centered_logit_error_reduction,100,35.10536683237502,33.50873458332387,80.48266762474086
two_concepts,bn2_w16_gmp,centered_logit_fidelity,100,0.11599637918368444,0.11146590748932983,0.29152301982085127
two_concepts,bn2_w16_gmp,cf_accuracy,100,0.11610358698987959,0.10973396739377583,0.24806289420877858
two_concepts,bn2_w16_gmp,prob_error_reduction,100,0.22796654915161277,0.21205154328907821,0.49921319922227697
two_concepts,bn2_w16_gmp,prob_fidelity,100,0.11441005246869315,0.105905563656047,0.31742777511430614
two_concepts,bn2_w16_gmp,raw_logit_error_reduction,100,36.33158413475159,34.1771327561556,81.6753637327582
two_concepts,bn2_w16_gmp,raw_logit_fidelity,100,0.11589515609478779,0.11077267411347869,0.2935321142238965
two_concepts,bn4_w16_gap,agreement,100,0.10196430814897534,0.0944729043136747,0.22065612832727713
two_concepts,bn4_w16_gap,centered_logit_error_reduction,100,37.207476891272655,35.43881415157661,111.89803300121397
two_concepts,bn4_w16_gap,centered_logit_fidelity,100,0.21901550465720832,0.20973071038042432,0.6017850757968102
two_concepts,bn4_w16_gap,cf_accuracy,100,0.10232025111546837,0.09484931094538687,0.2230861150515658
two_concepts,bn4_w16_gap,prob_error_reduction,100,0.176987818427438,0.17095432584041972,0.35919731963250273
two_concepts,bn4_w16_gap,prob_fidelity,100,0.08928545044149999,0.08737779583231864,0.1835739465620304
two_concepts,bn4_w16_gap,raw_logit_error_reduction,100,37.42129844359613,35.72307017724698,111.80394940663639
two_concepts,bn4_w16_gap,raw_logit_fidelity,100,0.21978435959448664,0.20987535077257735,0.6077183535906439
two_concepts,bn4_w16_gmp,agreement,100,0.05664370456391638,0.05084807383808772,0.1376049565945442
two_concepts,bn4_w16_gmp,centered_logit_error_reduction,100,24.835924804790153,20.741802838731317,74.45541764935052
two_concepts,bn4_w16_gmp,centered_logit_fidelity,100,0.055830086050257355,0.04632962024059839,0.16533814553288273
two_concepts,bn4_w16_gmp,cf_accuracy,100,0.05659109968191484,0.05103303012146261,0.13758416345454863
two_concepts,bn4_w16_gmp,prob_error_reduction,100,0.10883175959566924,0.09909591541046973,0.26994882052838737
two_concepts,bn4_w16_gmp,prob_fidelity,100,0.055169106289098886,0.04988303101793105,0.13841539344733603
two_concepts,bn4_w16_gmp,raw_logit_error_reduction,100,26.782525983898726,22.76394699580886,109.3735935753131
two_concepts,bn4_w16_gmp,raw_logit_fidelity,100,0.05613256398717986,0.04739557013783194,0.20393054931805685
two_concepts,plain2_w16_gap,agreement,100,0.08948455102592623,0.08724512097598107,0.2173743818441372
two_concepts,plain2_w16_gap,centered_logit_error_reduction,100,36.652335143563306,35.77973815854595,79.94622756858962
two_concepts,plain2_w16_gap,centered_logit_fidelity,100,0.14563982145495108,0.1416296778529557,0.2879669922432583
two_concepts,plain2_w16_gap,cf_accuracy,100,0.08919909653275632,0.08518394558075221,0.22145425366304008
two_concepts,plain2_w16_gap,prob_error_reduction,100,0.12199028969044287,0.11484046795791611,0.23637510011127022
two_concepts,plain2_w16_gap,prob_fidelity,100,0.104067281747316,0.09795094787996181,0.204935133851217
two_concepts,plain2_w16_gap,raw_logit_error_reduction,100,36.843482820969555,35.80266223413905,79.68259236068702
two_concepts,plain2_w16_gap,raw_logit_fidelity,100,0.14531150376497318,0.14137963924353686,0.2877489447335625
two_concepts,plain2_w16_gmp,agreement,100,0.08171845521359826,0.0743922002534361,0.16475567385638376
two_concepts,plain2_w16_gmp,centered_logit_error_reduction,100,17.806098965777885,17.184933315637856,39.90404581062078
two_concepts,plain2_w16_gmp,centered_logit_fidelity,100,0.04899983763765247,0.048028538793418465,0.13645339306777335
two_concepts,plain2_w16_gmp,cf_accuracy,100,0.08165312723183944,0.07461069453395061,0.16498488039043543
two_concepts,plain2_w16_gmp,prob_error_reduction,100,0.14874956571284312,0.14387034502330062,0.32981778271652845
two_concepts,plain2_w16_gmp,prob_fidelity,100,0.07637250671811507,0.07490530621491463,0.16605036642653745
two_concepts,plain2_w16_gmp,raw_logit_error_reduction,100,18.247167138098035,17.813443710371747,42.831702344470706
two_concepts,plain2_w16_gmp,raw_logit_fidelity,100,0.048878433291152656,0.04812139046853994,0.1330153573947563
two_concepts,plain2_w64_gap,agreement,100,0.0714796794079588,0.06650864859924727,0.1478030381726244
two_concepts,plain2_w64_gap,centered_logit_error_reduction,100,23.81161691821403,21.918857745954746,56.421859069335476
two_concepts,plain2_w64_gap,centered_logit_fidelity,100,0.12933978834696516,0.12168031678800076,0.2783481225715687
two_concepts,plain2_w64_gap,cf_accuracy,100,0.07211335997827677,0.06584787108917536,0.15041466723070385
two_concepts,plain2_w64_gap,prob_error_reduction,100,0.12411471463667458,0.11488866828489631,0.24553131555642357
two_concepts,plain2_w64_gap,prob_fidelity,100,0.08905181808826282,0.08604231907820294,0.1666541839859611
two_concepts,plain2_w64_gap,raw_logit_error_reduction,100,23.938709507726998,22.159787122720317,57.31654018511969
two_concepts,plain2_w64_gap,raw_logit_fidelity,100,0.12895256170031089,0.1214760084696957,0.2781558841921851
two_concepts,plain2_w64_gmp,agreement,100,0.05487712580261137,0.049869670043778624,0.1287467817873415
two_concepts,plain2_w64_gmp,centered_logit_error_reduction,100,13.316559659013146,13.351071888763094,33.797368019160096
two_concepts,plain2_w64_gmp,centered_logit_fidelity,100,0.02958924347952958,0.029850420253675417,0.05961285837334809
two_concepts,plain2_w64_gmp,cf_accuracy,100,0.05468293557497346,0.049647475781425816,0.1287467817873415
two_concepts,plain2_w64_gmp,prob_error_reduction,100,0.10273112669682037,0.09716774612554613,0.2428320678264243
two_concepts,plain2_w64_gmp,prob_fidelity,100,0.05217444149361669,0.04962346744648763,0.12247639492710921
two_concepts,plain2_w64_gmp,raw_logit_error_reduction,100,13.650040088836668,13.810153279326984,34.88446866862439
two_concepts,plain2_w64_gmp,raw_logit_fidelity,100,0.029613300236163084,0.029535350466667405,0.05884255142057572
two_concepts,plain4_w16_gap,agreement,100,0.07385524674770502,0.0743829466972882,0.2148117503986556
two_concepts,plain4_w16_gap,centered_logit_error_reduction,100,208.23064359405592,172.8635170746475,765.2979966575086
two_concepts,plain4_w16_gap,centered_logit_fidelity,100,0.12566002601415643,0.12288356513814691,0.2540122712740152
two_concepts,plain4_w16_gap,cf_accuracy,100,0.07444918640531789,0.07411020244830621,0.21556958209716243
two_concepts,plain4_w16_gap,prob_error_reduction,100,0.1503602809560724,0.1386388216243516,0.39057244881461545
two_concepts,plain4_w16_gap,prob_fidelity,100,0.08117208879278953,0.08041183109045756,0.1951230756808556
two_concepts,plain4_w16_gap,raw_logit_error_reduction,100,213.67688527313996,175.98941501766188,777.1324542095427
two_concepts,plain4_w16_gap,raw_logit_fidelity,100,0.1253216958447882,0.12224007253968301,0.2533421912123749
two_concepts,plain4_w16_gmp,agreement,100,0.04061621415616923,0.03527887621004839,0.11326546394588237
two_concepts,plain4_w16_gmp,centered_logit_error_reduction,100,51.39703239158042,39.59054475765248,204.8213877818039
two_concepts,plain4_w16_gmp,centered_logit_fidelity,100,0.036081287909772226,0.03065868290145165,0.11698172252029176
two_concepts,plain4_w16_gmp,cf_accuracy,100,0.0405033388449866,0.035189305597345184,0.11240053371515411
two_concepts,plain4_w16_gmp,prob_error_reduction,100,0.07921683988852248,0.07245377634501332,0.23308094540653163
two_concepts,plain4_w16_gmp,prob_fidelity,100,0.0401525625611149,0.03703664664900082,0.11835098233519692
two_concepts,plain4_w16_gmp,raw_logit_error_reduction,100,53.56775629834367,42.25115751835938,206.30017622849465
two_concepts,plain4_w16_gmp,raw_logit_fidelity,100,0.03606527304278921,0.031242719146030214,0.11770654532715241
two_concepts,plain4_w64_gap,agreement,100,0.07020059756884132,0.06707282165543045,0.1496181714532159
two_concepts,plain4_w64_gap,centered_logit_error_reduction,100,179.92466096265218,150.7060495987971,914.3561231631631
two_concepts,plain4_w64_gap,centered_logit_fidelity,100,0.07442335885384056,0.07029493977268106,0.15344399934052275
two_concepts,plain4_w64_gap,cf_accuracy,100,0.07018868228370687,0.06724884914422405,0.14690586063474334
two_concepts,plain4_w64_gap,prob_error_reduction,100,0.1466022768038704,0.1469067574331024,0.3093674860397036
two_concepts,plain4_w64_gap,prob_fidelity,100,0.07412448381540075,0.07310146534626964,0.15906189926668707
two_concepts,plain4_w64_gap,raw_logit_error_reduction,100,184.54212806150136,152.48055690108745,957.4341710541275
two_concepts,plain4_w64_gap,raw_logit_fidelity,100,0.07439369882416695,0.07025391339468547,0.1531996419814739
two_concepts,plain4_w64_gmp,agreement,100,0.015041851751425988,0.013061699400579338,0.03833137396628549
two_concepts,plain4_w64_gmp,centered_logit_error_reduction,100,23.471911980727146,13.931987755349773,327.39580605473924
two_concepts,plain4_w64_gmp,centered_logit_fidelity,100,0.008574941466817003,0.007271018862763363,0.02999165529587441
two_concepts,plain4_w64_gmp,cf_accuracy,100,0.014963180404540201,0.013019760134830707,0.03833137396628549
two_concepts,plain4_w64_gmp,prob_error_reduction,100,0.027831752156737978,0.0227658624892536,0.07324418021922488
two_concepts,plain4_w64_gmp,prob_fidelity,100,0.014016056582999505,0.011606087188147051,0.036943887553721244
two_concepts,plain4_w64_gmp,raw_logit_error_reduction,100,24.040375015859095,13.817004847632766,325.82994141107906
two_concepts,plain4_w64_gmp,raw_logit_fidelity,100,0.008562123584742433,0.007483782550117051,0.030831241729594342
two_concepts,res4_w16_gap,agreement,100,0.084990872992678,0.07673063677680703,0.20927072082283588
two_concepts,res4_w16_gap,centered_logit_error_reduction,100,169.34752081595008,157.07889288487996,410.31459020928713
two_concepts,res4_w16_gap,centered_logit_fidelity,100,0.11695586741682926,0.11740197269409353,0.2377831550047472
two_concepts,res4_w16_gap,cf_accuracy,100,0.08572569978628453,0.07679803351225878,0.21434508742420247
two_concepts,res4_w16_gap,prob_error_reduction,100,0.17861726151920254,0.16299742891329994,0.39044114676340286
two_concepts,res4_w16_gap,prob_fidelity,100,0.09452887859154853,0.08813179282320245,0.1957666088895998
two_concepts,res4_w16_gap,raw_logit_error_reduction,100,173.11101915277288,160.22217375043823,410.3043677032478
two_concepts,res4_w16_gap,raw_logit_fidelity,100,0.11683682670029408,0.11748173075563298,0.2374983703898577
two_concepts,res4_w16_gmp,agreement,100,0.04105785889692976,0.03584867120642804,0.11422163779195385
two_concepts,res4_w16_gmp,centered_logit_error_reduction,100,36.65966650191986,34.388603658876576,154.3670624779684
two_concepts,res4_w16_gmp,centered_logit_fidelity,100,0.03313054091684297,0.028689491764873183,0.12010321659273943
two_concepts,res4_w16_gmp,cf_accuracy,100,0.04103463350327894,0.03577106293724859,0.11482813722530211
two_concepts,res4_w16_gmp,prob_error_reduction,100,0.08096927802321263,0.06786387402537067,0.206406822957291
two_concepts,res4_w16_gmp,prob_fidelity,100,0.04101941093923601,0.0345858519563474,0.10347418285184218
two_concepts,res4_w16_gmp,raw_logit_error_reduction,100,38.835606074198175,36.99515745724002,166.71314699380235
two_concepts,res4_w16_gmp,raw_logit_fidelity,100,0.03305684734381462,0.028604615506093202,0.1214416515330994
two_concepts,tiny_gap,agreement,100,0.05751230944403714,0.05249962745391758,0.11708539117020596
two_concepts,tiny_gap,centered_logit_error_reduction,100,1.1064177852380968,1.0581321241200992,2.200958194193409
two_concepts,tiny_gap,centered_logit_fidelity,100,0.06420761044189954,0.05115487879131879,0.18307672059377547
two_concepts,tiny_gap,cf_accuracy,100,0.04919080337571367,0.04952134813792089,0.10320961303492523
two_concepts,tiny_gap,prob_error_reduction,100,0.03312847794145658,0.03416047576285848,0.0594962607140342
two_concepts,tiny_gap,prob_fidelity,100,0.06730869148801637,0.05766223640253461,0.16529845296975226
two_concepts,tiny_gap,raw_logit_error_reduction,100,1.1118153440006615,1.055558993508714,2.202994928051181
two_concepts,tiny_gap,raw_logit_fidelity,100,0.06395683789346317,0.050954129229988876,0.18286216155608717
two_concepts,tiny_gmp,agreement,100,0.10499201942774433,0.09810031146455434,0.3036271906910193
two_concepts,tiny_gmp,centered_logit_error_reduction,100,12.874424317830753,12.295455679132537,29.4607025185189
two_concepts,tiny_gmp,centered_logit_fidelity,100,0.08591049185156102,0.08013877383347445,0.2048530343377581
two_concepts,tiny_gmp,cf_accuracy,100,0.10463991692276388,0.0971928651060534,0.3012680803837971
two_concepts,tiny_gmp,prob_error_reduction,100,0.16868997305618916,0.16428658580938618,0.38191751828631887
two_concepts,tiny_gmp,prob_fidelity,100,0.09742529544191053,0.09481528308624931,0.23907252257490583
two_concepts,tiny_gmp,raw_logit_error_reduction,100,12.960050785758845,12.43391396506223,29.405624143984905
two_concepts,tiny_gmp,raw_logit_fidelity,100,0.08584911095936036,0.08140369231344002,0.203404406949238
