task,architecture,metric,n,mean,sd,ci_low,ci_high,t_stat,p_two_sided
single_shape,bn2_w16_gap,prob_input_effect_mpp,100,0.21156035281717778,0.11699257867050736,0.18834648703639495,0.2347742185979606,18.083228459559546,3.8651980023697036e-33
single_shape,bn2_w16_gmp,prob_input_effect_mpp,100,0.002892732322216034,0.0014903979125526143,0.002597005041946443,0.003188459602485625,19.409127574941596,1.6139045180590166e-35
single_shape,bn4_w16_gap,prob_input_effect_mpp,100,0.002900438904762268,0.0041167782976398466,0.0020835807763522627,0.0037172970331722736,7.045409529158013,2.491904926518827e-10
single_shape,bn4_w16_gmp,prob_input_effect_mpp,100,0.00045727431774139404,0.0005421385262232245,0.0003497022723573741,0.000564846363125414,8.434639776054437,2.787393430639556e-13
single_shape,plain2_w16_gap,prob_input_effect_mpp,100,0.4544674041867256,0.03978260999636361,0.446573671273412,0.4623611371000392,114.23770442116965,6.352909292181026e-107
single_shape,plain2_w16_gmp,prob_input_effect_mpp,100,0.010017572939395904,0.0027249492500246225,0.00947688388998475,0.010558261988807058,36.76242021500175,1.6115334389323604e-59
single_shape,plain2_w64_gap,prob_input_effect_mpp,100,0.24860077679157258,0.023156126319581565,0.24400609895393358,0.2531954546292116,107.35853370317288,2.8320777659339204e-104
single_shape,plain2_w64_gmp,prob_input_effect_mpp,100,0.003381158113479614,0.0012160829770765786,0.0031398608677145117,0.0036224553592447166,27.803679331222952,1.4319270244683758e-48
single_shape,plain4_w16_gap,prob_input_effect_mpp,100,0.07295925050973892,0.07897394230281149,0.0572891070046543,0.08862939401482355,9.23839539755907,5.0146331722993515e-15
single_shape,plain4_w16_gmp,prob_input_effect_mpp,100,0.0008704614639282227,0.0009202189781492784,0.0006878700543666898,0.0010530528734897556,9.459286154681063,1.6545880630184815e-15
single_shape,plain4_w64_gap,prob_input_effect_mpp,100,0.022119674682617187,0.04765675800373879,0.01266353997375017,0.0315758093914842,4.6414560304084995,1.0626849027966387e-05
single_shape,plain4_w64_gmp,prob_input_effect_mpp,100,9.716600179672241e-05,0.0001902731222522305,5.941168633630736e-05,0.00013492031725713746,5.106659345607252,1.5919534657410313e-06
single_shape,res4_w16_gap,prob_input_effect_mpp,100,0.04315723776817322,0.05065690648609591,0.03310580851170928,0.05320866702463716,8.51951703367809,1.8269820929508652e-13
