task,metric,family,contrast,block,difference
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6058,0.015679292380809784
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6059,-0.005629964172840118
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6060,0.045731931924819946
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6061,0.033553168177604675
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6062,0.012084074318408966
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6063,0.02604971081018448
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6064,-0.006781823933124542
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6065,0.08316595107316971
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6066,0.0024580061435699463
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6067,0.05657314509153366
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6068,-0.011740915477275848
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6069,-0.005343914031982422
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6070,-0.02736677974462509
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6071,-0.06029286980628967
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6072,-0.02235805243253708
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6073,0.022420473396778107
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6074,0.044407814741134644
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6075,0.018741704523563385
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6076,-0.008985444903373718
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6077,-0.04616764187812805
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6078,-0.02980148047208786
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6079,0.08279911428689957
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6080,0.09146428108215332
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6081,0.016431212425231934
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6082,-0.011876411736011505
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6083,-0.015876755118370056
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6084,-0.006196357309818268
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6085,0.0288800448179245
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6086,0.008730947971343994
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6087,0.0042153894901275635
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6088,0.03894730657339096
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6089,-0.024359941482543945
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6090,-0.007931217551231384
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6091,0.07737358659505844
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6092,-0.026506580412387848
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6093,0.027619197964668274
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6094,-0.047120511531829834
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6095,-0.05333031713962555
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6096,0.020269319415092468
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6097,0.02120460569858551
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6098,-0.004140689969062805
single_shape,prob_error_reduction,residual,GMP: residual4 - plain4,6099,0.030459657311439514
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6000,-0.019564539194107056
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6001,0.20495423674583435
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6002,-0.09835561737418175
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6003,0.12195431441068649
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6004,0.1907552368938923
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6005,0.13833289593458176
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6006,0.15940294787287712
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6007,0.14884155988693237
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6008,0.2347307875752449
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6009,-0.1686221808195114
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6010,-0.12308577448129654
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6011,0.06647563725709915
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6012,-0.14139803498983383
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6013,0.032450344413518906
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6014,-0.05454900860786438
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6015,-0.06223725527524948
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6016,-0.17724089324474335
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6017,-0.061590034514665604
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6018,0.14193051308393478
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6019,-0.0015926100313663483
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6020,-0.29117356427013874
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6021,-0.0034519433975219727
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6022,-0.0152382031083107
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6023,-0.0829688012599945
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6024,0.04994238540530205
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6025,0.12157121673226357
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6026,0.13352138828486204
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6027,-0.2166406214237213
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6028,-0.16470128297805786
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6029,0.05025852471590042
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6030,0.18105735629796982
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6031,-0.04654189199209213
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6032,-0.10132132098078728
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6033,0.06244131177663803
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6034,-0.2410775851458311
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6035,0.009691618382930756
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6036,-0.049640312790870667
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6037,-0.24625328928232193
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6038,0.06612136587500572
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6039,-0.21350479125976562
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6040,-0.14814011007547379
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6041,-0.17427147179841995
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6042,0.10914098471403122
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6043,-0.4398777708411217
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6044,-0.0319664441049099
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6045,-0.10256996750831604
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6046,0.01611190289258957
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6047,0.00036811456084251404
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6048,0.05832784250378609
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6049,-0.1108504943549633
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6050,0.3566710576415062
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6051,-0.06118615344166756
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6052,-0.054780930280685425
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6053,0.028081312775611877
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6054,0.07303893193602562
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6055,0.02676968276500702
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6056,-0.03626666218042374
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6057,-0.07085350155830383
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6058,0.1619153618812561
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6059,-0.2710239253938198
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6060,-0.0842127576470375
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6061,0.15161185711622238
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6062,0.04148121923208237
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6063,0.08830933272838593
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6064,-0.18217218667268753
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6065,-0.1787067875266075
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6066,-0.18573199957609177
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6067,-0.10140909999608994
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6068,-0.21528547257184982
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6069,0.09996554628014565
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6070,-0.2837540563195944
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6071,0.05231086164712906
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6072,0.06215690076351166
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6073,-0.1749577596783638
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6074,0.10369622707366943
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6075,-0.02831437438726425
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6076,-0.1721562296152115
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6077,0.020415056496858597
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6078,0.004226967692375183
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6079,0.11139760166406631
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6080,-0.058269254863262177
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6081,-0.03384939208626747
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6082,-0.06607187539339066
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6083,-0.0018566697835922241
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6084,0.029117733240127563
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6085,-0.07158063724637032
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6086,0.02362079918384552
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6087,0.015496499836444855
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6088,0.21882882341742516
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6089,-0.17694072611629963
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6090,-0.16335144639015198
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6091,-0.27084044367074966
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6092,0.05042728781700134
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6093,-0.0595867782831192
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6094,0.0754232257604599
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6095,-0.11993143707513809
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6096,0.1726057305932045
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6097,0.277703195810318
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6098,-0.23541057109832764
single_shape,prob_error_reduction,residual,GAP: residual4 - plain4,6099,0.0625794567167759
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6000,0.13005609065294266
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6001,0.18955204635858536
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6002,0.30225973948836327
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6003,0.08620008826255798
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6004,0.06129112094640732
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6005,-0.12879503518342972
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6006,0.30135510861873627
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6007,0.1577758491039276
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6008,0.1928708665072918
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6009,0.10599812865257263
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6010,0.20453767478466034
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6011,-0.01016327366232872
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6012,-0.005519390106201172
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6013,0.2830410450696945
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6014,0.17236411571502686
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6015,0.13983766734600067
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6016,0.09243009984493256
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6017,0.2026677429676056
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6018,0.18046258389949799
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6019,0.06702666729688644
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6020,0.23128214105963707
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6021,-0.06572724133729935
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6022,0.1049022376537323
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6023,0.03322536498308182
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6024,0.20469029992818832
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6025,0.1415790319442749
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6026,0.16658229380846024
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6027,0.223645880818367
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6028,-0.10444320738315582
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6029,0.3723890706896782
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6030,-0.07738816738128662
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6031,0.11603812873363495
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6032,0.1595841497182846
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6033,0.38711460679769516
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6034,0.09562365710735321
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6035,0.1733429729938507
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6036,0.15273438394069672
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6037,0.11919859796762466
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6038,-0.025923967361450195
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6039,0.08121099323034286
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6040,0.027981966733932495
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6041,0.3415161855518818
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6042,0.038928501307964325
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6043,0.13389716297388077
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6044,0.22803983837366104
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6045,0.19818394631147385
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6046,0.038114823400974274
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6047,0.09285848960280418
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6048,0.1272444948554039
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6049,0.059366483241319656
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6050,-0.040893543511629105
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6051,0.24464105814695358
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6052,0.19816343486309052
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6053,0.06805616617202759
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6054,0.03106771409511566
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6055,0.050846464931964874
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6056,0.16749278083443642
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6057,0.17753814905881882
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6058,-0.0027587339282035828
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6059,0.0236886665225029
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6060,0.229390487074852
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6061,0.24096422642469406
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6062,0.04961793124675751
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6063,0.02298247069120407
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6064,0.06809289008378983
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6065,0.04185696691274643
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6066,0.12893947213888168
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6067,-0.003685891628265381
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6068,0.19236091896891594
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6069,0.260761983692646
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6070,0.11621218919754028
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6071,0.08711843192577362
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6072,0.033207185566425323
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6073,0.08557122945785522
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6074,0.2317276932299137
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6075,0.10869739204645157
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6076,0.15302930772304535
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6077,0.07189150899648666
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6078,0.019567526876926422
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6079,0.06378873810172081
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6080,0.14430104196071625
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6081,0.23558567464351654
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6082,0.08516251295804977
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6083,0.47202423214912415
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6084,0.15111525356769562
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6085,0.3942008540034294
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6086,0.08180670440196991
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6087,0.2092740386724472
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6088,0.25712188333272934
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6089,0.15497107803821564
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6090,0.18491120636463165
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6091,0.14413703233003616
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6092,0.23123791068792343
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6093,0.23123162984848022
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6094,0.24709083884954453
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6095,0.16639604419469833
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6096,0.11799342185258865
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6097,0.1901120077818632
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6098,0.11960548162460327
single_shape,prob_error_reduction,batchnorm,depth2 GMP: BN - noBN,6099,0.14300642907619476
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6000,-0.14853576943278313
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6001,-0.15651756152510643
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6002,-0.2067916989326477
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6003,-0.2512755747884512
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6004,-0.1845565065741539
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6005,-0.0934472382068634
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6006,-0.2672886624932289
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6007,-0.02624863013625145
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6008,-0.23874960467219353
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6009,-0.3942779004573822
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6010,-0.04588906839489937
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6011,0.10897471010684967
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6012,-0.28135474398732185
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6013,-0.2753382436931133
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6014,-0.08590411208570004
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6015,-0.23662075959146023
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6016,-0.24769126251339912
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6017,-0.10077894665300846
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6018,-0.4857091046869755
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6019,-0.08830313757061958
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6020,-0.2988603450357914
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6021,-0.215171841904521
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6022,-0.11070123128592968
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6023,0.037440959364175797
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6024,-0.14995059929788113
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6025,-0.34292910527437925
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6026,-0.3258572109043598
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6027,-0.24916012957692146
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6028,-0.050598226487636566
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6029,-0.038638388738036156
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6030,-0.2676374465227127
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6031,-0.3647466003894806
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6032,-0.07857463136315346
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6033,-0.34752948582172394
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6034,-0.027029240503907204
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6035,-0.23429948464035988
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6036,-0.29637645557522774
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6037,-0.42249204963445663
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6038,-0.2867446467280388
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6039,-0.29743049666285515
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6040,-0.24765608459711075
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6041,-0.24276358634233475
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6042,-0.18085451796650887
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6043,-0.3883833847939968
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6044,-0.2526649013161659
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6045,-0.3781084418296814
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6046,-0.2970106601715088
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6047,-0.2700417470186949
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6048,-0.3483428508043289
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6049,-0.22124160453677177
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6050,-0.18525686860084534
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6051,-0.03168215602636337
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6052,-0.48534269258379936
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6053,-0.2839942239224911
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6054,-0.1542070135474205
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6055,-0.28649020195007324
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6056,-0.388016689568758
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6057,-0.20327366888523102
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6058,-0.21229499764740467
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6059,-0.271352618932724
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6060,-0.23076418600976467
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6061,-0.2887667566537857
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6062,-0.05778298154473305
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6063,-0.391109935939312
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6064,-0.09062439575791359
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6065,-0.2093161642551422
single_shape,prob_error_reduction,batchnorm,depth2 GAP: BN - noBN,6066,-0.333831362426281
