task,metric,contrast,block,architecture,difference
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7052,plain2_w16_gmp,0.06146703622857634
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7052,tiny_gap,0.03752293804370055
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7052,tiny_gmp,0.03419782499230818
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7053,plain2_w16_gap,-0.02065030317556045
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7053,plain2_w16_gmp,-0.003083553134357944
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7053,tiny_gap,-0.007235003237025431
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7053,tiny_gmp,-0.0721903496532456
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7054,plain2_w16_gap,0.04806325535640414
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7054,plain2_w16_gmp,-0.01743769137583631
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7054,tiny_gap,0.09416013756303956
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7054,tiny_gmp,-0.006796788007625454
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7055,plain2_w16_gap,0.015327743694026563
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7055,plain2_w16_gmp,0.034351937170124275
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7055,tiny_gap,0.02343607227431803
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7055,tiny_gmp,-0.028397812084832746
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7056,plain2_w16_gap,0.032054460486155026
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7056,plain2_w16_gmp,0.02802211391703302
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7056,tiny_gap,0.1512910033361385
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7056,tiny_gmp,0.02190139485400451
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7057,plain2_w16_gap,-0.002965563882693978
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7057,plain2_w16_gmp,-0.06721798723769254
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7057,tiny_gap,-0.006960805776272824
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7057,tiny_gmp,0.05372446641352957
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7058,plain2_w16_gap,0.1753040312136796
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7058,plain2_w16_gmp,0.0799742886352848
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7058,tiny_gap,0.00459393740359354
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7058,tiny_gmp,0.05405992645319989
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7059,plain2_w16_gap,0.07641899182574462
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7059,plain2_w16_gmp,0.024016686035875964
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7059,tiny_gap,-0.1461375721213562
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7059,tiny_gmp,-0.015110777208249312
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7060,plain2_w16_gap,0.11904367193626404
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7060,plain2_w16_gmp,0.011768508914114864
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7060,tiny_gap,0.03395484634343586
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7060,tiny_gmp,0.0410245608308671
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7061,plain2_w16_gap,0.1474534260901052
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7061,plain2_w16_gmp,-0.011174130158194698
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7061,tiny_gap,0.06405098737712236
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7061,tiny_gmp,-0.0038074961388654127
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7062,plain2_w16_gap,0.003666390622193233
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7062,plain2_w16_gmp,-0.016922832893438267
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7062,tiny_gap,0.1502225993229681
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7062,tiny_gmp,-0.043185999230185165
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7063,plain2_w16_gap,-0.09399755145593881
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7063,plain2_w16_gmp,0.015514464894035185
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7063,tiny_gap,-0.07902935212983826
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7063,tiny_gmp,-0.015042723407175607
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7064,plain2_w16_gap,0.024391884356977214
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7064,plain2_w16_gmp,0.016155280297520266
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7064,tiny_gap,0.006970594763070492
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7064,tiny_gmp,0.01242753659316248
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7065,plain2_w16_gap,0.17773725383202105
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7065,plain2_w16_gmp,0.04178957031169518
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7065,tiny_gap,0.03193667383463322
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7065,tiny_gmp,0.0002040073337060827
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7066,plain2_w16_gap,0.011843243141172424
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7066,plain2_w16_gmp,-0.0035098010409327918
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7066,tiny_gap,-0.03367345490538555
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7066,tiny_gmp,-0.047638661348844896
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7067,plain2_w16_gap,-0.028853415425027285
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7067,plain2_w16_gmp,0.014295141731598168
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7067,tiny_gap,-0.07462889319565476
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7067,tiny_gmp,0.0005276144436523605
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7068,plain2_w16_gap,-0.026310196120104615
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7068,plain2_w16_gmp,0.03458829931453461
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7068,tiny_gap,0.03180982340517843
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7068,tiny_gmp,-0.07634680965918092
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7069,plain2_w16_gap,-0.22931123583140295
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7069,plain2_w16_gmp,0.011897494433726896
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7069,tiny_gap,-0.08947807269453519
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7069,tiny_gmp,0.019194815019126538
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7070,plain2_w16_gap,-0.09298607644155507
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7070,plain2_w16_gmp,0.0561371140284975
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7070,tiny_gap,0.04546268141990435
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7070,tiny_gmp,0.009457063082196446
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7071,plain2_w16_gap,-0.10983029833424486
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7071,plain2_w16_gmp,0.013030405057211855
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7071,tiny_gap,0.04740174222235381
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7071,tiny_gmp,0.025215229997847727
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7072,plain2_w16_gap,0.00021647901182005047
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7072,plain2_w16_gmp,0.027316460823607974
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7072,tiny_gap,-0.043293382329530616
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7072,tiny_gmp,0.05670775075873326
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7073,plain2_w16_gap,-0.04744017281657015
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7073,plain2_w16_gmp,0.005422182070871098
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7073,tiny_gap,0.03570072169547327
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7073,tiny_gmp,-0.01815401052999545
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7074,plain2_w16_gap,-0.04891900907388251
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7074,plain2_w16_gmp,-0.0037294267706847184
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7074,tiny_gap,-0.03833895346115758
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7074,tiny_gmp,0.03190684701153915
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7075,plain2_w16_gap,0.01988912792416457
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7075,plain2_w16_gmp,-0.05117222096537269
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7075,tiny_gap,-0.032062568639489475
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7075,tiny_gmp,0.02466752078871294
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7076,plain2_w16_gap,-0.16988391922664658
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7076,plain2_w16_gmp,0.0021172303977679136
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7076,tiny_gap,0.004007740108321264
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7076,tiny_gmp,0.030362727197445233
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7077,plain2_w16_gap,-0.06573891753419411
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7077,plain2_w16_gmp,-0.009117546462345277
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7077,tiny_gap,-0.02918058714366381
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7077,tiny_gmp,-0.019114798329389282
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7078,plain2_w16_gap,0.01508288977503068
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7078,plain2_w16_gmp,-0.041642086486230426
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7078,tiny_gap,-0.02120192412045896
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7078,tiny_gmp,0.005262670324880717
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7079,plain2_w16_gap,-0.021112415778050606
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7079,plain2_w16_gmp,-0.037981142996746056
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7079,tiny_gap,-0.056129657772000574
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7079,tiny_gmp,-0.008213848653496142
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7080,plain2_w16_gap,0.028192666732449467
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7080,plain2_w16_gmp,-0.045605313241603454
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7080,tiny_gap,0.04910971929974668
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7080,tiny_gmp,0.008742814924744116
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7081,plain2_w16_gap,-0.01990745346112953
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7081,plain2_w16_gmp,-0.002946938250313391
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7081,tiny_gap,0.0032148067374314776
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7081,tiny_gmp,0.05162660819031954
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7082,plain2_w16_gap,-0.026905609860257793
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7082,plain2_w16_gmp,-0.026047427178908927
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7082,tiny_gap,-0.019897423223904587
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7082,tiny_gmp,-0.056002036126574756
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7083,plain2_w16_gap,0.016652290178630097
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7083,plain2_w16_gmp,-0.03424928755622424
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7083,tiny_gap,0.006117030762145315
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7083,tiny_gmp,-0.0037848406065970897
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7084,plain2_w16_gap,0.04818327185626885
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7084,plain2_w16_gmp,-0.009064728517974657
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7084,tiny_gap,-0.027768551454002352
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7084,tiny_gmp,-0.008501630833509077
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7085,plain2_w16_gap,-0.00248830309724897
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7085,plain2_w16_gmp,0.028483363268553982
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7085,tiny_gap,-0.03569949794149016
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7085,tiny_gmp,0.018412763876912014
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7086,plain2_w16_gap,-0.10688462591020803
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7086,plain2_w16_gmp,0.045629069385138346
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7086,tiny_gap,-0.009505692917083142
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7086,tiny_gmp,0.005230372301758254
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7087,plain2_w16_gap,-0.13816580340181644
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7087,plain2_w16_gmp,-0.01351244425727191
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7087,tiny_gap,-0.16161093803297388
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7087,tiny_gmp,-0.032479079415791576
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7088,plain2_w16_gap,-0.16874249813115044
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7088,plain2_w16_gmp,-0.025764562357457443
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7088,tiny_gap,-0.10236712675231244
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7088,tiny_gmp,0.02700609316415009
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7089,plain2_w16_gap,0.0365689946859607
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7089,plain2_w16_gmp,0.01146649871367815
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7089,tiny_gap,-0.020992263046285195
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7089,tiny_gmp,0.04877784262066068
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7090,plain2_w16_gap,-0.04588999354591093
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7090,plain2_w16_gmp,0.007188865079564413
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7090,tiny_gap,0.1232338743324865
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7090,tiny_gmp,0.003782395280621506
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7091,plain2_w16_gap,0.013633987812631088
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7091,plain2_w16_gmp,0.03989414013612018
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7091,tiny_gap,0.08291111408286089
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7091,tiny_gmp,-0.028770796001079166
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7092,plain2_w16_gap,0.06510057037816858
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7092,plain2_w16_gmp,0.020980165439594037
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7092,tiny_gap,0.021360670547599103
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7092,tiny_gmp,0.03472933723172468
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7093,plain2_w16_gap,-0.0771878001089969
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7093,plain2_w16_gmp,0.007485570612203785
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7093,tiny_gap,-0.15525487726254428
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7093,tiny_gmp,0.008498733360595742
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7094,plain2_w16_gap,0.07066042077115359
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7094,plain2_w16_gmp,0.05598333446384911
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7094,tiny_gap,0.03393904875714286
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7094,tiny_gmp,0.018921860248818284
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7095,plain2_w16_gap,-0.028720615803458693
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7095,plain2_w16_gmp,-0.005533945529369241
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7095,tiny_gap,0.050109435690841156
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7095,tiny_gmp,0.053731157718469036
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7096,plain2_w16_gap,0.25522247100283596
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7096,plain2_w16_gmp,-0.04717341227979399
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7096,tiny_gap,-0.010578513627684902
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7096,tiny_gmp,-0.025558280575975756
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7097,plain2_w16_gap,-0.018960574082178258
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7097,plain2_w16_gmp,-0.03091458739478606
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7097,tiny_gap,0.07027450241698444
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7097,tiny_gmp,0.0008292283371507392
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7098,plain2_w16_gap,0.010489549347531546
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7098,plain2_w16_gmp,0.016696573550764537
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7098,tiny_gap,0.05172877306113373
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7098,tiny_gmp,-0.011011142715222064
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7099,plain2_w16_gap,0.0082766143686763
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7099,plain2_w16_gmp,0.07492295732905968
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7099,tiny_gap,0.05846948605857474
two_concepts,centered_logit_fidelity,pixel_permuted - random_rank10,7099,tiny_gmp,0.006117979975962862
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7000,plain2_w16_gap,0.04754065567905583
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7000,plain2_w16_gmp,0.05283904931947511
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7000,tiny_gap,-0.09250057357535035
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7000,tiny_gmp,0.020504259045419804
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7001,plain2_w16_gap,-0.07448341853044275
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7001,plain2_w16_gmp,-0.012346581235880283
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7001,tiny_gap,0.017349803696497024
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7001,tiny_gmp,0.066897149326011
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7002,plain2_w16_gap,-0.060864838263783805
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7002,plain2_w16_gmp,0.01237683612808299
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7002,tiny_gap,0.07979975914317268
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7002,tiny_gmp,-0.03542662867239178
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7003,plain2_w16_gap,-0.19194193060405462
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7003,plain2_w16_gmp,-0.03872853646079366
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7003,tiny_gap,-0.0808203126519746
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7003,tiny_gmp,-0.008560942292060808
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7004,plain2_w16_gap,-0.1307920128547242
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7004,plain2_w16_gmp,0.03235355497135092
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7004,tiny_gap,-0.07987530990329116
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7004,tiny_gmp,-0.020125742896233714
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7005,plain2_w16_gap,0.07571436984894774
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7005,plain2_w16_gmp,0.026779521323707825
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7005,tiny_gap,-0.03260039202853815
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7005,tiny_gmp,0.026759633497967866
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7006,plain2_w16_gap,0.01348855850836489
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7006,plain2_w16_gmp,-0.0034805988067401344
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7006,tiny_gap,-0.06903737277303379
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7006,tiny_gmp,0.04453216394852709
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7007,plain2_w16_gap,0.021500364585368303
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7007,plain2_w16_gmp,0.03690264775091105
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7007,tiny_gap,0.04424510022727819
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7007,tiny_gmp,-0.025896070202142893
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7008,plain2_w16_gap,-0.15683846301870877
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7008,plain2_w16_gmp,0.010700860335746368
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7008,tiny_gap,0.023329568008897086
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7008,tiny_gmp,0.005415487474057859
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7009,plain2_w16_gap,-0.056821342732283994
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7009,plain2_w16_gmp,-0.005078944493449963
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7009,tiny_gap,0.1462875678372758
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7009,tiny_gmp,-0.005882237883783406
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7010,plain2_w16_gap,0.07533943282454635
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7010,plain2_w16_gmp,0.04642206892914498
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7010,tiny_gap,-0.025112850937784842
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7010,tiny_gmp,0.04338374669038757
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7011,plain2_w16_gap,0.1484579354004099
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7011,plain2_w16_gmp,-0.01653749682488849
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7011,tiny_gap,0.0741346702430408
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7011,tiny_gmp,0.012209358088772715
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7012,plain2_w16_gap,-0.029293330717032703
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7012,plain2_w16_gmp,-0.059621414828307184
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7012,tiny_gap,0.11014886767672599
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7012,tiny_gmp,0.017895748310898657
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7013,plain2_w16_gap,0.07282838953745513
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7013,plain2_w16_gmp,-0.06039267026088341
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7013,tiny_gap,0.02749945342678943
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7013,tiny_gmp,0.02438468311061985
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7014,plain2_w16_gap,0.09740482850702942
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7014,plain2_w16_gmp,-0.054122422376323295
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7014,tiny_gap,-0.03042524324727404
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7014,tiny_gmp,8.34194377127978e-05
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7015,plain2_w16_gap,-0.06964467287882713
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7015,plain2_w16_gmp,-0.00972108725799016
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7015,tiny_gap,0.061878515715502985
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7015,tiny_gmp,-0.012885530266969245
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7016,plain2_w16_gap,-0.03427878597386412
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7016,plain2_w16_gmp,-0.007733350084891247
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7016,tiny_gap,0.0009734271798379351
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7016,tiny_gmp,0.009986109141649158
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7017,plain2_w16_gap,-0.08339232490107504
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7017,plain2_w16_gmp,0.02310494912864959
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7017,tiny_gap,-0.157507177705135
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7017,tiny_gmp,-0.037693637662865445
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7018,plain2_w16_gap,-0.04567632256237436
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7018,plain2_w16_gmp,0.017204881805948966
two_concepts,centered_logit_fidelity,random_rank10 - random_fullrank,7018,tiny_gap,0.0031049646514829388
