task,metric,contrast,block,architecture,difference
single_shape,centered_logit_fidelity,structured - random_fullrank,7088,plain2_w16_gmp,0.05807316605201471
single_shape,centered_logit_fidelity,structured - random_fullrank,7088,tiny_gap,0.035109001915512306
single_shape,centered_logit_fidelity,structured - random_fullrank,7088,tiny_gmp,0.009310669639759767
single_shape,centered_logit_fidelity,structured - random_fullrank,7089,plain2_w16_gap,-0.007208846153626977
single_shape,centered_logit_fidelity,structured - random_fullrank,7089,plain2_w16_gmp,-8.258301315310079e-05
single_shape,centered_logit_fidelity,structured - random_fullrank,7089,tiny_gap,0.03292423459847278
single_shape,centered_logit_fidelity,structured - random_fullrank,7089,tiny_gmp,0.07058998999097153
single_shape,centered_logit_fidelity,structured - random_fullrank,7090,plain2_w16_gap,-0.07689581974445764
single_shape,centered_logit_fidelity,structured - random_fullrank,7090,plain2_w16_gmp,0.03217898562916323
single_shape,centered_logit_fidelity,structured - random_fullrank,7090,tiny_gap,0.0004856145325222161
single_shape,centered_logit_fidelity,structured - random_fullrank,7090,tiny_gmp,0.12851398900800026
single_shape,centered_logit_fidelity,structured - random_fullrank,7091,plain2_w16_gap,-0.11681626611801636
single_shape,centered_logit_fidelity,structured - random_fullrank,7091,plain2_w16_gmp,0.03486469008915011
single_shape,centered_logit_fidelity,structured - random_fullrank,7091,tiny_gap,0.08810068524537228
single_shape,centered_logit_fidelity,structured - random_fullrank,7091,tiny_gmp,0.04338970043597851
single_shape,centered_logit_fidelity,structured - random_fullrank,7092,plain2_w16_gap,0.07538104060015534
single_shape,centered_logit_fidelity,structured - random_fullrank,7092,plain2_w16_gmp,0.053715361371628384
single_shape,centered_logit_fidelity,structured - random_fullrank,7092,tiny_gap,0.027975804441761842
single_shape,centered_logit_fidelity,structured - random_fullrank,7092,tiny_gmp,0.04640875084400191
single_shape,centered_logit_fidelity,structured - random_fullrank,7093,plain2_w16_gap,0.08547827416712174
single_shape,centered_logit_fidelity,structured - random_fullrank,7093,plain2_w16_gmp,0.02389376447602043
single_shape,centered_logit_fidelity,structured - random_fullrank,7093,tiny_gap,-0.015185983274669787
single_shape,centered_logit_fidelity,structured - random_fullrank,7093,tiny_gmp,0.030793827027878626
single_shape,centered_logit_fidelity,structured - random_fullrank,7094,plain2_w16_gap,0.023069885280635416
single_shape,centered_logit_fidelity,structured - random_fullrank,7094,plain2_w16_gmp,0.05961698359306969
single_shape,centered_logit_fidelity,structured - random_fullrank,7094,tiny_gap,0.05420117158011607
single_shape,centered_logit_fidelity,structured - random_fullrank,7094,tiny_gmp,0.017515740942805183
single_shape,centered_logit_fidelity,structured - random_fullrank,7095,plain2_w16_gap,-0.1776714550547528
single_shape,centered_logit_fidelity,structured - random_fullrank,7095,plain2_w16_gmp,0.01089101713052422
single_shape,centered_logit_fidelity,structured - random_fullrank,7095,tiny_gap,0.02733247549710202
single_shape,centered_logit_fidelity,structured - random_fullrank,7095,tiny_gmp,0.018523468493145984
single_shape,centered_logit_fidelity,structured - random_fullrank,7096,plain2_w16_gap,-0.05450712945270328
single_shape,centered_logit_fidelity,structured - random_fullrank,7096,plain2_w16_gmp,-0.004931413587598701
single_shape,centered_logit_fidelity,structured - random_fullrank,7096,tiny_gap,0.06868774901887863
single_shape,centered_logit_fidelity,structured - random_fullrank,7096,tiny_gmp,0.0409174654340556
single_shape,centered_logit_fidelity,structured - random_fullrank,7097,plain2_w16_gap,0.06586108614803372
single_shape,centered_logit_fidelity,structured - random_fullrank,7097,plain2_w16_gmp,0.03758446068474504
single_shape,centered_logit_fidelity,structured - random_fullrank,7097,tiny_gap,0.0769274545025116
single_shape,centered_logit_fidelity,structured - random_fullrank,7097,tiny_gmp,0.08177174518614977
single_shape,centered_logit_fidelity,structured - random_fullrank,7098,plain2_w16_gap,-0.04092309345354832
single_shape,centered_logit_fidelity,structured - random_fullrank,7098,plain2_w16_gmp,0.0009063794947462983
single_shape,centered_logit_fidelity,structured - random_fullrank,7098,tiny_gap,0.06323003392712757
single_shape,centered_logit_fidelity,structured - random_fullrank,7098,tiny_gmp,0.0648731295316142
single_shape,centered_logit_fidelity,structured - random_fullrank,7099,plain2_w16_gap,0.19556052740264002
single_shape,centered_logit_fidelity,structured - random_fullrank,7099,plain2_w16_gmp,0.027245012848939085
single_shape,centered_logit_fidelity,structured - random_fullrank,7099,tiny_gap,0.00591702483936192
single_shape,centered_logit_fidelity,structured - random_fullrank,7099,tiny_gmp,0.05274139831748051
single_shape,prob_error_reduction,structured - pixel_permuted,7000,plain2_w16_gap,0.10531572252511978
single_shape,prob_error_reduction,structured - pixel_permuted,7000,plain2_w16_gmp,0.12244406342506409
single_shape,prob_error_reduction,structured - pixel_permuted,7000,tiny_gap,0.06969343475066125
single_shape,prob_error_reduction,structured - pixel_permuted,7000,tiny_gmp,0.024291446432471275
single_shape,prob_error_reduction,structured - pixel_permuted,7001,plain2_w16_gap,0.12126515433192253
single_shape,prob_error_reduction,structured - pixel_permuted,7001,plain2_w16_gmp,-0.06202108785510063
single_shape,prob_error_reduction,structured - pixel_permuted,7001,tiny_gap,-0.02431824989616871
single_shape,prob_error_reduction,structured - pixel_permuted,7001,tiny_gmp,0.08773285988718271
single_shape,prob_error_reduction,structured - pixel_permuted,7002,plain2_w16_gap,0.036837889812886715
single_shape,prob_error_reduction,structured - pixel_permuted,7002,plain2_w16_gmp,-0.0406041294336319
single_shape,prob_error_reduction,structured - pixel_permuted,7002,tiny_gap,0.04822107614018023
single_shape,prob_error_reduction,structured - pixel_permuted,7002,tiny_gmp,0.0063431141898036
single_shape,prob_error_reduction,structured - pixel_permuted,7003,plain2_w16_gap,-0.05638776905834675
single_shape,prob_error_reduction,structured - pixel_permuted,7003,plain2_w16_gmp,-0.07259759306907654
single_shape,prob_error_reduction,structured - pixel_permuted,7003,tiny_gap,0.09321887162514031
single_shape,prob_error_reduction,structured - pixel_permuted,7003,tiny_gmp,-0.010840327478945255
single_shape,prob_error_reduction,structured - pixel_permuted,7004,plain2_w16_gap,0.09262109734117985
single_shape,prob_error_reduction,structured - pixel_permuted,7004,plain2_w16_gmp,0.15241806954145432
single_shape,prob_error_reduction,structured - pixel_permuted,7004,tiny_gap,0.01724409987218678
single_shape,prob_error_reduction,structured - pixel_permuted,7004,tiny_gmp,0.12045363802462816
single_shape,prob_error_reduction,structured - pixel_permuted,7005,plain2_w16_gap,-0.06577683240175247
single_shape,prob_error_reduction,structured - pixel_permuted,7005,plain2_w16_gmp,0.014247976243495941
single_shape,prob_error_reduction,structured - pixel_permuted,7005,tiny_gap,0.08047315338626504
single_shape,prob_error_reduction,structured - pixel_permuted,7005,tiny_gmp,0.015025944449007511
single_shape,prob_error_reduction,structured - pixel_permuted,7006,plain2_w16_gap,0.014385048300027847
single_shape,prob_error_reduction,structured - pixel_permuted,7006,plain2_w16_gmp,0.005442291498184204
single_shape,prob_error_reduction,structured - pixel_permuted,7006,tiny_gap,0.06524593406356871
single_shape,prob_error_reduction,structured - pixel_permuted,7006,tiny_gmp,-0.0025315023958683014
single_shape,prob_error_reduction,structured - pixel_permuted,7007,plain2_w16_gap,-0.042281560599803925
single_shape,prob_error_reduction,structured - pixel_permuted,7007,plain2_w16_gmp,0.0493512898683548
single_shape,prob_error_reduction,structured - pixel_permuted,7007,tiny_gap,0.17671628575772047
single_shape,prob_error_reduction,structured - pixel_permuted,7007,tiny_gmp,0.1259539145976305
single_shape,prob_error_reduction,structured - pixel_permuted,7008,plain2_w16_gap,0.14845731668174267
single_shape,prob_error_reduction,structured - pixel_permuted,7008,plain2_w16_gmp,-0.09184299409389496
single_shape,prob_error_reduction,structured - pixel_permuted,7008,tiny_gap,0.1295123491436243
single_shape,prob_error_reduction,structured - pixel_permuted,7008,tiny_gmp,-0.03357345797121525
single_shape,prob_error_reduction,structured - pixel_permuted,7009,plain2_w16_gap,0.0680265761911869
single_shape,prob_error_reduction,structured - pixel_permuted,7009,plain2_w16_gmp,0.03222519904375076
single_shape,prob_error_reduction,structured - pixel_permuted,7009,tiny_gap,0.10530265257693827
single_shape,prob_error_reduction,structured - pixel_permuted,7009,tiny_gmp,0.02404356375336647
single_shape,prob_error_reduction,structured - pixel_permuted,7010,plain2_w16_gap,0.2238965854048729
single_shape,prob_error_reduction,structured - pixel_permuted,7010,plain2_w16_gmp,0.028431229293346405
single_shape,prob_error_reduction,structured - pixel_permuted,7010,tiny_gap,0.029009504010900855
single_shape,prob_error_reduction,structured - pixel_permuted,7010,tiny_gmp,0.07509756088256836
single_shape,prob_error_reduction,structured - pixel_permuted,7011,plain2_w16_gap,0.04823174700140953
single_shape,prob_error_reduction,structured - pixel_permuted,7011,plain2_w16_gmp,-0.03002183884382248
single_shape,prob_error_reduction,structured - pixel_permuted,7011,tiny_gap,0.033079662593081594
single_shape,prob_error_reduction,structured - pixel_permuted,7011,tiny_gmp,-0.03667870722711086
single_shape,prob_error_reduction,structured - pixel_permuted,7012,plain2_w16_gap,0.29114942625164986
single_shape,prob_error_reduction,structured - pixel_permuted,7012,plain2_w16_gmp,-0.07689684256911278
single_shape,prob_error_reduction,structured - pixel_permuted,7012,tiny_gap,0.10064012720249593
single_shape,prob_error_reduction,structured - pixel_permuted,7012,tiny_gmp,0.09835233353078365
single_shape,prob_error_reduction,structured - pixel_permuted,7013,plain2_w16_gap,0.11884289234876633
single_shape,prob_error_reduction,structured - pixel_permuted,7013,plain2_w16_gmp,0.019125357270240784
single_shape,prob_error_reduction,structured - pixel_permuted,7013,tiny_gap,0.050756830256432295
single_shape,prob_error_reduction,structured - pixel_permuted,7013,tiny_gmp,0.1872786683961749
single_shape,prob_error_reduction,structured - pixel_permuted,7014,plain2_w16_gap,0.0318886861205101
single_shape,prob_error_reduction,structured - pixel_permuted,7014,plain2_w16_gmp,0.01274111121892929
single_shape,prob_error_reduction,structured - pixel_permuted,7014,tiny_gap,0.06747479643672705
single_shape,prob_error_reduction,structured - pixel_permuted,7014,tiny_gmp,0.078703248873353
single_shape,prob_error_reduction,structured - pixel_permuted,7015,plain2_w16_gap,0.06717359833419323
single_shape,prob_error_reduction,structured - pixel_permuted,7015,plain2_w16_gmp,-0.05814965069293976
single_shape,prob_error_reduction,structured - pixel_permuted,7015,tiny_gap,0.08450764254666865
single_shape,prob_error_reduction,structured - pixel_permuted,7015,tiny_gmp,0.0683517325669527
single_shape,prob_error_reduction,structured - pixel_permuted,7016,plain2_w16_gap,0.06001489982008934
single_shape,prob_error_reduction,structured - pixel_permuted,7016,plain2_w16_gmp,0.010042525827884674
single_shape,prob_error_reduction,structured - pixel_permuted,7016,tiny_gap,0.1925746186170727
single_shape,prob_error_reduction,structured - pixel_permuted,7016,tiny_gmp,0.010676735080778599
single_shape,prob_error_reduction,structured - pixel_permuted,7017,plain2_w16_gap,-0.12743878737092018
single_shape,prob_error_reduction,structured - pixel_permuted,7017,plain2_w16_gmp,-0.06611775606870651
single_shape,prob_error_reduction,structured - pixel_permuted,7017,tiny_gap,0.05927966185845435
single_shape,prob_error_reduction,structured - pixel_permuted,7017,tiny_gmp,0.11861343029886484
single_shape,prob_error_reduction,structured - pixel_permuted,7018,plain2_w16_gap,0.18909819144755602
single_shape,prob_error_reduction,structured - pixel_permuted,7018,plain2_w16_gmp,-0.03592664375901222
single_shape,prob_error_reduction,structured - pixel_permuted,7018,tiny_gap,0.10012602293863893
single_shape,prob_error_reduction,structured - pixel_permuted,7018,tiny_gmp,-0.040273296646773815
single_shape,prob_error_reduction,structured - pixel_permuted,7019,plain2_w16_gap,-0.12436219118535519
single_shape,prob_error_reduction,structured - pixel_permuted,7019,plain2_w16_gmp,-0.0789911225438118
single_shape,prob_error_reduction,structured - pixel_permuted,7019,tiny_gap,0.09951156284660101
single_shape,prob_error_reduction,structured - pixel_permuted,7019,tiny_gmp,0.03227905463427305
single_shape,prob_error_reduction,structured - pixel_permuted,7020,plain2_w16_gap,0.153398796916008
single_shape,prob_error_reduction,structured - pixel_permuted,7020,plain2_w16_gmp,-0.08559788763523102
single_shape,prob_error_reduction,structured - pixel_permuted,7020,tiny_gap,0.047123190946877
single_shape,prob_error_reduction,structured - pixel_permuted,7020,tiny_gmp,0.05927940271794796
single_shape,prob_error_reduction,structured - pixel_permuted,7021,plain2_w16_gap,0.13819214329123497
single_shape,prob_error_reduction,structured - pixel_permuted,7021,plain2_w16_gmp,0.032655421644449234
single_shape,prob_error_reduction,structured - pixel_permuted,7021,tiny_gap,2.1120300516486168e-05
single_shape,prob_error_reduction,structured - pixel_permuted,7021,tiny_gmp,0.12418784201145172
single_shape,prob_error_reduction,structured - pixel_permuted,7022,plain2_w16_gap,0.14295754581689835
single_shape,prob_error_reduction,structured - pixel_permuted,7022,plain2_w16_gmp,0.03515325114130974
single_shape,prob_error_reduction,structured - pixel_permuted,7022,tiny_gap,0.10258007957600057
single_shape,prob_error_reduction,structured - pixel_permuted,7022,tiny_gmp,0.044141484424471855
single_shape,prob_error_reduction,structured - pixel_permuted,7023,plain2_w16_gap,-0.0687046516686678
single_shape,prob_error_reduction,structured - pixel_permuted,7023,plain2_w16_gmp,-0.03196097910404205
single_shape,prob_error_reduction,structured - pixel_permuted,7023,tiny_gap,0.059770648600533605
single_shape,prob_error_reduction,structured - pixel_permuted,7023,tiny_gmp,0.03178297448903322
single_shape,prob_error_reduction,structured - pixel_permuted,7024,plain2_w16_gap,0.1731021236628294
single_shape,prob_error_reduction,structured - pixel_permuted,7024,plain2_w16_gmp,-0.021634303033351898
single_shape,prob_error_reduction,structured - pixel_permuted,7024,tiny_gap,0.13503755442798138
single_shape,prob_error_reduction,structured - pixel_permuted,7024,tiny_gmp,-0.023465615697205067
single_shape,prob_error_reduction,structured - pixel_permuted,7025,plain2_w16_gap,-0.2501585967838764
single_shape,prob_error_reduction,structured - pixel_permuted,7025,plain2_w16_gmp,0.009483546018600464
single_shape,prob_error_reduction,structured - pixel_permuted,7025,tiny_gap,0.10913785477168858
single_shape,prob_error_reduction,structured - pixel_permuted,7025,tiny_gmp,0.10943219624459743
single_shape,prob_error_reduction,structured - pixel_permuted,7026,plain2_w16_gap,0.17384004034101963
single_shape,prob_error_reduction,structured - pixel_permuted,7026,plain2_w16_gmp,-0.17549572885036469
single_shape,prob_error_reduction,structured - pixel_permuted,7026,tiny_gap,0.059004339622333646
single_shape,prob_error_reduction,structured - pixel_permuted,7026,tiny_gmp,-0.0009974585846066475
single_shape,prob_error_reduction,structured - pixel_permuted,7027,plain2_w16_gap,0.05346108600497246
single_shape,prob_error_reduction,structured - pixel_permuted,7027,plain2_w16_gmp,0.035606030374765396
single_shape,prob_error_reduction,structured - pixel_permuted,7027,tiny_gap,0.11231553251855075
single_shape,prob_error_reduction,structured - pixel_permuted,7027,tiny_gmp,0.09746090788394213
single_shape,prob_error_reduction,structured - pixel_permuted,7028,plain2_w16_gap,0.08670316450297832
single_shape,prob_error_reduction,structured - pixel_permuted,7028,plain2_w16_gmp,-0.002953045070171356
single_shape,prob_error_reduction,structured - pixel_permuted,7028,tiny_gap,0.058422237634658813
single_shape,prob_error_reduction,structured - pixel_permuted,7028,tiny_gmp,-0.013632841408252716
single_shape,prob_error_reduction,structured - pixel_permuted,7029,plain2_w16_gap,0.11373210325837135
single_shape,prob_error_reduction,structured - pixel_permuted,7029,plain2_w16_gmp,0.07707305625081062
single_shape,prob_error_reduction,structured - pixel_permuted,7029,tiny_gap,0.07109827850945294
single_shape,prob_error_reduction,structured - pixel_permuted,7029,tiny_gmp,0.10524572944268584
single_shape,prob_error_reduction,structured - pixel_permuted,7030,plain2_w16_gap,0.002937834709882736
single_shape,prob_error_reduction,structured - pixel_permuted,7030,plain2_w16_gmp,0.058430157601833344
single_shape,prob_error_reduction,structured - pixel_permuted,7030,tiny_gap,0.11414699954912066
single_shape,prob_error_reduction,structured - pixel_permuted,7030,tiny_gmp,0.07344133779406548
single_shape,prob_error_reduction,structured - pixel_permuted,7031,plain2_w16_gap,-0.02417023479938507
single_shape,prob_error_reduction,structured - pixel_permuted,7031,plain2_w16_gmp,0.014872431755065918
single_shape,prob_error_reduction,structured - pixel_permuted,7031,tiny_gap,0.0897888750769198
single_shape,prob_error_reduction,structured - pixel_permuted,7031,tiny_gmp,0.060811685398221016
single_shape,prob_error_reduction,structured - pixel_permuted,7032,plain2_w16_gap,0.03898043930530548
single_shape,prob_error_reduction,structured - pixel_permuted,7032,plain2_w16_gmp,-0.043554045259952545
single_shape,prob_error_reduction,structured - pixel_permuted,7032,tiny_gap,0.12426123302429914
single_shape,prob_error_reduction,structured - pixel_permuted,7032,tiny_gmp,-0.022943537682294846
single_shape,prob_error_reduction,structured - pixel_permuted,7033,plain2_w16_gap,0.03184179216623306
single_shape,prob_error_reduction,structured - pixel_permuted,7033,plain2_w16_gmp,0.01873277872800827
single_shape,prob_error_reduction,structured - pixel_permuted,7033,tiny_gap,0.035632498329505324
single_shape,prob_error_reduction,structured - pixel_permuted,7033,tiny_gmp,0.09734210930764675
single_shape,prob_error_reduction,structured - pixel_permuted,7034,plain2_w16_gap,-0.06955176219344139
single_shape,prob_error_reduction,structured - pixel_permuted,7034,plain2_w16_gmp,0.057663604617118835
single_shape,prob_error_reduction,structured - pixel_permuted,7034,tiny_gap,0.07044379552826285
single_shape,prob_error_reduction,structured - pixel_permuted,7034,tiny_gmp,-0.027514293789863586
single_shape,prob_error_reduction,structured - pixel_permuted,7035,plain2_w16_gap,0.16702318284660578
single_shape,prob_error_reduction,structured - pixel_permuted,7035,plain2_w16_gmp,-0.08397720754146576
single_shape,prob_error_reduction,structured - pixel_permuted,7035,tiny_gap,0.13591176131740212
single_shape,prob_error_reduction,structured - pixel_permuted,7035,tiny_gmp,0.052830227650702
single_shape,prob_error_reduction,structured - pixel_permuted,7036,plain2_w16_gap,0.0741477832198143
single_shape,prob_error_reduction,structured - pixel_permuted,7036,plain2_w16_gmp,-0.07734963297843933
single_shape,prob_error_reduction,structured - pixel_permuted,7036,tiny_gap,0.08481381484307349
single_shape,prob_error_reduction,structured - pixel_permuted,7036,tiny_gmp,0.012942705303430557
single_shape,prob_error_reduction,structured - pixel_permuted,7037,plain2_w16_gap,0.14351200126111507
single_shape,prob_error_reduction,structured - pixel_permuted,7037,plain2_w16_gmp,0.026385407894849777
single_shape,prob_error_reduction,structured - pixel_permuted,7037,tiny_gap,0.14009288256056607
single_shape,prob_error_reduction,structured - pixel_permuted,7037,tiny_gmp,-0.004775617271661758
single_shape,prob_error_reduction,structured - pixel_permuted,7038,plain2_w16_gap,0.09692002274096012
single_shape,prob_error_reduction,structured - pixel_permuted,7038,plain2_w16_gmp,0.018228065222501755
single_shape,prob_error_reduction,structured - pixel_permuted,7038,tiny_gap,0.17542399931699038
single_shape,prob_error_reduction,structured - pixel_permuted,7038,tiny_gmp,0.05295552033931017
single_shape,prob_error_reduction,structured - pixel_permuted,7039,plain2_w16_gap,0.09368642792105675
single_shape,prob_error_reduction,structured - pixel_permuted,7039,plain2_w16_gmp,0.1166507750749588
single_shape,prob_error_reduction,structured - pixel_permuted,7039,tiny_gap,0.054574396926909685
single_shape,prob_error_reduction,structured - pixel_permuted,7039,tiny_gmp,0.06367199774831533
single_shape,prob_error_reduction,structured - pixel_permuted,7040,plain2_w16_gap,-0.03358534350991249
single_shape,prob_error_reduction,structured - pixel_permuted,7040,plain2_w16_gmp,0.05350334942340851
single_shape,prob_error_reduction,structured - pixel_permuted,7040,tiny_gap,0.05789456935599446
single_shape,prob_error_reduction,structured - pixel_permuted,7040,tiny_gmp,0.046989016234874725
single_shape,prob_error_reduction,structured - pixel_permuted,7041,plain2_w16_gap,0.022659216076135635
single_shape,prob_error_reduction,structured - pixel_permuted,7041,plain2_w16_gmp,0.01352788507938385
single_shape,prob_error_reduction,structured - pixel_permuted,7041,tiny_gap,0.05246165860444307
single_shape,prob_error_reduction,structured - pixel_permuted,7041,tiny_gmp,0.17045261897146702
single_shape,prob_error_reduction,structured - pixel_permuted,7042,plain2_w16_gap,-0.07315657660365105
single_shape,prob_error_reduction,structured - pixel_permuted,7042,plain2_w16_gmp,0.09531466662883759
single_shape,prob_error_reduction,structured - pixel_permuted,7042,tiny_gap,0.10562606318853796
single_shape,prob_error_reduction,structured - pixel_permuted,7042,tiny_gmp,0.05737374350428581
single_shape,prob_error_reduction,structured - pixel_permuted,7043,plain2_w16_gap,0.03755664825439453
single_shape,prob_error_reduction,structured - pixel_permuted,7043,plain2_w16_gmp,0.030983611941337585
single_shape,prob_error_reduction,structured - pixel_permuted,7043,tiny_gap,0.049016860546544194
single_shape,prob_error_reduction,structured - pixel_permuted,7043,tiny_gmp,-0.0037742480635643005
single_shape,prob_error_reduction,structured - pixel_permuted,7044,plain2_w16_gap,0.19449909031391144
single_shape,prob_error_reduction,structured - pixel_permuted,7044,plain2_w16_gmp,0.07848092913627625
single_shape,prob_error_reduction,structured - pixel_permuted,7044,tiny_gap,0.03254992142319679
single_shape,prob_error_reduction,structured - pixel_permuted,7044,tiny_gmp,0.04868717398494482
single_shape,prob_error_reduction,structured - pixel_permuted,7045,plain2_w16_gap,0.0548386350274086
single_shape,prob_error_reduction,structured - pixel_permuted,7045,plain2_w16_gmp,0.037758611142635345
single_shape,prob_error_reduction,structured - pixel_permuted,7045,tiny_gap,0.2151810370851308
single_shape,prob_error_reduction,structured - pixel_permuted,7045,tiny_gmp,0.05053353123366833
single_shape,prob_error_reduction,structured - pixel_permuted,7046,plain2_w16_gap,0.17966587655246258
single_shape,prob_error_reduction,structured - pixel_permuted,7046,plain2_w16_gmp,-0.027470670640468597
single_shape,prob_error_reduction,structured - pixel_permuted,7046,tiny_gap,0.08454935112968087
single_shape,prob_error_reduction,structured - pixel_permuted,7046,tiny_gmp,0.06975000817328691
single_shape,prob_error_reduction,structured - pixel_permuted,7047,plain2_w16_gap,-0.06553572602570057
single_shape,prob_error_reduction,structured - pixel_permuted,7047,plain2_w16_gmp,-0.0076194703578948975
single_shape,prob_error_reduction,structured - pixel_permuted,7047,tiny_gap,-0.001561616314575076
single_shape,prob_error_reduction,structured - pixel_permuted,7047,tiny_gmp,0.19052095152437687
single_shape,prob_error_reduction,structured - pixel_permuted,7048,plain2_w16_gap,-0.06039433367550373
single_shape,prob_error_reduction,structured - pixel_permuted,7048,plain2_w16_gmp,-0.018484458327293396
single_shape,prob_error_reduction,structured - pixel_permuted,7048,tiny_gap,0.06282560504041612
single_shape,prob_error_reduction,structured - pixel_permuted,7048,tiny_gmp,-0.045087650418281555
single_shape,prob_error_reduction,structured - pixel_permuted,7049,plain2_w16_gap,0.2519569415599108
single_shape,prob_error_reduction,structured - pixel_permuted,7049,plain2_w16_gmp,0.06847293674945831
single_shape,prob_error_reduction,structured - pixel_permuted,7049,tiny_gap,0.027390664210543036
single_shape,prob_error_reduction,structured - pixel_permuted,7049,tiny_gmp,0.09455775283277035
single_shape,prob_error_reduction,structured - pixel_permuted,7050,plain2_w16_gap,0.11431287974119186
single_shape,prob_error_reduction,structured - pixel_permuted,7050,plain2_w16_gmp,-0.0001621842384338379
single_shape,prob_error_reduction,structured - pixel_permuted,7050,tiny_gap,0.15965814189985394
single_shape,prob_error_reduction,structured - pixel_permuted,7050,tiny_gmp,0.0440492732450366
single_shape,prob_error_reduction,structured - pixel_permuted,7051,plain2_w16_gap,0.08599214069545269
single_shape,prob_error_reduction,structured - pixel_permuted,7051,plain2_w16_gmp,0.007221609354019165
single_shape,prob_error_reduction,structured - pixel_permuted,7051,tiny_gap,0.07613615435548127
single_shape,prob_error_reduction,structured - pixel_permuted,7051,tiny_gmp,0.06387435272336006
single_shape,prob_error_reduction,structured - pixel_permuted,7052,plain2_w16_gap,0.036252327263355255
single_shape,prob_error_reduction,structured - pixel_permuted,7052,plain2_w16_gmp,-0.055494122207164764
single_shape,prob_error_reduction,structured - pixel_permuted,7052,tiny_gap,0.008163313381373882
single_shape,prob_error_reduction,structured - pixel_permuted,7052,tiny_gmp,-0.03499235585331917
single_shape,prob_error_reduction,structured - pixel_permuted,7053,plain2_w16_gap,-0.04888284206390381
single_shape,prob_error_reduction,structured - pixel_permuted,7053,plain2_w16_gmp,0.05555775761604309
single_shape,prob_error_reduction,structured - pixel_permuted,7053,tiny_gap,0.05672187451273203
single_shape,prob_error_reduction,structured - pixel_permuted,7053,tiny_gmp,0.10133822821080685
single_shape,prob_error_reduction,structured - pixel_permuted,7054,plain2_w16_gap,-0.06393755972385406
single_shape,prob_error_reduction,structured - pixel_permuted,7054,plain2_w16_gmp,-0.07595724612474442
single_shape,prob_error_reduction,structured - pixel_permuted,7054,tiny_gap,0.08797737560234964
single_shape,prob_error_reduction,structured - pixel_permuted,7054,tiny_gmp,0.08677527122199535
single_shape,prob_error_reduction,structured - pixel_permuted,7055,plain2_w16_gap,0.08644334971904755
single_shape,prob_error_reduction,structured - pixel_permuted,7055,plain2_w16_gmp,0.15993410348892212
single_shape,prob_error_reduction,structured - pixel_permuted,7055,tiny_gap,0.1078185869846493
single_shape,prob_error_reduction,structured - pixel_permuted,7055,tiny_gmp,0.021891215816140175
single_shape,prob_error_reduction,structured - pixel_permuted,7056,plain2_w16_gap,0.11486218124628067
single_shape,prob_error_reduction,structured - pixel_permuted,7056,plain2_w16_gmp,0.10911928489804268
single_shape,prob_error_reduction,structured - pixel_permuted,7056,tiny_gap,0.0940832442138344
single_shape,prob_error_reduction,structured - pixel_permuted,7056,tiny_gmp,0.1085869763046503
single_shape,prob_error_reduction,structured - pixel_permuted,7057,plain2_w16_gap,0.007353253662586212
single_shape,prob_error_reduction,structured - pixel_permuted,7057,plain2_w16_gmp,0.09186141565442085
single_shape,prob_error_reduction,structured - pixel_permuted,7057,tiny_gap,0.062094922410324216
single_shape,prob_error_reduction,structured - pixel_permuted,7057,tiny_gmp,0.021748488768935204
single_shape,prob_error_reduction,structured - pixel_permuted,7058,plain2_w16_gap,0.1181856021285057
single_shape,prob_error_reduction,structured - pixel_permuted,7058,plain2_w16_gmp,-0.13959113508462906
single_shape,prob_error_reduction,structured - pixel_permuted,7058,tiny_gap,0.11099069751799107
single_shape,prob_error_reduction,structured - pixel_permuted,7058,tiny_gmp,0.02145724929869175
single_shape,prob_error_reduction,structured - pixel_permuted,7059,plain2_w16_gap,0.2216810006648302
single_shape,prob_error_reduction,structured - pixel_permuted,7059,plain2_w16_gmp,-0.07326897606253624
single_shape,prob_error_reduction,structured - pixel_permuted,7059,tiny_gap,0.05397791205905378
single_shape,prob_error_reduction,structured - pixel_permuted,7059,tiny_gmp,-0.0004647057503461838
single_shape,prob_error_reduction,structured - pixel_permuted,7060,plain2_w16_gap,0.12788410112261772
single_shape,prob_error_reduction,structured - pixel_permuted,7060,plain2_w16_gmp,0.026606693863868713
single_shape,prob_error_reduction,structured - pixel_permuted,7060,tiny_gap,0.13344781124033034
single_shape,prob_error_reduction,structured - pixel_permuted,7060,tiny_gmp,0.07529724109917879
single_shape,prob_error_reduction,structured - pixel_permuted,7061,plain2_w16_gap,0.0070091914385557175
single_shape,prob_error_reduction,structured - pixel_permuted,7061,plain2_w16_gmp,0.05649121105670929
single_shape,prob_error_reduction,structured - pixel_permuted,7061,tiny_gap,0.019891507690772414
single_shape,prob_error_reduction,structured - pixel_permuted,7061,tiny_gmp,-0.02458728477358818
single_shape,prob_error_reduction,structured - pixel_permuted,7062,plain2_w16_gap,-0.018305979669094086
single_shape,prob_error_reduction,structured - pixel_permuted,7062,plain2_w16_gmp,-0.032868631184101105
single_shape,prob_error_reduction,structured - pixel_permuted,7062,tiny_gap,0.08014909038320184
single_shape,prob_error_reduction,structured - pixel_permuted,7062,tiny_gmp,0.09545176103711128
single_shape,prob_error_reduction,structured - pixel_permuted,7063,plain2_w16_gap,0.11759148351848125
single_shape,prob_error_reduction,structured - pixel_permuted,7063,plain2_w16_gmp,0.026170305907726288
