task,architecture,anchor_family,block,metric,value_kind,B,init_reps
single_shape,plain2_w16_gap,pixel_permuted_template,7049,centered_logit_fidelity,random,0.009537247194821486,4
single_shape,plain2_w16_gap,pixel_permuted_template,7049,prob_error_reduction,random,0.09829316334798932,4
single_shape,plain2_w16_gap,pixel_permuted_template,7050,centered_logit_fidelity,random,-8.684229075060779e-05,4
single_shape,plain2_w16_gap,pixel_permuted_template,7050,prob_error_reduction,random,0.08242821041494608,4
single_shape,plain2_w16_gap,pixel_permuted_template,7051,centered_logit_fidelity,random,0.010755298025289262,4
single_shape,plain2_w16_gap,pixel_permuted_template,7051,prob_error_reduction,random,0.11106067476794124,4
single_shape,plain2_w16_gap,pixel_permuted_template,7052,centered_logit_fidelity,random,-0.00043047003706993096,4
single_shape,plain2_w16_gap,pixel_permuted_template,7052,prob_error_reduction,random,0.07434501592069864,4
single_shape,plain2_w16_gap,pixel_permuted_template,7053,centered_logit_fidelity,random,0.01644746516586637,4
single_shape,plain2_w16_gap,pixel_permuted_template,7053,prob_error_reduction,random,0.10207964293658733,4
single_shape,plain2_w16_gap,pixel_permuted_template,7054,centered_logit_fidelity,random,0.0088234393347338,4
single_shape,plain2_w16_gap,pixel_permuted_template,7054,prob_error_reduction,random,0.11956089036539197,4
single_shape,plain2_w16_gap,pixel_permuted_template,7055,centered_logit_fidelity,random,0.01854577605022676,4
single_shape,plain2_w16_gap,pixel_permuted_template,7055,prob_error_reduction,random,0.13266738527454436,4
single_shape,plain2_w16_gap,pixel_permuted_template,7056,centered_logit_fidelity,random,-0.013396685111073626,4
single_shape,plain2_w16_gap,pixel_permuted_template,7056,prob_error_reduction,random,0.08945939084514976,4
single_shape,plain2_w16_gap,pixel_permuted_template,7057,centered_logit_fidelity,random,0.0023019576108705177,4
single_shape,plain2_w16_gap,pixel_permuted_template,7057,prob_error_reduction,random,0.1100615500472486,4
single_shape,plain2_w16_gap,pixel_permuted_template,7058,centered_logit_fidelity,random,-0.012413343595348632,4
single_shape,plain2_w16_gap,pixel_permuted_template,7058,prob_error_reduction,random,0.09084447007626295,4
single_shape,plain2_w16_gap,pixel_permuted_template,7059,centered_logit_fidelity,random,0.009304941046910754,4
single_shape,plain2_w16_gap,pixel_permuted_template,7059,prob_error_reduction,random,0.1014515059068799,4
single_shape,plain2_w16_gap,pixel_permuted_template,7060,centered_logit_fidelity,random,0.0047957592522056905,4
single_shape,plain2_w16_gap,pixel_permuted_template,7060,prob_error_reduction,random,0.09347687242552638,4
single_shape,plain2_w16_gap,pixel_permuted_template,7061,centered_logit_fidelity,random,0.007365034752088837,4
