task,architecture,anchor_family,block,init_rep,treatment,anchor_rank,anchor_max_abs_row_mean,anchor_max_abs_row_norm_error,anchor_max_abs_gram_error_vs_structured,anchor_sha256
single_shape,plain2_w16_gap,pixel_permuted_template,7080,3,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,8b1c9794d7ebba21e2582f9ae9c6e85a0f77513ae618857ab03891c39f233e7b
single_shape,plain2_w16_gap,pixel_permuted_template,7081,0,release_default,10,1.437226195394257e-09,1.219202161450994e-08,5.551115123125783e-16,e6cd902e226f984ae9a287fab2ddc4fc6ee153cbf3f902406b08392944c8881e
single_shape,plain2_w16_gap,pixel_permuted_template,7081,1,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,556602db18dddc39ae36fd826a879fb5281e7bda2d7a77f19c7fd230aae2fc25
single_shape,plain2_w16_gap,pixel_permuted_template,7081,2,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,5.551115123125783e-16,6f0132a959fb270d6d8ee6a306a62211c7ad3254bae198cb2706711968e74b38
single_shape,plain2_w16_gap,pixel_permuted_template,7081,3,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,6.661338147750939e-16,cbae37b6ea45f4c3f4ded7a11d7dd930f14792f14a6225513cb523c45e286aca
single_shape,plain2_w16_gap,pixel_permuted_template,7082,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,dcea94bc19305e12e01abeb0c4984fe1fc90ee556b23c3a965748973cac601ac
single_shape,plain2_w16_gap,pixel_permuted_template,7082,1,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,e038f4dda3048dbb3e75f658388bd58f3d49ce9f8ef068eb4414d17a3368f348
single_shape,plain2_w16_gap,pixel_permuted_template,7082,2,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,3.3306690738754696e-16,1ac66668ae9b7536888d4b85bef98deed06250c38b0d367e8fab2f046c6c3711
single_shape,plain2_w16_gap,pixel_permuted_template,7082,3,release_default,10,1.437226195394257e-09,1.219202161450994e-08,3.3306690738754696e-16,f61f2b848568b476df5d4d167855d86a6a0270dbec8272e47df80a71701d4ab3
single_shape,plain2_w16_gap,pixel_permuted_template,7083,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,3.3306690738754696e-16,758dae37b1ffa617fc0913bc9e0438594ebd8bde225ea8ed65c1e012ba65a482
single_shape,plain2_w16_gap,pixel_permuted_template,7083,1,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,76740153d262c3363f8f8656b951efb2e42b741e9b702444ce13adce4a7d00bf
single_shape,plain2_w16_gap,pixel_permuted_template,7083,2,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,e21bda216485da4f4278e48cc2af50bacd259d0908007caa0cab5af288b4a194
single_shape,plain2_w16_gap,pixel_permuted_template,7083,3,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,5.551115123125783e-16,b7f9b216b4ef68a203f08275ffe9ad728786efa2737dc61f2cfdf9f8aaacc2f4
single_shape,plain2_w16_gap,pixel_permuted_template,7084,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,5.551115123125783e-16,bbf5e51981b387925aba4242cc6f412ae8804d1ebb918b7b1e73e77a78a9aa88
single_shape,plain2_w16_gap,pixel_permuted_template,7084,1,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,b84b31d76387ab6eff9a4c41d189e217f969c6f2f886e163e2be56f1aaccf6ab
single_shape,plain2_w16_gap,pixel_permuted_template,7084,2,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,5.551115123125783e-16,99c5ed331bbb56cc151b385bb1517c4e151d0bd0e50bed9ccfd743d06495897d
single_shape,plain2_w16_gap,pixel_permuted_template,7084,3,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,d0b9e3bdf7304e8ab8b7f2fb850d229d63c213c5bc994162177acd225d7e9b74
single_shape,plain2_w16_gap,pixel_permuted_template,7085,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,5.551115123125783e-16,cebe57fcbd29fa639b5ba3074ba6e53ba06e397e7abb8cb5e83f97edbd3fb351
single_shape,plain2_w16_gap,pixel_permuted_template,7085,1,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,1f1ba3d7eb9e7ba9843ec3e4dc9e8c0b11cb7a21d8f5b7df6942b9ddff942796
single_shape,plain2_w16_gap,pixel_permuted_template,7085,2,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,5.551115123125783e-16,08f6891e1e94931ba173f55c372c77e3feeced3f535c2738c9c53dcbfc4de9a1
single_shape,plain2_w16_gap,pixel_permuted_template,7085,3,release_default,10,1.437226195394257e-09,1.219202117042073e-08,6.661338147750939e-16,906d13374e3a44d0476d978b43d525be32d055f8fecd442ec257c7f63899f9a5
single_shape,plain2_w16_gap,pixel_permuted_template,7086,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,2.220446049250313e-16,b3568ba0338724358068a4d06cc25f7d7034c6a623de330d4a8f27359ec7797c
single_shape,plain2_w16_gap,pixel_permuted_template,7086,1,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,5072a52e545fdf119c254a28e03b6703256f8f1696a08cb01cce328faf60d788
single_shape,plain2_w16_gap,pixel_permuted_template,7086,2,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,16268c7e447a48fad0a2bf8926102a1518596fb8131a67846657b24f5cf33eef
single_shape,plain2_w16_gap,pixel_permuted_template,7086,3,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,5.551115123125783e-16,b5bc4eefc95e6d14eb713fe598d9e06defe5e7b5041ae5fc3d4fb8586eb01bee
single_shape,plain2_w16_gap,pixel_permuted_template,7087,0,release_default,10,1.437226195394257e-09,1.219202161450994e-08,6.661338147750939e-16,f2233992ea172a975f077a762363287fd0d7ca117ca7b58c584a1b639c878541
single_shape,plain2_w16_gap,pixel_permuted_template,7087,1,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,79936f53866ff32c4d515c86906c34f99ffcd493d2d7a8b6223180cfc7273059
single_shape,plain2_w16_gap,pixel_permuted_template,7087,2,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,90fdf3b51c7257e36f476fe6a3605169dc9e6410db0692fc61a9f0f1c9a803a9
single_shape,plain2_w16_gap,pixel_permuted_template,7087,3,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,19e170d8521bb003368bf465eaf81cd3b309df1b681005d89a11ece98e27df50
single_shape,plain2_w16_gap,pixel_permuted_template,7088,0,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,75890c28029318f2e38be8fa51997fd19956826512f8c50727f50fbdce96c6ab
single_shape,plain2_w16_gap,pixel_permuted_template,7088,1,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,de75ae179f64ffc5b9055427f7a2bba1b6f40118f267f71d971352c6e9f027ed
single_shape,plain2_w16_gap,pixel_permuted_template,7088,2,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,b7fa7bbc737d86a15002c93d3390e19a8a42f438885997399f54882a0492da69
single_shape,plain2_w16_gap,pixel_permuted_template,7088,3,release_default,10,1.437226195394257e-09,1.219202161450994e-08,5.551115123125783e-16,0bdff1970ad7564137f3eee77c4c46e978934e370ba935671031639706a1e29e
single_shape,plain2_w16_gap,pixel_permuted_template,7089,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,fe8a772a3a078ff61400e8e16b1f8c63332e03b9a2fe2ead4e821fa4f06963ca
single_shape,plain2_w16_gap,pixel_permuted_template,7089,1,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,488cc42e2001afdb4d2b46abd29a0ee7a612d1cdcd3310142f16daa8d501e365
single_shape,plain2_w16_gap,pixel_permuted_template,7089,2,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,047edd35d75a4bff9688c05e008857a6f653f9e0571a9caf7aa2ce8e994b5fef
single_shape,plain2_w16_gap,pixel_permuted_template,7089,3,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,6353b4db5b1408d6a02d8dfc83a71a154d37d0fe19514a1140089c88835f0873
single_shape,plain2_w16_gap,pixel_permuted_template,7090,0,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,8a82f7cabcff8df61ed3c159e660b80f6642e21b3eefcebb28db6ccef89171e7
single_shape,plain2_w16_gap,pixel_permuted_template,7090,1,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,25b312ae44d875aa015fc362a40a47f7984e0b49a93b7f08c7e56aa6e4c1bbdc
single_shape,plain2_w16_gap,pixel_permuted_template,7090,2,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,b61d7d102cbe5b94cc8ba1d7cdd723902a283777c977c902ce603ae3fefb2e9f
single_shape,plain2_w16_gap,pixel_permuted_template,7090,3,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,ae77037c02928945cbeb35b667521b6314f24c384189312464b7c0c27466ade1
single_shape,plain2_w16_gap,pixel_permuted_template,7091,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,e2647c9c309cb96c439ee75108d1a38f5a687e80fe1e53636a4019f0c26f88fa
single_shape,plain2_w16_gap,pixel_permuted_template,7091,1,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,fd71fe387e3d0991969c5d60a22ac3351e803f8a2d8e0f5632feb6b8ef444e8f
single_shape,plain2_w16_gap,pixel_permuted_template,7091,2,release_default,10,1.437226195394257e-09,1.219202161450994e-08,5.551115123125783e-16,5e9c4d4d79dedecb8852540d1fdf42c26837577823ba2cf173cf0d450891af62
single_shape,plain2_w16_gap,pixel_permuted_template,7091,3,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,5.551115123125783e-16,2da87a33c96a7165ae253711a26a7efa1f762ea86ed73e118b6d5e5984f99f79
single_shape,plain2_w16_gap,pixel_permuted_template,7092,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,6.661338147750939e-16,62af18c0e55a7922110d8d5aa5777d4fb58801b3963d6e8e0cdc1fc4af85445f
single_shape,plain2_w16_gap,pixel_permuted_template,7092,1,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,f6f8e660066afaa5919fd7b077091cfa19213e550b744a2ca4092e1e33acee59
single_shape,plain2_w16_gap,pixel_permuted_template,7092,2,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,6.661338147750939e-16,224dd7f2ca96793868c890e9f6439694e8c6d93e3fa1c73a6857ae7b81a3dc5a
single_shape,plain2_w16_gap,pixel_permuted_template,7092,3,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,5.551115123125783e-16,fc615684b6468eb21ef3502cc234b415116a1453afd03557adde3a27a60784f2
single_shape,plain2_w16_gap,pixel_permuted_template,7093,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,98e64e379a3c4e3b0e6282141d7a53b4f6955e018bf84227cdb5979ec17482a5
single_shape,plain2_w16_gap,pixel_permuted_template,7093,1,release_default,10,1.437226195394257e-09,1.219202161450994e-08,6.661338147750939e-16,2c3dcf6cded00f2a036a4ef651c64bfbfd49f6dfbfad3fae753dd45ae7ef83bf
single_shape,plain2_w16_gap,pixel_permuted_template,7093,2,release_default,10,1.437226195394257e-09,1.219202161450994e-08,5.551115123125783e-16,7774b85e1fb264ad077042fdde1c8ded12ee9a5adfe65ab7f51f340831eb1033
single_shape,plain2_w16_gap,pixel_permuted_template,7093,3,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,5b9f3fa430d0ead99f1e0bb1fbaf4f99070f378a5e1f48f9c78abdc346b85f3f
single_shape,plain2_w16_gap,pixel_permuted_template,7094,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,3.3306690738754696e-16,1b339ecb0cca191229b83805ef1bad321f3d0c4b4c06425546a8eaec9ea851a5
single_shape,plain2_w16_gap,pixel_permuted_template,7094,1,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,42a37f578b0eeb9b98058c7a81a662d7d0e8df2f339ba7f9e4b1b3f47a90f900
single_shape,plain2_w16_gap,pixel_permuted_template,7094,2,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,a3f6663773b2c29be69b5eaa749bcc003a7d277ecf5dc3d018367c9fbb45838c
single_shape,plain2_w16_gap,pixel_permuted_template,7094,3,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,8b5e90c06c45d33c3ec1fa211956381e62b656cfe915eedc6b82efe82dcea24b
single_shape,plain2_w16_gap,pixel_permuted_template,7095,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,3.3306690738754696e-16,60868a880f2664a5c44aa9d0a887de217be3621d3afe2df24320620fb1919fb0
single_shape,plain2_w16_gap,pixel_permuted_template,7095,1,release_default,10,1.437226195394257e-09,1.219202117042073e-08,4.440892098500626e-16,b2a8e793c8a6bd7bec70325118738e8bda1c4a9c61777b01ded84bb349350b18
single_shape,plain2_w16_gap,pixel_permuted_template,7095,2,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,87cb3a8c792d2f4f1eab77a3c13716458c20a685f8b0e95a385158301781fed7
single_shape,plain2_w16_gap,pixel_permuted_template,7095,3,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,a4912a41fc7ca6ba652158a453073b202d03bff17db1ee6931496e432ef525df
single_shape,plain2_w16_gap,pixel_permuted_template,7096,0,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,90f32308e5247c44cbbb8573c87c59a700b550c7033e8ffea9ca4973233347b0
single_shape,plain2_w16_gap,pixel_permuted_template,7096,1,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,5.551115123125783e-16,8862de381474de81dd9d723b37e91449d43eab4200b156e7c9d145d44236a60c
single_shape,plain2_w16_gap,pixel_permuted_template,7096,2,release_default,10,1.437226195394257e-09,1.219202161450994e-08,3.3306690738754696e-16,b49985ad3ec21a36f4e4f6856f38a7fcdcb1864e310cd623f3e30a0195e22820
single_shape,plain2_w16_gap,pixel_permuted_template,7096,3,release_default,10,1.437226195394257e-09,1.219202161450994e-08,5.551115123125783e-16,84ed42f7ee997cf82761e6df0f21420ecc8bbfffe8886ae89d3f0e54ba359d08
single_shape,plain2_w16_gap,pixel_permuted_template,7097,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,2.220446049250313e-16,d711a3c795ba5b9ab4c3af963084d44bb152a36f43744e450077c6f1239c4de0
single_shape,plain2_w16_gap,pixel_permuted_template,7097,1,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,c370bfa13a5e705cc302db00d9b229041c4e1d382ce1ad2a99c0d3ea51a5b2e6
single_shape,plain2_w16_gap,pixel_permuted_template,7097,2,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,3.3306690738754696e-16,2030321e1bb2e73601375ecae2472ed755273ab341d20bec4ea58727385c2299
single_shape,plain2_w16_gap,pixel_permuted_template,7097,3,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,981a26e601fe1a26e53524637b5e9ef84a74eafc9dd6ee5788339db6721e0c3e
single_shape,plain2_w16_gap,pixel_permuted_template,7098,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,e756de66e08ef29e301f9d884a488386642a7d62b7a97ee83ea46f5ea43d52cc
single_shape,plain2_w16_gap,pixel_permuted_template,7098,1,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,b37674ae0188563ffb69fbae0726089121187b33cc9369cde98d61e729547919
single_shape,plain2_w16_gap,pixel_permuted_template,7098,2,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,ff5b0c09696b9999204b8c3f1a6047983423bcac0a67016775ff800d19ce3bc9
single_shape,plain2_w16_gap,pixel_permuted_template,7098,3,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,0fbcd916be19ea3f9fd58f90d5e53bd6c0141f7e64cc5c868bda8450623056a3
single_shape,plain2_w16_gap,pixel_permuted_template,7099,0,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,af60762b6fa4559721d7a465177d9937c1e48762b3dac6f93709eb2a22bc69a0
single_shape,plain2_w16_gap,pixel_permuted_template,7099,1,release_default,10,1.437226195394257e-09,1.219202161450994e-08,5.551115123125783e-16,964989e902a4f4d601cde418eaa721e297ad294030ae392464f0540725391222
single_shape,plain2_w16_gap,pixel_permuted_template,7099,2,release_default,10,1.437226195394257e-09,1.2192021392465335e-08,4.440892098500626e-16,92e66d1afcdb7b76de387aa33d7c84a21243167650650c7cc5d78f9aefdb856b
single_shape,plain2_w16_gap,pixel_permuted_template,7099,3,release_default,10,1.437226195394257e-09,1.219202161450994e-08,4.440892098500626e-16,57353f7bcb9bd487381e38879ef0645eb5d8cf706e8eec2693688266bc1f5412
single_shape,plain2_w16_gap,random_fullrank,7000,0,release_default,16,5.547693114221832e-10,8.65915072978396e-09,,033a9d5d0eddb4d680c90566768abeee95c79264c4a504e8d7333c8749b3828e
single_shape,plain2_w16_gap,random_fullrank,7000,1,release_default,16,6.237561688011075e-10,1.0891235691090628e-08,,9cb736f6fe235ad258ddb87953e46d5e1f384ef16a2857e4c829b227eae5e05b
single_shape,plain2_w16_gap,random_fullrank,7000,2,release_default,16,9.816254914542774e-10,6.565411325709647e-09,,22e577c5be5ee11719ec73e54ad46f4102f65eee5bc94f0b8d14a18c8759edb3
single_shape,plain2_w16_gap,random_fullrank,7000,3,release_default,16,4.189514359574259e-10,6.942556751710072e-09,,efeeddeb199846bfab4a96405a163ca1baf8e68566c8c6d0197e6a50adae1297
single_shape,plain2_w16_gap,random_fullrank,7001,0,release_default,16,5.76327704353097e-10,6.776062377866765e-09,,9446309bbe3a0cff212f1eee80f15e237294dc8b019fe2e5a2849938fc1a716c
single_shape,plain2_w16_gap,random_fullrank,7001,1,release_default,16,8.623357172365542e-10,9.236358788911048e-09,,d7f22f87926a8075ebf223b88199f35cc40625ab6aee9924dfb538eade87ed3b
single_shape,plain2_w16_gap,random_fullrank,7001,2,release_default,16,7.358598120418595e-10,1.2129786286507738e-08,,f21aad5faad2d8b680409913b29c9c9bce2586160b930f9d84488a957d3160bf
single_shape,plain2_w16_gap,random_fullrank,7001,3,release_default,16,5.950116448932223e-10,7.923333544823663e-09,,aa59bca07bdb45795e9bac50b3567a4a9cd1ba5e6752ac560bbe5eece950ce8d
single_shape,plain2_w16_gap,random_fullrank,7002,0,release_default,16,5.533320852267889e-10,1.1096494612061747e-08,,b756c3f754e7e6c81507ba0f7ea1577aa2e6da7febafb8425c87ba150e1c9e0a
single_shape,plain2_w16_gap,random_fullrank,7002,1,release_default,16,4.64224061112345e-10,9.01323771174134e-09,,03cf4375ab469556813181e6c15a95125dc1d5c54f7db3721f741cc0aeac3ea7
single_shape,plain2_w16_gap,random_fullrank,7002,2,release_default,16,5.197369229094482e-10,1.610842481625241e-08,,58bfb4440caa01bca11f76fd87f370680c587e2d2d6be8c5414ff5fcaa07c927
single_shape,plain2_w16_gap,random_fullrank,7002,3,release_default,16,6.927430261800318e-10,9.842582526786714e-09,,a69338e6ab56121a99ec81c1ac1f44d14b5005afac84a412fd3704967426cd5d
single_shape,plain2_w16_gap,random_fullrank,7003,0,release_default,16,6.639985022721467e-10,5.922657919654739e-09,,6657a9f3760d02e9159a608a3816287dc859d8ceaabdee447177a892769cd4b5
single_shape,plain2_w16_gap,random_fullrank,7003,1,release_default,16,5.231503351235096e-10,1.0850455423039307e-08,,d064764e7f11102e7d1e9495b3fa0594eac4b9eef20be73bcaa74d98d1cacd17
single_shape,plain2_w16_gap,random_fullrank,7003,2,release_default,16,7.387342644326481e-10,9.957008106908916e-09,,feac25334ed98d11abe7592fe93acb8aa1d9151f3c39ae8eeab0a8c223d2e54c
single_shape,plain2_w16_gap,random_fullrank,7003,3,release_default,16,4.232631145436087e-10,9.079979212955891e-09,,a2160e913a9a282d668a2491c0d89dbce9fb708cc80ab4cc852fb8910e09bf3a
single_shape,plain2_w16_gap,random_fullrank,7004,0,release_default,16,5.48930580003394e-10,8.935038264823447e-09,,82402ed0fe6462e997fe1e325aea409c2a8fcd2333a2f33f421a11d15013b850
single_shape,plain2_w16_gap,random_fullrank,7004,1,release_default,16,7.222061631856141e-10,1.2374477664778283e-08,,929be9690eccc13c469de30c10907783c64170ec67280b9dfe7313e44161cbd5
single_shape,plain2_w16_gap,random_fullrank,7004,2,release_default,16,7.028036095477917e-10,1.3148879318691797e-08,,5a29270c21e26fccb440eb38674696d3106399c0b1011ac7a93db1cf79815f40
single_shape,plain2_w16_gap,random_fullrank,7004,3,release_default,16,4.822792151919853e-10,8.343296276080991e-09,,0e1ee77ee7ad1ce6e9f28686787590a9c12818665dc081f6a0560e4ff926bc69
single_shape,plain2_w16_gap,random_fullrank,7005,0,release_default,16,6.898685737892433e-10,1.3115787678152913e-08,,eff0b12f6f6804879de5d11d6731758a2073814649013c280e7bdc21e7f2f84d
single_shape,plain2_w16_gap,random_fullrank,7005,1,release_default,16,7.157386453063399e-10,9.703019165918647e-09,,5361ad8c8e2d1aef22a4ed527f02d9662b9d18fcfbcb2c8cd3f87702762888bb
single_shape,plain2_w16_gap,random_fullrank,7005,2,release_default,16,3.981116561242092e-10,7.810591950985213e-09,,f569cb89dbbfacc3ef08fb2e8e4d21a419bd8945f3d9cac37230bbcad1b6ee19
single_shape,plain2_w16_gap,random_fullrank,7005,3,release_default,16,4.80752162359379e-10,9.969222891648144e-09,,89dc1da2db85a60b825ab17b3d15fa01e292f5bc80b563a19b93007ef06d7b53
single_shape,plain2_w16_gap,random_fullrank,7006,0,release_default,16,8.989849852191077e-10,9.713982507264518e-09,,b0eb592b614501e92f055d2e8167bacd0ae78634722b53bf437f83dd00f225b8
single_shape,plain2_w16_gap,random_fullrank,7006,1,release_default,16,5.188386565373268e-10,1.0517885007388372e-08,,87e2efe95ddc8487e26f722f8bd080392242947365a61b75a90d603aefccba89
single_shape,plain2_w16_gap,random_fullrank,7006,2,release_default,16,6.244747818988047e-10,7.480485786359736e-09,,d2a73d4ad0d28399bd92fdf775fb093deecd7cf293420d835078b66908fa883c
single_shape,plain2_w16_gap,random_fullrank,7006,3,release_default,16,6.115397461402563e-10,7.851711281148255e-09,,4b2dbc2d35417d36de7286d27ff47016f29e8b85c3d01c0d99468413f0dac004
single_shape,plain2_w16_gap,random_fullrank,7007,0,release_default,16,6.913057999846376e-10,9.31085630817563e-09,,327288c3371f1eb5e57922066e15065c106777463a925dde2ff76e484b86dc38
single_shape,plain2_w16_gap,random_fullrank,7007,1,release_default,16,6.394758303132322e-10,7.940038404541383e-09,,9f85968f294b837a25d63a14b933d6a6e12564b7f54d3902e757df355ed234e4
single_shape,plain2_w16_gap,random_fullrank,7007,2,release_default,16,6.553751450997812e-10,1.1433521684978132e-08,,62928bf47790e84521c7023e719c1ac14a629b247be27ded7af5bed7e1a2c803
single_shape,plain2_w16_gap,random_fullrank,7007,3,release_default,16,6.280678473872903e-10,8.689661656902103e-09,,d5439192fea83d374d2d99d5cf494a754d20973576d89ef2cb99aaf6bbd35513
single_shape,plain2_w16_gap,random_fullrank,7008,0,release_default,16,6.553751450997812e-10,1.2251388792350326e-08,,e8b7decef463c9c55a8cef91d363658e445d2bfced701904df6d937395e6f5b6
single_shape,plain2_w16_gap,random_fullrank,7008,1,release_default,16,5.748904781577028e-10,1.1108503672474512e-08,,f93b5e3d3ea6c11197431e9c2c337cfe1383b4eb4150979a083f6284f307bd7d
single_shape,plain2_w16_gap,random_fullrank,7008,2,release_default,16,5.375225970774521e-10,1.1955703316246513e-08,,db469c61bd9aba76534f03699b2f6b1686e9912a59c53c8c97a4dc56057e0d18
single_shape,plain2_w16_gap,random_fullrank,7008,3,release_default,16,6.568123712951755e-10,9.678155166170654e-09,,20949e4081f82f02accee2a2f820ff01cd0d03092eec9c34d2b4dc3edb6d9f25
single_shape,plain2_w16_gap,random_fullrank,7009,0,release_default,16,6.251933949965018e-10,1.163942076054525e-08,,d9a4f201f95618eee81df90e297c8e3fc20a823ff3a9c55e4c419b4530d1b116
single_shape,plain2_w16_gap,random_fullrank,7009,1,release_default,16,6.956174785708204e-10,1.1228638019389336e-08,,b558072a69aa669ac63cd521a1488dd83f614470e6ff77304812b188cf20f3dc
single_shape,plain2_w16_gap,random_fullrank,7009,2,release_default,16,7.617298835589562e-10,8.678416651974885e-09,,3bb909454cc6d2d1ee537fffae2a60d9c95b0ccf2848518108fd54eff152c74e
single_shape,plain2_w16_gap,random_fullrank,7009,3,release_default,16,5.346481446866636e-10,1.0580044729202598e-08,,16e658b777e754f85797558685d557ee0ebbff776483a4d8b634eabef628edbb
single_shape,plain2_w16_gap,random_fullrank,7010,0,release_default,16,8.019722170299954e-10,9.893959873608082e-09,,56762fa54998d145d198b21ff8ea806cd2b3f33a85712567be5be5f71f460b14
single_shape,plain2_w16_gap,random_fullrank,7010,1,release_default,16,7.502320739958022e-10,9.987163096525364e-09,,3f4b8943a8a8ec5abca3ec9b4f526184e45a5286743c95df87da86fcb05eb821
single_shape,plain2_w16_gap,random_fullrank,7010,2,release_default,16,5.820766091346741e-10,7.162566761920175e-09,,18ee3a6c8795291512ffbe3e2ff69a30961e5076b537d84b2c214c17fb3ec4d8
single_shape,plain2_w16_gap,random_fullrank,7010,3,release_default,16,7.997770785831237e-10,1.3824591471589542e-08,,4fdb547a87f6f6cb6330d7ae632caf45f78fe8f57c9d84159547d28d6d2b2586
single_shape,plain2_w16_gap,random_fullrank,7011,0,release_default,16,8.738335267997082e-10,9.059538785827215e-09,,5915d415094231b635db4c0a9a6d32a68e764aa3f27c84c41364f3c29a20ce13
single_shape,plain2_w16_gap,random_fullrank,7011,1,release_default,16,5.792021567438855e-10,8.191823219760863e-09,,63f91a8810d07ae92e78f955e25a5171229c58eaf8ef1fd12e5b4cc827a09334
single_shape,plain2_w16_gap,random_fullrank,7011,2,release_default,16,6.31077039733897e-10,9.245166743276911e-09,,4d3e8ce40deda5230342ca2311d530001237c6287b4aaeeb2ae5b69e71fd4b98
single_shape,plain2_w16_gap,random_fullrank,7011,3,release_default,16,6.880720410450005e-10,8.923726868559356e-09,,83044c8c8039b4f1638567c447f0620bbd115c19bda6b7cf8e6c001a909e3f8d
single_shape,plain2_w16_gap,random_fullrank,7012,0,release_default,16,6.891499606915462e-10,7.880701313744964e-09,,e7be9350580007a6707bdbba28d94c7cd221531afea300738857c6970d0b52d6
single_shape,plain2_w16_gap,random_fullrank,7012,1,release_default,16,6.237561688011075e-10,1.0957099005892701e-08,,5671aefd7ffa3c023eee071e215ed02896a72ad8ca14a6acc9b042d755d977a0
single_shape,plain2_w16_gap,random_fullrank,7012,2,release_default,16,1.0980408132812122e-09,9.112216092788117e-09,,455f5110542a29ff98b00ee85dfef7a9aef815c7ddef16230267516529e65420
single_shape,plain2_w16_gap,random_fullrank,7012,3,release_default,16,4.656612873077393e-10,1.0747102319186297e-08,,00e7e9bba4b0f95baf818eaf6f90648bd5b587e0ec2de23987058bb8fe9fa4cd
