task,metric,value_kind,contrast,n,mean,sd,ci_low,ci_high,t_stat,p_two_sided,p_signflip,equivalence_margin,equivalence_ci90_low,equivalence_ci90_high,equivalence_p_lower,equivalence_p_upper,equivalence_p_tost,equivalent_at_alpha_0_05,p_holm_two_metric_family,equivalence_p_tost_holm_two_metric_family
two_concepts,centered_logit_fidelity,selected,structured - pixel_permuted averaged over architectures,100,0.05742554728709674,0.03155182482722548,0.05116498071953014,0.06368611385466334,18.200388599249987,2.360930579056734e-33,9.99990000099999e-06,0.017040331170505053,0.05218671019716449,0.062664384377029,9.627646874322664e-43,1.0,1.0,False,1.999980000199998e-05,1.0
two_concepts,prob_error_reduction,selected,structured - pixel_permuted averaged over architectures,100,0.04562797333692288,0.042066957847411116,0.03728097625067244,0.05397497042317332,10.846511293359645,1.5713319084600435e-18,9.99990000099999e-06,0.06593636028899892,0.038643212859884785,0.05261273381396098,4.446807207107772e-47,2.5151908239032754e-06,2.5151908239032754e-06,True,1.999980000199998e-05,5.030381647806551e-06
