task,architecture,profile,method,metric,block,B
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5026,0.8229164520162158
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5027,0.7636372847482562
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5028,0.6463018413633108
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5029,0.9782046903856099
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5030,0.7478666575625539
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5031,0.7270441632717848
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5032,0.9881968749687076
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5033,1.2999929767102003
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5034,0.8868159097619355
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5035,0.8535543885082006
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5036,1.2515165627701208
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5037,0.6693913470953703
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5038,0.8506894982419908
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5039,0.8265877449885011
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5040,0.6882051797583699
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5041,0.7117557898163795
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5042,0.5241927795577794
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5043,0.7269627184141427
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5044,1.4628169531933963
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5045,1.0859696716070175
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5046,1.0784587869420648
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5047,0.761772767174989
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5048,1.0552520744968206
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,5049,0.7526750019751489
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5000,0.7469458132982254
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5001,0.9013263264205307
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5002,0.41253270395100117
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5003,0.5753253707662225
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5004,0.6132929550949484
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5005,0.647980211302638
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5006,0.5724254797678441
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5007,0.7656028547789901
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5008,0.9590901574119925
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5009,0.7142348145134747
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5010,0.8254955096635967
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5011,0.8524660374969244
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5012,0.8177588093094528
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5013,0.9558875653892756
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5014,0.7554744508815929
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5015,1.118922345340252
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5016,0.5913546727970243
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5017,1.1846525054425001
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5018,0.8985710435081273
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5019,0.8235681115183979
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5020,0.48203558824025095
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5021,0.6412156881997362
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5022,0.8920404841192067
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5023,1.2242556682322174
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5024,0.4746365328319371
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5025,0.8727220622822642
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5026,0.7590741589083336
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5027,0.810123692266643
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5028,0.7516415230929852
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5029,0.9355170633643866
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5030,0.7508524279110134
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5031,0.6991683556698263
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5032,0.6604402055963874
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5033,1.0464215027168393
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5034,0.8568168645724654
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5035,0.928215058054775
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5036,1.1050106259062886
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5037,0.5431407112628222
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5038,0.9556334670633078
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5039,0.8171645891852677
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5040,0.5367670636624098
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5041,0.6159191834740341
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5042,0.5744106147903949
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5043,0.5258457367308438
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5044,0.8576199134113267
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5045,0.7412663279101253
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5046,0.6347768029663712
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5047,0.5805794957559556
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5048,1.0285862844903022
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,5049,0.7487661042250693
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5000,0.5621927650645375
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5001,0.6925987610593438
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5002,0.2969645503908396
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5003,0.4178864499554038
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5004,0.512840743525885
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5005,0.62547398917377
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5006,0.7006071679061279
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5007,0.6024470370612107
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5008,0.8057375904172659
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5009,0.5156513261608779
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5010,0.598534342891071
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5011,0.5850271061062813
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5012,0.711855850648135
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5013,0.887311480473727
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5014,0.6558686405187473
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5015,0.7961569651961327
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5016,0.46489992970600724
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5017,0.9267992731183767
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5018,0.7159426163416356
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5019,0.6868523929733783
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5020,0.3873263872228563
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5021,0.6619817033642903
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5022,0.8908792822621763
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5023,0.5447514844126999
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5024,0.4166253940202296
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5025,0.4161919131875038
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5026,0.7813665862195194
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5027,0.644141498953104
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5028,0.6338837528601289
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5029,0.6214347118511796
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5030,0.6310791275463998
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5031,0.4759894525632262
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5032,0.5077434498816729
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5033,0.5725541193969548
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5034,0.7773556923493743
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5035,0.7274401895701885
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5036,0.8421478410018608
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5037,0.5361916348338127
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5038,0.7794099128805101
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5039,0.7199567500501871
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5040,0.386762420181185
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5041,0.4759706729091704
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5042,0.4500882269348949
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5043,0.37491706653963774
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5044,0.7327618312556297
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5045,0.49475790839642286
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5046,0.32040894380770624
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5047,0.36267079366371036
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5048,0.5387686660978943
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,5049,0.5820736275054514
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5000,0.8037763526663184
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5001,1.0234079593792558
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5002,0.9160015964880586
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5003,0.7151939757168293
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5004,0.8414324624463916
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5005,0.6550714857876301
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5006,0.8126739115687087
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5007,1.091763804666698
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5008,1.078088694717735
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5009,0.742420956492424
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5010,1.0272130097728223
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5011,0.8925293511711061
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5012,0.9237667289562523
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5013,0.8635765705257654
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5014,0.8693333193659782
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5015,0.9091412890702486
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5016,0.6538424240425229
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5017,0.9197493204846978
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5018,1.007682817755267
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5019,1.035264445003122
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5020,0.6021223694551736
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5021,0.9033105620183051
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5022,0.8242743915179744
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5023,0.955604063346982
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5024,0.6666086963377893
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5025,0.8863882897421718
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5026,0.9833133948268369
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5027,0.8070162013173103
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5028,0.6584769422188401
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5029,0.9079368177335709
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5030,0.7862487472593784
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5031,0.7903229892253876
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5032,0.9623260707594454
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5033,0.8887858665548265
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5034,0.8670099517330527
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5035,0.7709176363423467
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5036,0.9672255249461159
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5037,0.9172237436287105
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5038,1.0033635087311268
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5039,0.8252774467691779
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5040,0.786943914485164
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5041,0.749228497268632
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5042,0.5927559474948794
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5043,0.8883914250181988
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5044,1.0603779226075858
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5045,0.9220709966029972
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5046,1.0011077802628279
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5047,0.8713022770825773
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5048,0.7766578660812229
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,5049,0.8324712716275826
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5000,0.4519085413776338
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5001,0.5608163755387068
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5002,0.4054279294796288
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5003,0.3041639633011073
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5004,0.35774013958871365
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5005,0.3398626623675227
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5006,0.37322426738683134
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5007,0.49603294068947434
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5008,0.4931025253608823
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5009,0.39311945904046297
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5010,0.41884087142534554
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5011,0.5258784140460193
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5012,0.4506610310636461
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5013,0.3872634032741189
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5014,0.4158290787599981
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5015,0.4260843019001186
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5016,0.38248534221202135
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5017,0.4153411453589797
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5018,0.3614946969319135
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5019,0.5162327899597585
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5020,0.18592867779079825
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5021,0.42482450196985155
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5022,0.38737638224847615
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5023,0.5137513065710664
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5024,0.2901305053383112
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5025,0.4443547185510397
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5026,0.4943634688388556
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5027,0.4746506614610553
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5028,0.26894516171887517
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5029,0.39613791881129146
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5030,0.5058601014316082
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5031,0.35429145861417055
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5032,0.498182088136673
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5033,0.3861644510179758
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5034,0.5016067582182586
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5035,0.493959364015609
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5036,0.5895469808019698
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5037,0.46298697032034397
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5038,0.43700819672085345
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5039,0.40944365598261356
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5040,0.3379906816408038
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5041,0.31358752655796707
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5042,0.1878054232802242
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5043,0.2483368725515902
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5044,0.3328153279144317
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5045,0.4324563399422914
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5046,0.3328763459576294
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5047,0.4016330991871655
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5048,0.39172869035974145
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,5049,0.3279920406639576
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5000,0.7981062680482864
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5001,0.9357441219035536
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5002,0.7277199104428291
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5003,0.6356091191992164
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5004,0.779420561157167
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5005,0.6865471731871367
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5006,0.6482479196274653
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5007,0.87917056173319
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5008,0.9521931416820735
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5009,0.6545107660349458
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5010,0.8729376543778926
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5011,0.9205132368952036
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5012,0.8317237892188132
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5013,0.7911694962531328
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5014,0.8849617367377505
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5015,0.8642024425789714
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5016,0.662088128272444
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5017,0.7588014882057905
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5018,0.8269967071246356
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5019,0.867133837309666
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5020,0.5389790094923228
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5021,0.6863464739872143
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5022,0.8262258155737072
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5023,0.7888785139657557
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5024,0.6047092527151108
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5025,0.7606275985017419
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5026,0.8526300645316951
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5027,0.7788648256100714
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5028,0.5870522791519761
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5029,0.9372632363811135
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5030,0.732081769965589
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5031,0.7393234735354781
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5032,0.8801297284662724
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5033,0.767471194267273
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5034,0.8564732600934803
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5035,0.771212718449533
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5036,0.9283093708800152
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5037,0.8024234836921096
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5038,0.8198283757083118
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5039,0.8365834897849709
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5040,0.6737927901558578
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5041,0.6156540825031698
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5042,0.5928591813426465
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5043,0.7866581294219941
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5044,0.7187109831720591
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5045,0.7821541011799127
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5046,0.9749291555490345
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5047,0.6605776537908241
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5048,0.7117942657787353
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,5049,0.759056304465048
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5000,0.7461603246629238
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5001,0.8313737320713699
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5002,0.6474481308832765
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5003,0.5431412302423269
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5004,0.6222722105449066
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5005,0.6374660404399037
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5006,0.6095994634088129
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5007,0.6971120237431023
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5008,0.8219988140044734
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5009,0.6886833850294352
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5010,0.7576967205386609
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5011,0.857917703455314
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5012,0.697984189260751
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5013,0.7331485343165696
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5014,0.7646515583619475
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5015,0.7583036869764328
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5016,0.6071546203456819
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5017,0.6515497257933021
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5018,0.6895980861736462
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5019,0.7387667268631049
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5020,0.4146988531574607
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5021,0.5662311849882826
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5022,0.8399338070303202
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5023,0.6605017799884081
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5024,0.6314857552642934
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5025,0.6986310472711921
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5026,0.7177079347893596
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5027,0.8251860346645117
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5028,0.6642347630113363
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5029,0.7631502649746835
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5030,0.7694726388435811
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5031,0.6314655430614948
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5032,0.6847792258486152
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5033,0.6871639671735466
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5034,0.8271996048279107
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5035,0.7601037716958672
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5036,0.7750635704724118
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5037,0.6506603539455682
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5038,0.7476693044882268
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5039,0.7948841546894982
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5040,0.5437710369005799
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5041,0.524315994232893
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5042,0.5000476401182823
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5043,0.635889882221818
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5044,0.360525525349658
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,5045,0.6415331936441362
