task,architecture,profile,method,metric,t_stat,p_two_sided,n,mean,sd,ci_low,ci_high,p_holm_within_setting
single_shape,TwoLayerCNN,template_init,auroc,prob_error_reduction,1.0463572260197778,0.300530440094712,50,0.017750082015991212,0.1199514185787974,-0.016339733956355077,0.051839897988337505,0.601060880189424
single_shape,TwoLayerCNN,retention_0p1,auroc,prob_error_reduction,-1.3675328991651203,0.17769849449069075,50,-0.01313593566417694,0.06792165066771243,-0.03243905520402025,0.0061671838756663724,0.5330954834720723
single_shape,TwoLayerCNN,release_early,auroc,prob_error_reduction,-0.3038328403988449,0.762541725830061,50,-0.004999893009662628,0.11636195243735414,-0.03806959399170236,0.028069807972377098,0.762541725830061
single_shape,TwoLayerCNN,release_default,auroc,prob_error_reduction,-1.8464616233117865,0.0708695072532767,50,-0.024626254439353942,0.09430681520507363,-0.05142795477245275,0.0021754458937448644,0.2834780290131068
single_shape,TwoLayerCNN,release_late,auroc,prob_error_reduction,-3.0693964149771213,0.00349171722281975,50,-0.029183536171913146,0.06723105632582978,-0.048290390971370264,-0.010076681372456028,0.01745858611409875
single_shape,TwoLayerCNN,template_init,validation_patch,prob_error_reduction,-2.170206132212178,0.03486695414852576,50,-0.04305908769369125,0.1402971471142194,-0.08293109573857421,-0.0031870796488082873,0.10460086244557729
single_shape,TwoLayerCNN,retention_0p1,validation_patch,prob_error_reduction,-0.4029593445032249,0.6887309649007399,50,-0.00683250367641449,0.11989571027396875,-0.04090648752370348,0.0272414801708745,0.6887309649007399
single_shape,TwoLayerCNN,release_early,validation_patch,prob_error_reduction,-1.5379313464330941,0.13049851449572505,50,-0.030040358603000642,0.13811891751034996,-0.0692933206439162,0.009212603437914916,0.2609970289914501
single_shape,TwoLayerCNN,release_default,validation_patch,prob_error_reduction,-2.457323259796387,0.0175840679907736,50,-0.040567554235458374,0.11673512054910733,-0.07374330842142963,-0.007391800049487113,0.0703362719630944
single_shape,TwoLayerCNN,release_late,validation_patch,prob_error_reduction,-2.840704931231359,0.006539628226834437,50,-0.03531478017568588,0.08790536554430324,-0.060297208644579534,-0.010332351706792222,0.03269814113417219
two_concepts,TinyCNN,template_init,contrast,prob_error_reduction,39.755950452527294,5.959806279551847e-39,50,0.9288128496240824,0.16520039313527182,0.8818634173683798,0.975762281879785,2.9799031397759233e-38
two_concepts,TinyCNN,retention_0p1,contrast,prob_error_reduction,21.36597193241995,1.7554654528919764e-26,50,0.427839782112278,0.1415935638920882,0.3875993364957128,0.4680802277288432,1.7554654528919764e-26
two_concepts,TinyCNN,release_early,contrast,prob_error_reduction,27.17130100060295,3.331659014672812e-31,50,0.8814300701697357,0.22938363523517846,0.8162399623337185,0.9466201780057529,9.994977044018436e-31
two_concepts,TinyCNN,release_default,contrast,prob_error_reduction,28.08876644017792,7.20738273744153e-32,50,0.8023851787997409,0.2019924948506508,0.7449795469294486,0.8597908106700333,2.882953094976612e-31
two_concepts,TinyCNN,release_late,contrast,prob_error_reduction,22.722587316174696,1.1276589925693482e-27,50,0.5930466007906944,0.1845508467604065,0.5405978304623126,0.6454953711190762,2.2553179851386964e-27
two_concepts,TinyCNN,template_init,auroc,prob_error_reduction,36.18568108180084,5.162788844008824e-37,50,0.916121320175007,0.17901987154004984,0.8652444356120753,0.9669982047379387,2.581394422004412e-36
two_concepts,TinyCNN,retention_0p1,auroc,prob_error_reduction,22.038139915057517,4.427446674430149e-27,50,0.4269758610613644,0.13699773570870713,0.3880415353629148,0.46591018675981405,4.427446674430149e-27
two_concepts,TinyCNN,release_early,auroc,prob_error_reduction,28.665419951647934,2.8160810637871904e-32,50,0.8706412660540082,0.21476620410448172,0.8096053861807604,0.9316771459272559,8.459760642151729e-32
two_concepts,TinyCNN,release_default,auroc,prob_error_reduction,28.843189722885977,2.1149401605379323e-32,50,0.7756714307109359,0.19016015007285203,0.7216285140196352,0.8297143474022366,8.459760642151729e-32
two_concepts,TinyCNN,release_late,auroc,prob_error_reduction,27.04149639176381,4.152598625103843e-31,50,0.6009856004081666,0.1571514339618854,0.5563236570395539,0.6456475437767794,8.305197250207686e-31
two_concepts,TinyCNN,template_init,validation_patch,prob_error_reduction,49.35079579030288,1.928522066969873e-43,50,0.8647398317814805,0.12390142635449618,0.8295274360200969,0.8999522275428641,7.714088267879491e-43
two_concepts,TinyCNN,retention_0p1,validation_patch,prob_error_reduction,32.64890235623047,6.546874813524697e-35,50,0.40604491111356766,0.08794081558454028,0.38105240785471145,0.4310374143724239,6.546874813524697e-35
