stage,task,architecture,block,profile,epoch,method,k,selection_valid,stored_prob_fidelity,legacy_prob_fidelity_abs_diff,prob_fidelity,centered_logit_fidelity,raw_logit_fidelity,prob_patch_error_mpp,prob_error_reduction,centered_logit_patch_error_mpp,centered_logit_error_reduction,raw_logit_patch_error_mpp,raw_logit_error_reduction,cf_accuracy,agreement
E,single_shape,TwoLayerCNN,5020,release_early,200,validation_patch,5,True,0.2197408596942434,0.0,0.2197408596942434,0.5415443934865152,0.5405330540957853,1.5598580837249756,0.43929576873779297,176.80377197265625,208.84698486328125,183.41519165039062,215.77606201171875,0.09765625,0.09765625
E,single_shape,TwoLayerCNN,5020,release_early,200,validation_patch,6,True,0.30017853979634246,0.0,0.30017853979634246,0.6021009146366232,0.5997131753614792,1.3990509510040283,0.6001029014587402,153.45010375976562,232.20065307617188,159.791015625,239.40023803710938,0.1236979216337204,0.1236979216337204
E,single_shape,TwoLayerCNN,5020,release_early,200,validation_patch,7,True,0.45533070410638354,0.0,0.45533070410638354,0.6417604468063264,0.6392209019620154,1.08887779712677,0.9102760553359985,138.15536499023438,247.49539184570312,144.01986694335938,255.17138671875,0.3307291865348816,0.3307291865348816
E,single_shape,TwoLayerCNN,5020,release_early,200,validation_patch,8,True,0.5321571194731454,0.0,0.5321571194731454,0.6975888694292836,0.6945773232907845,0.9352898001670837,1.0638640522956848,116.62509155273438,269.0256652832031,121.92205810546875,277.2691955566406,0.4049479365348816,0.4049479365348816
E,single_shape,TwoLayerCNN,5020,release_early,200,validation_patch,9,True,0.6957408089690964,0.0,0.6957408089690964,0.7497108228078955,0.7481343504179797,0.608260989189148,1.3908928632736206,96.52421569824219,289.1265411376953,100.54256439208984,298.64868927001953,0.5481771230697632,0.5481771230697632
E,single_shape,TwoLayerCNN,5020,release_early,200,validation_patch,10,True,0.8875515122613334,0.0,0.8875515122613334,0.8175652235292479,0.8173646611536753,0.22480180859565735,1.7743520438671112,70.35610961914062,315.2946472167969,72.90642547607422,326.28482818603516,0.8606771230697632,0.8606771230697632
E,single_shape,TwoLayerCNN,5020,release_early,200,validation_patch,11,True,0.9212626707521346,0.0,0.9212626707521346,0.8372406413207856,0.8376181537296071,0.15740804374217987,1.8417458087205887,62.768272399902344,322.88248443603516,64.8214111328125,334.3698425292969,0.9010416865348816,0.9010416865348816
E,single_shape,TwoLayerCNN,5020,release_early,200,validation_patch,12,True,0.9736417864856124,0.0,0.9736417864856124,0.8911674001211046,0.8915791857804944,0.05269412696361542,1.9464597254991531,41.97137451171875,343.67938232421875,43.2806396484375,355.9106140136719,0.9713541865348816,0.9713541865348816
E,single_shape,TwoLayerCNN,5020,release_early,200,validation_patch,13,True,0.995046625791845,0.0,0.995046625791845,0.9286581297275842,0.9273930475069425,0.00990255642682314,1.9892512960359454,27.513050079345703,358.1377067565918,28.984060287475586,370.2071933746338,0.99609375,0.99609375
E,single_shape,TwoLayerCNN,5020,release_early,200,validation_patch,14,True,0.9998395961798031,0.0,0.9998395961798031,0.9673741959196447,0.965484673652498,0.0003206718829460442,1.9988331805798225,12.58216667175293,373.06859016418457,13.778216361999512,385.41303730010986,1.0,1.0
E,single_shape,TwoLayerCNN,5020,release_early,200,validation_patch,15,True,0.9999992319395469,0.0,0.9999992319395469,0.9936686572921082,0.9934892071960173,1.5354711422332912e-06,1.9991523169916263,2.4416873455047607,383.20906949043274,2.5990514755249023,396.5922021865845,1.0,1.0
E,single_shape,TwoLayerCNN,5020,release_early,200,validation_patch,16,True,1.0,0.0,1.0,1.0,1.0,0.0,1.9991538524627686,0.0,385.6507568359375,0.0,399.1912536621094,1.0,1.0
E,single_shape,TwoLayerCNN,5020,release_late,200,contrast,1,True,0.00208688914518651,0.0,0.00208688914518651,0.1734051786241888,0.17429729103422964,1.9946753978729248,0.0041713714599609375,295.06744384765625,61.9000244140625,304.61395263671875,64.30078125,0.0,0.0
