stage,task,architecture,block,condition,epoch,pair_count,prob_input_effect_mpp,centered_logit_input_effect_mpp,raw_logit_input_effect_mpp,max_legacy_prob_fidelity_abs_diff,full_patch_max_logit_error,noop_max_logit_error,checkpoint_sha256,ranking_artifact_sha256,test_data_sha256
D,two_concepts,TwoLayerCNN,4013,template_retention_1,200,512,1.8708140850067139,186.46307373046875,196.39048767089844,7.965067938542347e-09,0.0,0.0,61baab1fab164b9b0e19a81e0d828345c9505d25e472579655ca9e3466faf5f4,985f81d98f14d25d1b4066d1a8a992244b9dba8b4f1e8478a7312e5ba9fb235b,f42c91d0972cfe28c15affd6a1fcc78b51c112f7d958422119a72eeebd771444
D,two_concepts,TwoLayerCNN,4014,template_release,200,512,1.9737318754196167,348.8128662109375,360.6363525390625,6.039791478062995e-08,0.0,0.0,30ac26dd057b349a89b5bb8292c24705f459afd2a87a39fe50d8ebac51072d53,0fa607336cc2254bfe23b955593a34d30476b1ac71dc62b9976b1faed43c7581,fbd3cd907ea38f829eed1c8e10f2aef596e73a0cbf901f66e1daf30b2a1bd221
D,two_concepts,TwoLayerCNN,4014,template_retention_1,200,512,1.918789267539978,173.64926147460938,179.79238891601562,6.212735237376421e-08,0.0,0.0,a2b6727ee203908d7b5b0e37d77f5814147384d17332e0711b6f41f981b2d1bf,b088512b2b2b91f5f26ef1a71f4b86449d526a0488df03bb42e9b2b9861b1eaa,fbd3cd907ea38f829eed1c8e10f2aef596e73a0cbf901f66e1daf30b2a1bd221
D,two_concepts,TwoLayerCNN,4015,template_release,200,512,1.9674067497253418,446.4057312011719,447.5667724609375,3.029604755955262e-08,0.0,0.0,d01659c73f01eb86d24e337b687456138eb83a3492d81eee596e256e08338700,5cecb34c902d720a2b2766c20a4737cc08c39749c8c90429abfbe9832ae076a0,9230014566168720d5d5e54c51c7cb9d2364ba6ae5e143794a029d6ef7d9d301
D,two_concepts,TwoLayerCNN,4015,template_retention_1,200,512,1.9163395166397095,222.4212646484375,223.12596130371094,6.220676507240341e-08,0.0,0.0,1dba36c7b706ce343a58275158974b91f55cdd2d94f849a482e5c9af8ee622ab,d7a3bf6c71316d61a6eee6abb3362d956d5156061a02df3d0c1fb787409d2f1b,9230014566168720d5d5e54c51c7cb9d2364ba6ae5e143794a029d6ef7d9d301
D,two_concepts,TwoLayerCNN,4016,template_release,200,512,1.9884148836135864,400.4995422363281,402.2105407714844,1.1990383952387162e-07,0.0,0.0,ec61f7e99de9d330eb91322bae07ead511404148e53875abf9f6743040998f3d,187add7edb995ce4dcd3828e58a65f2c50495eb8de6db338108b9ecd9a413e2a,ad3d47e2c03afad590ae62af2964d3803388291d5f66a6438f6a7ef8942ba87a
D,two_concepts,TwoLayerCNN,4016,template_retention_1,200,512,1.9147450923919678,168.28128051757812,168.9829559326172,6.225856519215256e-08,0.0,0.0,9671dc7a536f6028f788f5851608783085bbc9f40c49a7411bb8db7be7be4a1d,96febe288a3d4b95f6695016ba809f266364eaa852b95b287b43c39c9209a55e,ad3d47e2c03afad590ae62af2964d3803388291d5f66a6438f6a7ef8942ba87a
D,two_concepts,TwoLayerCNN,4017,template_release,200,512,1.9383395910263062,461.5799865722656,465.4510498046875,6.150072473509738e-08,0.0,0.0,fa6f1f8de87f5bca77a5d679e60807eea730277f94d28cf6a3e521bb3f078280,8d06a3eb3b64e18d785b770bac84df890cba30d6e7fd44dbf95c93d473c1bbf8,dbdb7a2103252332c79fc358da5e9db9695097d752fcd469a5aa22bebf6a2ebb
D,two_concepts,TwoLayerCNN,4017,template_retention_1,200,512,1.8709609508514404,241.20213317871094,243.51443481445312,6.318652567838257e-08,0.0,0.0,29c6a55a7db09d76a3a2d69f3882f962b5f2094068686069a7ca779bf1285963,52b0976c9f0a9e3fd7c38635bb2c43e3b0a8d4b24808ab42911b0efb54ad7ea6,dbdb7a2103252332c79fc358da5e9db9695097d752fcd469a5aa22bebf6a2ebb
D,two_concepts,TwoLayerCNN,4018,template_release,200,512,1.9392902851104736,470.9834899902344,495.91473388671875,6.147057918237664e-08,0.0,0.0,9e9cf7ac26682c61926081868a9027666b72de952d8b0fba9b9dbbf7d597dadd,264b9b565f5ff79d48bd7f2894c25d7fd79505f3bc75b799a134e75108a61938,bbee8ffc1813b2d2ff987bc987c46c9dcdc722da394d449518e92b328d598b30
D,two_concepts,TwoLayerCNN,4018,template_retention_1,200,512,1.8810715675354004,234.08157348632812,247.1359405517578,6.33730750099204e-08,0.0,0.0,14318cbadceaa2b2eb16b1f780afc838c5e6cdb159efd318c8b93808e10a4d8f,333b1a013bb0708bf50443c3fad2591ec601d4ccbc76d34a634ccbe4539306ea,bbee8ffc1813b2d2ff987bc987c46c9dcdc722da394d449518e92b328d598b30
D,two_concepts,TwoLayerCNN,4019,template_release,200,512,1.9839165210723877,449.47760009765625,455.2828063964844,5.633236432878164e-09,0.0,0.0,5d14b525a261f2e175ce34077fc5dee2c90de4e995ed80de8473a990093bef5e,a24b3c608adebbe7841c382e8ae190340f4c508196072c84dbca432b14394c2b,ca938bf876a9aa477797511c103c93bad64202798e2ff6cde8c9a096438b531b
D,two_concepts,TwoLayerCNN,4019,template_retention_1,200,512,1.931105136871338,216.220947265625,217.9534149169922,6.173112343521581e-08,0.0,0.0,130f4dabae3710e9732ede1e0fa54eb989cd847daf6e03fe77e522b6ee1a720f,d74d01e87de9cb1711c763875c96783b4724c94c7a37e9f9c274568172ef571d,ca938bf876a9aa477797511c103c93bad64202798e2ff6cde8c9a096438b531b
