architecture,method,k,metric,n,mean,sd,ci_low,ci_high
TwoLayerCNN,validation_patch,2,cf_accuracy,20,-0.028125,0.054978227458231256,-0.05385560248988343,-0.0023943975101165735
TwoLayerCNN,validation_patch,4,cf_accuracy,20,-0.050390625,0.12966037386726148,-0.11107354791167123,0.010292297911671237
TwoLayerCNN,validation_patch,8,cf_accuracy,20,0.01845703125,0.03676134737813232,0.0012521910776269324,0.035661871422373065
TinyCNN,contrast,1,agreement,20,-0.20791015625,0.11519948003941582,-0.2618251725205306,-0.15399513997946943
TinyCNN,contrast,2,agreement,20,-0.367578125,0.16654581071653715,-0.4455239637442244,-0.28963228625577553
TinyCNN,contrast,4,agreement,20,-0.02822265625,0.061585736262999374,-0.05704566805106137,0.0006003555510613705
TinyCNN,contrast,8,agreement,20,0.0099609375,0.011280526133103817,0.004681488757711025,0.015240386242288973
TinyCNN,auroc,1,agreement,20,-0.1763671875,0.12399870732253769,-0.2344003689043948,-0.11833400609560517
TinyCNN,auroc,2,agreement,20,-0.3515625,0.17235327072046752,-0.4322263136907713,-0.2708986863092287
TinyCNN,auroc,4,agreement,20,-0.0412109375,0.09429218050168496,-0.08534103638753601,0.0029191613875360067
TinyCNN,auroc,8,agreement,20,0.00986328125,0.011692593478976212,0.004390979053427524,0.015335583446572475
TinyCNN,validation_patch,1,agreement,20,-0.18564453125,0.08332430472737701,-0.22464150626733584,-0.14664755623266415
TinyCNN,validation_patch,2,agreement,20,-0.2046875,0.09608647878459299,-0.24965735633335148,-0.1597176436666485
TinyCNN,validation_patch,4,agreement,20,-0.0103515625,0.055666677425883215,-0.036404369492843876,0.015701244492843873
TinyCNN,validation_patch,8,agreement,20,0.01064453125,0.009578281121280648,0.006161757696500716,0.015127304803499286
TwoLayerCNN,contrast,1,agreement,20,-0.00537109375,0.007627196949127592,-0.008940731802793771,-0.0018014556972062285
TwoLayerCNN,contrast,2,agreement,20,-0.0109375,0.012711512310903969,-0.01688667088888722,-0.0049883291111127775
TwoLayerCNN,contrast,4,agreement,20,-0.06982421875,0.06436701472155026,-0.09994890893792857,-0.03969952856207142
TwoLayerCNN,contrast,8,agreement,20,0.021875,0.12101679430774484,-0.03476260315478071,0.0785126031547807
TwoLayerCNN,auroc,1,agreement,20,-0.00537109375,0.00667244577052895,-0.008493894496663209,-0.00224829300333679
TwoLayerCNN,auroc,2,agreement,20,-0.0123046875,0.013049755433689624,-0.01841216104322337,-0.006197213956776629
TwoLayerCNN,auroc,4,agreement,20,-0.066015625,0.05992055887441612,-0.09405930979395971,-0.037971940206040285
TwoLayerCNN,auroc,8,agreement,20,0.03701171875,0.1198060563186523,-0.01905924158348552,0.09308267908348553
TwoLayerCNN,validation_patch,1,agreement,20,-0.00634765625,0.016302575685053562,-0.013977496532356158,0.0012821840323561573
TwoLayerCNN,validation_patch,2,agreement,20,-0.02998046875,0.05537077194484366,-0.055894787714778744,-0.004066149785221254
TwoLayerCNN,validation_patch,4,agreement,20,-0.05205078125,0.1293435983887724,-0.11258544867413779,0.008483886174137797
TwoLayerCNN,validation_patch,8,agreement,20,0.01796875,0.03737407757453952,0.00047714326845985783,0.03546035673154014
