architecture,method,metric,block,B
TinyCNN,validation_patch,raw_logit_fidelity,4001,0.11797072704715039
TinyCNN,validation_patch,raw_logit_fidelity,4002,0.1234579298302041
TinyCNN,validation_patch,raw_logit_fidelity,4003,0.1805631960992129
TinyCNN,validation_patch,raw_logit_fidelity,4004,0.0632738868369967
TinyCNN,validation_patch,raw_logit_fidelity,4005,0.13226658251399598
TinyCNN,validation_patch,raw_logit_fidelity,4006,0.1248686552368562
TinyCNN,validation_patch,raw_logit_fidelity,4007,0.0999764460779407
TinyCNN,validation_patch,raw_logit_fidelity,4008,0.08418389254268555
TinyCNN,validation_patch,raw_logit_fidelity,4009,0.0968147872701749
TinyCNN,validation_patch,raw_logit_fidelity,4010,0.08462956171585923
TinyCNN,validation_patch,raw_logit_fidelity,4011,0.1271420979670242
TinyCNN,validation_patch,raw_logit_fidelity,4012,0.05142729284739167
TinyCNN,validation_patch,raw_logit_fidelity,4013,0.07980488699364846
TinyCNN,validation_patch,raw_logit_fidelity,4014,0.04799096726671731
TinyCNN,validation_patch,raw_logit_fidelity,4015,0.127495043922855
TinyCNN,validation_patch,raw_logit_fidelity,4016,0.06968554637563801
TinyCNN,validation_patch,raw_logit_fidelity,4017,0.07945179649238254
TinyCNN,validation_patch,raw_logit_fidelity,4018,0.1376620279547725
TinyCNN,validation_patch,raw_logit_fidelity,4019,0.056189778957925374
TwoLayerCNN,contrast,raw_logit_fidelity,4000,-0.061165913655321924
TwoLayerCNN,contrast,raw_logit_fidelity,4001,0.012456890243234986
TwoLayerCNN,contrast,raw_logit_fidelity,4002,-0.014318923541278117
TwoLayerCNN,contrast,raw_logit_fidelity,4003,0.014680325573293518
TwoLayerCNN,contrast,raw_logit_fidelity,4004,-0.040227695779657346
TwoLayerCNN,contrast,raw_logit_fidelity,4005,-0.030694648561759796
TwoLayerCNN,contrast,raw_logit_fidelity,4006,0.03287064098429421
TwoLayerCNN,contrast,raw_logit_fidelity,4007,0.07435949617312426
TwoLayerCNN,contrast,raw_logit_fidelity,4008,-0.09243657430847896
TwoLayerCNN,contrast,raw_logit_fidelity,4009,-0.013812543449669867
TwoLayerCNN,contrast,raw_logit_fidelity,4010,0.15946547825143748
TwoLayerCNN,contrast,raw_logit_fidelity,4011,-0.03984244151852384
TwoLayerCNN,contrast,raw_logit_fidelity,4012,0.04638244676598874
TwoLayerCNN,contrast,raw_logit_fidelity,4013,0.02173753075196516
TwoLayerCNN,contrast,raw_logit_fidelity,4014,0.02087837494757583
TwoLayerCNN,contrast,raw_logit_fidelity,4015,-0.05000687982069163
TwoLayerCNN,contrast,raw_logit_fidelity,4016,-0.1042918882844493
TwoLayerCNN,contrast,raw_logit_fidelity,4017,0.04545623467237492
TwoLayerCNN,contrast,raw_logit_fidelity,4018,-0.016274798425953252
TwoLayerCNN,contrast,raw_logit_fidelity,4019,-0.01470128362027634
TwoLayerCNN,auroc,raw_logit_fidelity,4000,-0.0592621031683338
TwoLayerCNN,auroc,raw_logit_fidelity,4001,-0.03805040658451936
TwoLayerCNN,auroc,raw_logit_fidelity,4002,-0.00363093570743106
TwoLayerCNN,auroc,raw_logit_fidelity,4003,0.027051966971954444
TwoLayerCNN,auroc,raw_logit_fidelity,4004,-0.024762544899509686
TwoLayerCNN,auroc,raw_logit_fidelity,4005,-0.0024389580070740546
TwoLayerCNN,auroc,raw_logit_fidelity,4006,-0.0017142630955347404
TwoLayerCNN,auroc,raw_logit_fidelity,4007,0.06005246344089643
TwoLayerCNN,auroc,raw_logit_fidelity,4008,-0.10388420749023314
TwoLayerCNN,auroc,raw_logit_fidelity,4009,-0.017377232721069724
TwoLayerCNN,auroc,raw_logit_fidelity,4010,0.13750273979659727
TwoLayerCNN,auroc,raw_logit_fidelity,4011,0.02498852165372073
TwoLayerCNN,auroc,raw_logit_fidelity,4012,0.0476390822756938
TwoLayerCNN,auroc,raw_logit_fidelity,4013,0.03522173250612548
TwoLayerCNN,auroc,raw_logit_fidelity,4014,0.037557582414277035
TwoLayerCNN,auroc,raw_logit_fidelity,4015,0.007122776603326331
TwoLayerCNN,auroc,raw_logit_fidelity,4016,-0.02757755982957899
TwoLayerCNN,auroc,raw_logit_fidelity,4017,0.050987800765409264
TwoLayerCNN,auroc,raw_logit_fidelity,4018,-0.002931388373208832
TwoLayerCNN,auroc,raw_logit_fidelity,4019,-0.02854524383452539
TwoLayerCNN,validation_patch,raw_logit_fidelity,4000,-0.03663608934459128
TwoLayerCNN,validation_patch,raw_logit_fidelity,4001,0.008260561017886858
TwoLayerCNN,validation_patch,raw_logit_fidelity,4002,0.03893598008354665
TwoLayerCNN,validation_patch,raw_logit_fidelity,4003,-0.04924520673509464
TwoLayerCNN,validation_patch,raw_logit_fidelity,4004,-0.014219117401312265
TwoLayerCNN,validation_patch,raw_logit_fidelity,4005,-0.013890824324358952
TwoLayerCNN,validation_patch,raw_logit_fidelity,4006,0.03454087675055689
TwoLayerCNN,validation_patch,raw_logit_fidelity,4007,-0.04107825422051764
TwoLayerCNN,validation_patch,raw_logit_fidelity,4008,0.022220393343062028
TwoLayerCNN,validation_patch,raw_logit_fidelity,4009,0.014910358936081725
TwoLayerCNN,validation_patch,raw_logit_fidelity,4010,0.07371698522654097
TwoLayerCNN,validation_patch,raw_logit_fidelity,4011,0.014778488930706657
TwoLayerCNN,validation_patch,raw_logit_fidelity,4012,0.05526322598571637
TwoLayerCNN,validation_patch,raw_logit_fidelity,4013,-0.013606283429845822
TwoLayerCNN,validation_patch,raw_logit_fidelity,4014,-0.013072416917310925
TwoLayerCNN,validation_patch,raw_logit_fidelity,4015,0.040459118174628605
TwoLayerCNN,validation_patch,raw_logit_fidelity,4016,-0.05585772350886564
TwoLayerCNN,validation_patch,raw_logit_fidelity,4017,0.012833846517342817
TwoLayerCNN,validation_patch,raw_logit_fidelity,4018,0.0023608291998609143
TwoLayerCNN,validation_patch,raw_logit_fidelity,4019,0.02817374717545057
TinyCNN,contrast,centered_logit_error_reduction,4000,66.02936923503876
TinyCNN,contrast,centered_logit_error_reduction,4001,84.07771550118923
TinyCNN,contrast,centered_logit_error_reduction,4002,44.80344295501709
TinyCNN,contrast,centered_logit_error_reduction,4003,91.19234004616737
TinyCNN,contrast,centered_logit_error_reduction,4004,31.66412705183029
TinyCNN,contrast,centered_logit_error_reduction,4005,70.68010938167572
TinyCNN,contrast,centered_logit_error_reduction,4006,54.95729613304138
TinyCNN,contrast,centered_logit_error_reduction,4007,46.54305800795555
TinyCNN,contrast,centered_logit_error_reduction,4008,59.85729345679283
TinyCNN,contrast,centered_logit_error_reduction,4009,68.79045513272285
TinyCNN,contrast,centered_logit_error_reduction,4010,51.579637825489044
TinyCNN,contrast,centered_logit_error_reduction,4011,70.45266595482826
TinyCNN,contrast,centered_logit_error_reduction,4012,72.3250458240509
TinyCNN,contrast,centered_logit_error_reduction,4013,33.643915355205536
TinyCNN,contrast,centered_logit_error_reduction,4014,27.54029855132103
TinyCNN,contrast,centered_logit_error_reduction,4015,70.31403532624245
TinyCNN,contrast,centered_logit_error_reduction,4016,59.58215728402138
TinyCNN,contrast,centered_logit_error_reduction,4017,69.13918566703796
TinyCNN,contrast,centered_logit_error_reduction,4018,101.63987332582474
TinyCNN,contrast,centered_logit_error_reduction,4019,28.59370470046997
TinyCNN,auroc,centered_logit_error_reduction,4000,43.21200358867645
TinyCNN,auroc,centered_logit_error_reduction,4001,82.67225590348244
TinyCNN,auroc,centered_logit_error_reduction,4002,60.130266308784485
TinyCNN,auroc,centered_logit_error_reduction,4003,83.38349547982216
TinyCNN,auroc,centered_logit_error_reduction,4004,58.69511479139328
TinyCNN,auroc,centered_logit_error_reduction,4005,47.68630635738373
TinyCNN,auroc,centered_logit_error_reduction,4006,56.527321100234985
TinyCNN,auroc,centered_logit_error_reduction,4007,59.975738137960434
TinyCNN,auroc,centered_logit_error_reduction,4008,73.40688455104828
TinyCNN,auroc,centered_logit_error_reduction,4009,49.666466027498245
TinyCNN,auroc,centered_logit_error_reduction,4010,48.771241545677185
TinyCNN,auroc,centered_logit_error_reduction,4011,70.45266595482826
TinyCNN,auroc,centered_logit_error_reduction,4012,72.32051092386246
TinyCNN,auroc,centered_logit_error_reduction,4013,32.672308936715126
TinyCNN,auroc,centered_logit_error_reduction,4014,23.624637752771378
TinyCNN,auroc,centered_logit_error_reduction,4015,63.435511350631714
TinyCNN,auroc,centered_logit_error_reduction,4016,45.370351016521454
TinyCNN,auroc,centered_logit_error_reduction,4017,71.04440951347351
TinyCNN,auroc,centered_logit_error_reduction,4018,59.08956128358841
TinyCNN,auroc,centered_logit_error_reduction,4019,55.87725704908371
TinyCNN,validation_patch,centered_logit_error_reduction,4000,34.26403218507767
TinyCNN,validation_patch,centered_logit_error_reduction,4001,65.57041390240192
TinyCNN,validation_patch,centered_logit_error_reduction,4002,44.29864189773798
TinyCNN,validation_patch,centered_logit_error_reduction,4003,61.43929326534271
TinyCNN,validation_patch,centered_logit_error_reduction,4004,31.554726913571358
TinyCNN,validation_patch,centered_logit_error_reduction,4005,50.41482025384903
TinyCNN,validation_patch,centered_logit_error_reduction,4006,53.13419929146767
TinyCNN,validation_patch,centered_logit_error_reduction,4007,46.27476987242699
TinyCNN,validation_patch,centered_logit_error_reduction,4008,59.49931499361992
TinyCNN,validation_patch,centered_logit_error_reduction,4009,43.06693574786186
TinyCNN,validation_patch,centered_logit_error_reduction,4010,48.41402316093445
TinyCNN,validation_patch,centered_logit_error_reduction,4011,42.73864412307739
TinyCNN,validation_patch,centered_logit_error_reduction,4012,34.75627627968788
TinyCNN,validation_patch,centered_logit_error_reduction,4013,30.897775068879128
TinyCNN,validation_patch,centered_logit_error_reduction,4014,28.785161793231964
TinyCNN,validation_patch,centered_logit_error_reduction,4015,49.33829082548618
TinyCNN,validation_patch,centered_logit_error_reduction,4016,39.55576875805855
TinyCNN,validation_patch,centered_logit_error_reduction,4017,48.30686196684837
TinyCNN,validation_patch,centered_logit_error_reduction,4018,55.77340017259121
TinyCNN,validation_patch,centered_logit_error_reduction,4019,27.91868206858635
TwoLayerCNN,contrast,centered_logit_error_reduction,4000,57.688751220703125
TwoLayerCNN,contrast,centered_logit_error_reduction,4001,114.76592254638672
TwoLayerCNN,contrast,centered_logit_error_reduction,4002,84.68642044067383
TwoLayerCNN,contrast,centered_logit_error_reduction,4003,88.05139350891113
TwoLayerCNN,contrast,centered_logit_error_reduction,4004,93.29261779785156
TwoLayerCNN,contrast,centered_logit_error_reduction,4005,93.2864818572998
TwoLayerCNN,contrast,centered_logit_error_reduction,4006,84.32539749145508
TwoLayerCNN,contrast,centered_logit_error_reduction,4007,98.17970848083496
TwoLayerCNN,contrast,centered_logit_error_reduction,4008,50.21412658691406
TwoLayerCNN,contrast,centered_logit_error_reduction,4009,64.94843482971191
TwoLayerCNN,contrast,centered_logit_error_reduction,4010,145.92264556884766
TwoLayerCNN,contrast,centered_logit_error_reduction,4011,72.76524353027344
TwoLayerCNN,contrast,centered_logit_error_reduction,4012,84.47317504882812
TwoLayerCNN,contrast,centered_logit_error_reduction,4013,92.1234130859375
TwoLayerCNN,contrast,centered_logit_error_reduction,4014,80.21935081481934
TwoLayerCNN,contrast,centered_logit_error_reduction,4015,72.39974021911621
TwoLayerCNN,contrast,centered_logit_error_reduction,4016,52.34577941894531
TwoLayerCNN,contrast,centered_logit_error_reduction,4017,116.5078067779541
TwoLayerCNN,contrast,centered_logit_error_reduction,4018,94.40686416625977
TwoLayerCNN,contrast,centered_logit_error_reduction,4019,85.14995193481445
TwoLayerCNN,auroc,centered_logit_error_reduction,4000,56.87248992919922
TwoLayerCNN,auroc,centered_logit_error_reduction,4001,80.11531066894531
TwoLayerCNN,auroc,centered_logit_error_reduction,4002,88.01294708251953
TwoLayerCNN,auroc,centered_logit_error_reduction,4003,93.06742286682129
TwoLayerCNN,auroc,centered_logit_error_reduction,4004,97.92716598510742
TwoLayerCNN,auroc,centered_logit_error_reduction,4005,101.13559150695801
TwoLayerCNN,auroc,centered_logit_error_reduction,4006,76.51266860961914
TwoLayerCNN,auroc,centered_logit_error_reduction,4007,95.5780200958252
TwoLayerCNN,auroc,centered_logit_error_reduction,4008,45.91387176513672
TwoLayerCNN,auroc,centered_logit_error_reduction,4009,62.33625602722168
TwoLayerCNN,auroc,centered_logit_error_reduction,4010,136.91364669799805
TwoLayerCNN,auroc,centered_logit_error_reduction,4011,85.95969772338867
TwoLayerCNN,auroc,centered_logit_error_reduction,4012,83.37071800231934
TwoLayerCNN,auroc,centered_logit_error_reduction,4013,94.29240417480469
TwoLayerCNN,auroc,centered_logit_error_reduction,4014,83.16773796081543
TwoLayerCNN,auroc,centered_logit_error_reduction,4015,97.91597557067871
TwoLayerCNN,auroc,centered_logit_error_reduction,4016,68.70644569396973
TwoLayerCNN,auroc,centered_logit_error_reduction,4017,116.55012130737305
TwoLayerCNN,auroc,centered_logit_error_reduction,4018,102.90983772277832
TwoLayerCNN,auroc,centered_logit_error_reduction,4019,78.83983993530273
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4000,91.01469135284424
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4001,110.87571334838867
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4002,91.51994514465332
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4003,90.97700023651123
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4004,99.60365867614746
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4005,110.35862064361572
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4006,105.03704261779785
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4007,75.18984603881836
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4008,84.63997983932495
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4009,90.03902339935303
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4010,130.98068141937256
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4011,86.02630710601807
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4012,99.74555015563965
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4013,79.61093521118164
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4014,77.6478157043457
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4015,116.09347534179688
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4016,82.62580871582031
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4017,101.32671737670898
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4018,110.39840030670166
TwoLayerCNN,validation_patch,centered_logit_error_reduction,4019,121.72489356994629
TinyCNN,contrast,raw_logit_error_reduction,4000,67.22040310502052
TinyCNN,contrast,raw_logit_error_reduction,4001,84.12349723279476
TinyCNN,contrast,raw_logit_error_reduction,4002,44.75475247204304
TinyCNN,contrast,raw_logit_error_reduction,4003,92.9396864771843
TinyCNN,contrast,raw_logit_error_reduction,4004,32.221998423337936
TinyCNN,contrast,raw_logit_error_reduction,4005,70.82900699973106
TinyCNN,contrast,raw_logit_error_reduction,4006,55.00619754195213
TinyCNN,contrast,raw_logit_error_reduction,4007,47.251112788915634
TinyCNN,contrast,raw_logit_error_reduction,4008,62.53243565559387
TinyCNN,contrast,raw_logit_error_reduction,4009,69.39573328197002
TinyCNN,contrast,raw_logit_error_reduction,4010,51.662845492362976
TinyCNN,contrast,raw_logit_error_reduction,4011,70.95889228582382
TinyCNN,contrast,raw_logit_error_reduction,4012,72.66398838162422
TinyCNN,contrast,raw_logit_error_reduction,4013,34.173809081315994
TinyCNN,contrast,raw_logit_error_reduction,4014,27.58254036307335
TinyCNN,contrast,raw_logit_error_reduction,4015,71.35438942909241
TinyCNN,contrast,raw_logit_error_reduction,4016,60.37685427069664
TinyCNN,contrast,raw_logit_error_reduction,4017,69.68242847919464
TinyCNN,contrast,raw_logit_error_reduction,4018,104.14927533268929
TinyCNN,contrast,raw_logit_error_reduction,4019,28.746145352721214
TinyCNN,auroc,raw_logit_error_reduction,4000,43.72089520096779
TinyCNN,auroc,raw_logit_error_reduction,4001,82.66917063295841
TinyCNN,auroc,raw_logit_error_reduction,4002,60.12690271437168
TinyCNN,auroc,raw_logit_error_reduction,4003,84.25222080945969
TinyCNN,auroc,raw_logit_error_reduction,4004,59.289105623960495
TinyCNN,auroc,raw_logit_error_reduction,4005,47.698012083768845
TinyCNN,auroc,raw_logit_error_reduction,4006,56.56246814131737
TinyCNN,auroc,raw_logit_error_reduction,4007,60.70713695883751
TinyCNN,auroc,raw_logit_error_reduction,4008,74.51316252350807
TinyCNN,auroc,raw_logit_error_reduction,4009,50.04589883983135
TinyCNN,auroc,raw_logit_error_reduction,4010,48.86678974330425
TinyCNN,auroc,raw_logit_error_reduction,4011,70.95889228582382
TinyCNN,auroc,raw_logit_error_reduction,4012,72.65984657406807
TinyCNN,auroc,raw_logit_error_reduction,4013,33.10030607879162
TinyCNN,auroc,raw_logit_error_reduction,4014,23.641280740499496
TinyCNN,auroc,raw_logit_error_reduction,4015,64.32396885752678
TinyCNN,auroc,raw_logit_error_reduction,4016,46.00970348715782
TinyCNN,auroc,raw_logit_error_reduction,4017,71.3570386171341
TinyCNN,auroc,raw_logit_error_reduction,4018,59.75083401799202
TinyCNN,auroc,raw_logit_error_reduction,4019,56.11029468476772
TinyCNN,validation_patch,raw_logit_error_reduction,4000,34.68618059158325
TinyCNN,validation_patch,raw_logit_error_reduction,4001,65.56548921763897
TinyCNN,validation_patch,raw_logit_error_reduction,4002,44.43574744462967
TinyCNN,validation_patch,raw_logit_error_reduction,4003,62.61584621667862
TinyCNN,validation_patch,raw_logit_error_reduction,4004,32.10202515125275
TinyCNN,validation_patch,raw_logit_error_reduction,4005,50.4426766037941
TinyCNN,validation_patch,raw_logit_error_reduction,4006,53.15095081925392
TinyCNN,validation_patch,raw_logit_error_reduction,4007,47.10113152861595
TinyCNN,validation_patch,raw_logit_error_reduction,4008,60.553128466010094
TinyCNN,validation_patch,raw_logit_error_reduction,4009,43.8931717723608
TinyCNN,validation_patch,raw_logit_error_reduction,4010,48.48255839943886
TinyCNN,validation_patch,raw_logit_error_reduction,4011,43.139843195676804
TinyCNN,validation_patch,raw_logit_error_reduction,4012,35.025785595178604
TinyCNN,validation_patch,raw_logit_error_reduction,4013,31.40573973953724
TinyCNN,validation_patch,raw_logit_error_reduction,4014,28.843609005212784
TinyCNN,validation_patch,raw_logit_error_reduction,4015,49.31382143497467
TinyCNN,validation_patch,raw_logit_error_reduction,4016,40.48319986462593
TinyCNN,validation_patch,raw_logit_error_reduction,4017,48.92782197892666
TinyCNN,validation_patch,raw_logit_error_reduction,4018,56.465300515294075
TinyCNN,validation_patch,raw_logit_error_reduction,4019,28.103225961327553
TwoLayerCNN,contrast,raw_logit_error_reduction,4000,57.4586067199707
TwoLayerCNN,contrast,raw_logit_error_reduction,4001,116.3990478515625
TwoLayerCNN,contrast,raw_logit_error_reduction,4002,85.1763687133789
TwoLayerCNN,contrast,raw_logit_error_reduction,4003,88.3503475189209
TwoLayerCNN,contrast,raw_logit_error_reduction,4004,93.15410041809082
TwoLayerCNN,contrast,raw_logit_error_reduction,4005,94.98722267150879
TwoLayerCNN,contrast,raw_logit_error_reduction,4006,89.99428176879883
TwoLayerCNN,contrast,raw_logit_error_reduction,4007,98.53816413879395
TwoLayerCNN,contrast,raw_logit_error_reduction,4008,50.65907287597656
TwoLayerCNN,contrast,raw_logit_error_reduction,4009,67.95392227172852
TwoLayerCNN,contrast,raw_logit_error_reduction,4010,147.6155776977539
TwoLayerCNN,contrast,raw_logit_error_reduction,4011,72.65569305419922
TwoLayerCNN,contrast,raw_logit_error_reduction,4012,85.7162914276123
TwoLayerCNN,contrast,raw_logit_error_reduction,4013,96.80121231079102
TwoLayerCNN,contrast,raw_logit_error_reduction,4014,82.70499801635742
TwoLayerCNN,contrast,raw_logit_error_reduction,4015,72.47874069213867
TwoLayerCNN,contrast,raw_logit_error_reduction,4016,52.555551528930664
TwoLayerCNN,contrast,raw_logit_error_reduction,4017,117.01586151123047
TwoLayerCNN,contrast,raw_logit_error_reduction,4018,97.45096588134766
TwoLayerCNN,contrast,raw_logit_error_reduction,4019,86.1832160949707
TwoLayerCNN,auroc,raw_logit_error_reduction,4000,56.526695251464844
TwoLayerCNN,auroc,raw_logit_error_reduction,4001,81.07115936279297
TwoLayerCNN,auroc,raw_logit_error_reduction,4002,88.88504791259766
TwoLayerCNN,auroc,raw_logit_error_reduction,4003,93.40115928649902
TwoLayerCNN,auroc,raw_logit_error_reduction,4004,97.8209228515625
TwoLayerCNN,auroc,raw_logit_error_reduction,4005,102.95321464538574
TwoLayerCNN,auroc,raw_logit_error_reduction,4006,81.81310272216797
TwoLayerCNN,auroc,raw_logit_error_reduction,4007,95.92548942565918
TwoLayerCNN,auroc,raw_logit_error_reduction,4008,46.39879608154297
TwoLayerCNN,auroc,raw_logit_error_reduction,4009,65.43830108642578
TwoLayerCNN,auroc,raw_logit_error_reduction,4010,138.77118682861328
TwoLayerCNN,auroc,raw_logit_error_reduction,4011,85.86922836303711
TwoLayerCNN,auroc,raw_logit_error_reduction,4012,84.61777877807617
TwoLayerCNN,auroc,raw_logit_error_reduction,4013,98.64825057983398
TwoLayerCNN,auroc,raw_logit_error_reduction,4014,85.70378494262695
TwoLayerCNN,auroc,raw_logit_error_reduction,4015,98.04807662963867
TwoLayerCNN,auroc,raw_logit_error_reduction,4016,68.77996635437012
TwoLayerCNN,auroc,raw_logit_error_reduction,4017,117.21332168579102
TwoLayerCNN,auroc,raw_logit_error_reduction,4018,106.77994537353516
TwoLayerCNN,auroc,raw_logit_error_reduction,4019,79.88029098510742
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4000,91.08916187286377
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4001,112.62442111968994
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4002,93.11108207702637
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4003,91.33769416809082
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4004,99.70648193359375
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4005,112.81154251098633
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4006,111.24845695495605
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4007,75.1077241897583
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4008,85.87992143630981
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4009,95.82464218139648
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4010,131.84168529510498
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4011,85.94659805297852
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4012,101.70475387573242
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4013,84.54526138305664
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4014,80.23973369598389
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4015,116.21787548065186
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4016,83.12503242492676
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4017,101.86791896820068
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4018,116.55620765686035
TwoLayerCNN,validation_patch,raw_logit_error_reduction,4019,124.03514003753662
TinyCNN,contrast,cf_accuracy,4000,0.3251953125
TinyCNN,contrast,cf_accuracy,4001,0.3525390625
TinyCNN,contrast,cf_accuracy,4002,0.1865234375
TinyCNN,contrast,cf_accuracy,4003,0.35546875
TinyCNN,contrast,cf_accuracy,4004,0.1923828125
TinyCNN,contrast,cf_accuracy,4005,0.2216796875
TinyCNN,contrast,cf_accuracy,4006,0.318359375
TinyCNN,contrast,cf_accuracy,4007,0.24609375
TinyCNN,contrast,cf_accuracy,4008,0.1806640625
TinyCNN,contrast,cf_accuracy,4009,0.4296875
TinyCNN,contrast,cf_accuracy,4010,0.087890625
TinyCNN,contrast,cf_accuracy,4011,0.28515625
TinyCNN,contrast,cf_accuracy,4012,0.44140625
TinyCNN,contrast,cf_accuracy,4013,0.3203125
TinyCNN,contrast,cf_accuracy,4014,0.2119140625
TinyCNN,contrast,cf_accuracy,4015,0.30859375
TinyCNN,contrast,cf_accuracy,4016,0.2353515625
TinyCNN,contrast,cf_accuracy,4017,0.21875
TinyCNN,contrast,cf_accuracy,4018,0.5224609375
TinyCNN,contrast,cf_accuracy,4019,0.0927734375
TinyCNN,auroc,cf_accuracy,4000,0.1328125
TinyCNN,auroc,cf_accuracy,4001,0.3466796875
TinyCNN,auroc,cf_accuracy,4002,0.2353515625
TinyCNN,auroc,cf_accuracy,4003,0.2734375
TinyCNN,auroc,cf_accuracy,4004,0.4853515625
TinyCNN,auroc,cf_accuracy,4005,0.1025390625
TinyCNN,auroc,cf_accuracy,4006,0.3564453125
TinyCNN,auroc,cf_accuracy,4007,0.2900390625
TinyCNN,auroc,cf_accuracy,4008,0.244140625
TinyCNN,auroc,cf_accuracy,4009,0.1826171875
TinyCNN,auroc,cf_accuracy,4010,0.0751953125
TinyCNN,auroc,cf_accuracy,4011,0.28515625
TinyCNN,auroc,cf_accuracy,4012,0.4443359375
TinyCNN,auroc,cf_accuracy,4013,0.291015625
TinyCNN,auroc,cf_accuracy,4014,0.0703125
TinyCNN,auroc,cf_accuracy,4015,0.115234375
TinyCNN,auroc,cf_accuracy,4016,0.1943359375
TinyCNN,auroc,cf_accuracy,4017,0.2275390625
TinyCNN,auroc,cf_accuracy,4018,0.3662109375
TinyCNN,auroc,cf_accuracy,4019,0.212890625
TinyCNN,validation_patch,cf_accuracy,4000,0.1142578125
TinyCNN,validation_patch,cf_accuracy,4001,0.216796875
TinyCNN,validation_patch,cf_accuracy,4002,0.119140625
TinyCNN,validation_patch,cf_accuracy,4003,0.27734375
TinyCNN,validation_patch,cf_accuracy,4004,0.18359375
TinyCNN,validation_patch,cf_accuracy,4005,0.0869140625
TinyCNN,validation_patch,cf_accuracy,4006,0.3046875
TinyCNN,validation_patch,cf_accuracy,4007,0.2529296875
TinyCNN,validation_patch,cf_accuracy,4008,0.173828125
TinyCNN,validation_patch,cf_accuracy,4009,0.2255859375
TinyCNN,validation_patch,cf_accuracy,4010,0.12109375
TinyCNN,validation_patch,cf_accuracy,4011,0.2080078125
TinyCNN,validation_patch,cf_accuracy,4012,0.2119140625
TinyCNN,validation_patch,cf_accuracy,4013,0.27734375
TinyCNN,validation_patch,cf_accuracy,4014,0.1826171875
TinyCNN,validation_patch,cf_accuracy,4015,0.228515625
TinyCNN,validation_patch,cf_accuracy,4016,0.1201171875
TinyCNN,validation_patch,cf_accuracy,4017,0.166015625
TinyCNN,validation_patch,cf_accuracy,4018,0.296875
TinyCNN,validation_patch,cf_accuracy,4019,0.1171875
TwoLayerCNN,contrast,cf_accuracy,4000,-0.052734375
TwoLayerCNN,contrast,cf_accuracy,4001,-0.0068359375
TwoLayerCNN,contrast,cf_accuracy,4002,-0.0068359375
TwoLayerCNN,contrast,cf_accuracy,4003,-0.0078125
TwoLayerCNN,contrast,cf_accuracy,4004,-0.078125
TwoLayerCNN,contrast,cf_accuracy,4005,0.0361328125
TwoLayerCNN,contrast,cf_accuracy,4006,-0.0166015625
TwoLayerCNN,contrast,cf_accuracy,4007,0.0458984375
TwoLayerCNN,contrast,cf_accuracy,4008,-0.150390625
TwoLayerCNN,contrast,cf_accuracy,4009,0.015625
TwoLayerCNN,contrast,cf_accuracy,4010,-0.0654296875
TwoLayerCNN,contrast,cf_accuracy,4011,-0.0751953125
TwoLayerCNN,contrast,cf_accuracy,4012,0.0986328125
TwoLayerCNN,contrast,cf_accuracy,4013,0.0859375
TwoLayerCNN,contrast,cf_accuracy,4014,0.04296875
TwoLayerCNN,contrast,cf_accuracy,4015,-0.0703125
TwoLayerCNN,contrast,cf_accuracy,4016,-0.1318359375
TwoLayerCNN,contrast,cf_accuracy,4017,-0.0048828125
