stage,task,architecture,block,condition,epoch,method,k,selection_valid,stored_prob_fidelity,legacy_prob_fidelity_abs_diff,prob_fidelity,centered_logit_fidelity,raw_logit_fidelity,prob_patch_error_mpp,prob_error_reduction,centered_logit_patch_error_mpp,centered_logit_error_reduction,raw_logit_patch_error_mpp,raw_logit_error_reduction,cf_accuracy,agreement
D,two_concepts,TinyCNN,4002,template_release,200,contrast,8,True,0.9950269365892497,4.911167028609498e-10,0.9950269370803664,0.9812551693261442,0.9811033155543839,0.009430602192878723,1.8869061917066574,2.549370765686035,133.4545660018921,2.5768375396728516,133.78766441345215,0.9921875,0.9921875
D,two_concepts,TinyCNN,4002,template_release,200,auroc,1,True,0.05715013667029889,6.286293130486342e-08,0.057150073807367585,0.22920887488312214,0.2291445157129196,1.7879610061645508,0.10837578773498535,104.83063507080078,31.173301696777344,105.11734008789062,31.247161865234375,0.013671875,0.013671875
D,two_concepts,TinyCNN,4002,template_release,200,auroc,2,True,0.43914635659651535,0.0,0.43914635659651535,0.6538571531469107,0.652945533215185,1.0635673999786377,0.8327693939208984,47.07678985595703,88.9271469116211,47.32592010498047,89.03858184814453,0.24609375,0.24609375
D,two_concepts,TinyCNN,4002,template_release,200,auroc,4,True,0.8823532499443978,7.857866468619079e-09,0.8823532420865313,0.8749582779563777,0.8718643089361209,0.22309786081314087,1.6732389330863953,17.006166458129883,118.99777030944824,17.473161697387695,118.8913402557373,0.814453125,0.814453125
D,two_concepts,TinyCNN,4002,template_release,200,auroc,8,True,0.9834559026909484,0.0,0.9834559026909484,0.9732529444683666,0.9727899433728188,0.03137318044900894,1.8649636134505272,3.637704849243164,132.36623191833496,3.7104861736297607,132.65401577949524,0.982421875,0.982421875
D,two_concepts,TinyCNN,4002,template_release,200,validation_patch,1,True,0.20252311690003277,6.286293119384112e-08,0.20252317976296397,0.4843109408857964,0.48229973281222127,1.512284755706787,0.384052038192749,70.1357421875,65.86819458007812,70.595947265625,65.7685546875,0.091796875,0.091796875
D,two_concepts,TinyCNN,4002,template_release,200,validation_patch,2,True,0.5008904534215225,3.143146554140941e-08,0.500890484852988,0.6298517337409406,0.6289951443393631,0.9464797973632812,0.9498569965362549,50.34161376953125,85.66232299804688,50.59190368652344,85.77259826660156,0.359375,0.359375
D,two_concepts,TinyCNN,4002,template_release,200,validation_patch,4,True,0.867950786622718,0.0,0.867950786622718,0.8627027116327173,0.860639999659833,0.2504097521305084,1.6459270417690277,18.672971725463867,117.33096504211426,19.003759384155273,117.36074256896973,0.783203125,0.783203125
D,two_concepts,TinyCNN,4002,template_release,200,validation_patch,8,True,0.996389233279529,0.0,0.996389233279529,0.9840745223997027,0.9838965981450154,0.0068472302518785,1.8894895636476576,2.1659278869628906,133.83800888061523,2.1959328651428223,134.16856908798218,0.994140625,0.994140625
D,two_concepts,TinyCNN,4002,template_retention_1,200,contrast,1,True,0.533078593401979,7.803002533002257e-08,0.5330786714320044,0.6438941735968673,0.6444223416736062,0.48780736327171326,0.556923896074295,8.094513893127441,14.636130332946777,8.127960205078125,14.730506896972656,0.23046875,0.244140625
