task,architecture,profile,method,k,metric,n,mean,sd,ci_low,ci_high
single_shape,TinyCNN,release_default,validation_patch,13,prob_fidelity,50,0.9996804569597465,0.0004373384406725946,0.9995561667501199,0.9998047471693731
single_shape,TinyCNN,release_default,validation_patch,13,centered_logit_fidelity,50,0.982742224341759,0.0066284898039751525,0.9808584283827837,0.9846260203007342
single_shape,TinyCNN,release_default,validation_patch,13,prob_error_reduction,50,1.9812117024703184,0.007378527336859441,1.9791147482029936,1.9833086567376432
single_shape,TinyCNN,release_default,validation_patch,14,prob_fidelity,50,0.9999170875876744,8.374298835280792e-05,0.9998932880937147,0.9999408870816341
single_shape,TinyCNN,release_default,validation_patch,14,centered_logit_fidelity,50,0.991335467274791,0.004147418509547688,0.9901567839759529,0.9925141505736292
single_shape,TinyCNN,release_default,validation_patch,14,prob_error_reduction,50,1.9816806068344703,0.0073135746561620385,1.9796021119147558,1.983759101754185
single_shape,TinyCNN,release_default,validation_patch,15,prob_fidelity,50,0.9999751400408289,3.6629857276580674e-05,0.9999647299505736,0.9999855501310841
single_shape,TinyCNN,release_default,validation_patch,15,centered_logit_fidelity,50,0.996984066065492,0.0023508695680633743,0.9963159563265678,0.9976521758044161
single_shape,TinyCNN,release_default,validation_patch,15,prob_error_reduction,50,1.9817954715436241,0.0072609325052635145,1.9797319373576614,1.9838590057295868
single_shape,TinyCNN,release_default,validation_patch,16,prob_fidelity,50,1.0,0.0,1.0,1.0
single_shape,TinyCNN,release_default,validation_patch,16,centered_logit_fidelity,50,1.0,0.0,1.0,1.0
single_shape,TinyCNN,release_default,validation_patch,16,prob_error_reduction,50,1.9818446445465088,0.0072341923270153935,1.9797887098351197,1.9839005792578979
single_shape,TinyCNN,release_early,contrast,1,prob_fidelity,50,0.02767200463882296,0.02774306086330228,0.0197875139796458,0.03555649529800012
single_shape,TinyCNN,release_early,contrast,1,centered_logit_fidelity,50,0.2192472326145727,0.03460198942831123,0.20941345602515019,0.22908100920399524
single_shape,TinyCNN,release_early,contrast,1,prob_error_reduction,50,0.054835107326507565,0.054858123856701364,0.03924460102803776,0.07042561362497737
single_shape,TinyCNN,release_early,contrast,2,prob_fidelity,50,0.13764824628941089,0.05258875932859485,0.1227026862538025,0.15259380632501926
single_shape,TinyCNN,release_early,contrast,2,centered_logit_fidelity,50,0.358933920906419,0.04193194536428177,0.34701699388907137,0.37085084792376666
single_shape,TinyCNN,release_early,contrast,2,prob_error_reduction,50,0.2728412628173828,0.10370922480660999,0.2433674272414445,0.3023150983933211
single_shape,TinyCNN,release_early,contrast,3,prob_fidelity,50,0.31628541014553974,0.05674136041359029,0.30015969393944747,0.332411126351632
single_shape,TinyCNN,release_early,contrast,3,centered_logit_fidelity,50,0.461112608553544,0.040545819740609015,0.4495896140797663,0.47263560302732177
single_shape,TinyCNN,release_early,contrast,3,prob_error_reduction,50,0.6272580742835998,0.1125150551051711,0.5952816494267814,0.6592344991404182
single_shape,TinyCNN,release_early,contrast,4,prob_fidelity,50,0.49724863118327,0.06422910462728372,0.4789949216168897,0.5155023407496503
single_shape,TinyCNN,release_early,contrast,4,centered_logit_fidelity,50,0.5489263853601084,0.04021304757022055,0.5374979636907515,0.5603548070294653
single_shape,TinyCNN,release_early,contrast,4,prob_error_reduction,50,0.9861253011226654,0.12717889305462415,0.9499814596311135,1.0222691426142172
single_shape,TinyCNN,release_early,contrast,5,prob_fidelity,50,0.6512767301106046,0.05894789488642458,0.6345239237457899,0.6680295364754193
single_shape,TinyCNN,release_early,contrast,5,centered_logit_fidelity,50,0.6208457170846425,0.03458160688650917,0.6110177331495071,0.6306737010197779
