architecture,method,k,metric,block,delta
TwoLayerCNN,auroc,2,centered_logit_fidelity,4013,-0.015022779404776032
TwoLayerCNN,auroc,2,centered_logit_fidelity,4014,-0.007905737505757626
TwoLayerCNN,auroc,2,centered_logit_fidelity,4015,-0.06024040457361446
TwoLayerCNN,auroc,2,centered_logit_fidelity,4016,0.04180970456339539
TwoLayerCNN,auroc,2,centered_logit_fidelity,4017,-0.09431675206922574
TwoLayerCNN,auroc,2,centered_logit_fidelity,4018,-0.027400340833115155
TwoLayerCNN,auroc,2,centered_logit_fidelity,4019,0.014241103930328292
TwoLayerCNN,auroc,4,centered_logit_fidelity,4000,-0.07726936046595945
TwoLayerCNN,auroc,4,centered_logit_fidelity,4001,-0.07861860083599859
TwoLayerCNN,auroc,4,centered_logit_fidelity,4002,-0.09259429255697549
